qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	staxids	organism_name	superkingdom	kingdom	phylum	class	order	family	genus	species
contig_236_16	QFG74471.1	38.2	434	243	8	47	459	459	888	2.82e-87	290.0	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_236_17	QFG74471.1	36.0	308	175	10	76	374	66	360	4.2599999999999996e-45	172.0	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_236_18	QBK85983.1	35.1	114	73	1	12	125	4	116	1.51e-16	73.6	2506602.0	Marseillevirus LCMAC101	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC101
contig_237_1	YP_002154763.1	27.8	198	125	4	379	575	232	412	1.75e-15	84.0	39420.0	Feldmannia species virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Phaeovirus	Phaeovirus feldmanniae
contig_237_2	AAR26884.1	31.1	122	80	1	2	119	312	433	5.27e-12	68.6	231992.0	Feldmannia irregularis virus a	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Phaeovirus	Phaeovirus irregularis
contig_237_4	QKF93498.1	32.5	120	74	3	49	163	63	180	2.62e-09	59.3	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_238_5	YP_009448370.1	28.7	181	118	5	8	186	6	177	1.13e-16	78.6	2023057.0	Orpheovirus IHUMI-LCC2	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Orpheoviridae	Alphaorpheovirus	Alphaorpheovirus massiliense
contig_238_12	AYV81649.1	31.8	157	88	7	105	252	8	154	2.32e-10	63.9	2487768.0	Harvfovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Harvfovirus sp.
contig_239_4	AYV82542.1	27.9	244	168	5	3	240	65	306	1.37e-25	105.0	2487770.0	Hyperionvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Hyperionvirus sp.
contig_24_10	YP_009001498.1	36.5	96	58	1	81	176	589	681	1.29e-10	65.5	62099.0	Alphaentomopoxvirus acuprea	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea
contig_24_11	AGE53061.1	26.9	253	145	6	32	279	11	228	3.75e-12	68.2	1278255.0	Paramecium bursaria Chlorella virus Fr5L	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Paramecium bursaria Chlorella virus Fr5L
contig_24_13	QPI16166.1	24.5	306	181	16	401	666	145	440	4.35e-09	64.3	2763269.0	Virus NIOZ-UU157	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Virus NIOZ-UU157
contig_244_8	QIG59838.1	30.4	161	107	2	151	306	274	434	1.01e-12	73.6	2704074.0	Dishui Lake phycodnavirus 3	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Dishui Lake phycodnavirus 3
contig_245_2	AFC35023.1	30.3	436	257	12	38	440	18	439	4.27e-39	149.0	1120767.0	Ostreococcus tauri virus RT-2011	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Ostreococcus tauri virus RT-2011
contig_247_1	ARF08211.1	47.7	65	33	1	13	77	348	411	1.01e-11	62.4	1977631.0	Catovirus CTV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1
contig_247_4	QIG59916.1	47.1	119	55	1	8	126	12	122	6.71e-30	107.0	2704072.0	Dishui Lake phycodnavirus 4	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	N/A	Dishui Lake phycodnavirus 4
contig_247_8	NP_077667.1	28.3	223	130	5	9	221	7	209	8.73e-18	88.6	37665.0	Ectocarpus siliculosus virus 1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Phaeovirus	Phaeovirus unasiliculosus
contig_249_8	YP_009001498.1	24.1	220	133	7	37	255	481	667	2.21e-08	59.7	62099.0	Alphaentomopoxvirus acuprea	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea
contig_249_9	YP_009001498.1	28.6	206	127	4	20	225	482	667	8.53e-19	89.4	62099.0	Alphaentomopoxvirus acuprea	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea
contig_249_15	ARF08815.1	31.8	239	141	8	35	257	20	252	1.6e-26	107.0	1977631.0	Catovirus CTV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1
contig_249_22	QIG59634.1	30.6	134	89	2	160	292	95	225	9.91e-08	56.6	2704071.0	Dishui Lake phycodnavirus 2	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	N/A	Dishui Lake phycodnavirus 2
contig_249_27	AYV81788.1	32.4	105	67	2	4	106	8	110	4.91e-08	52.0	2487768.0	Harvfovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Harvfovirus sp.
contig_249_28	AYV86642.1	29.4	238	131	7	339	546	269	499	2.97e-11	70.5	2487774.0	Sylvanvirus sp.	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Sylvanvirus sp.
contig_249_30	NP_077550.1	28.3	247	152	7	313	538	325	567	1.74e-16	87.0	37665.0	Ectocarpus siliculosus virus 1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Phaeovirus	Phaeovirus unasiliculosus
contig_249_36	QBK87243.1	33.6	113	73	2	8	118	471	583	1.63e-06	53.9	2506605.0	Marseillevirus LCMAC201	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC201
contig_25_20	AUI39789.1	29.9	174	119	2	1	174	30	200	1.69e-19	85.1	47929.0	macacine betaherpesvirus 3	N/A	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3
contig_250_3	YP_002154639.1	32.4	111	74	1	13	122	327	437	1.47e-10	65.9	39420.0	Feldmannia species virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Phaeovirus	Phaeovirus feldmanniae
contig_251_2	QKF94351.1	52.7	131	57	2	29	159	30	155	2.56e-42	144.0	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_251_3	ARF12130.1	38.7	377	213	6	1	369	180	546	1.53e-78	254.0	1977640.0	Klosneuvirus KNV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1
contig_252_4	YP_009430166.1	43.1	376	198	3	4	363	35	410	3.48e-92	285.0	1349409.0	Pandoravirus dulcis	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus dulcis
contig_253_2	AYV76822.1	37.0	119	68	4	427	543	208	321	1.66e-06	56.2	2487763.0	Barrevirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Barrevirus sp.
contig_253_6	WZH61920.1	35.7	84	54	0	58	141	3	86	3.75e-16	73.9	3131770.0	Sopafab virus	N/A	Orthornavirae	Lenarviricota	Amabiliviricetes	N/A	N/A	N/A	Sopafab virus
contig_254_5	ARF10066.1	25.7	362	186	7	5	284	79	439	3.82e-16	82.4	1977633.0	Indivirus ILV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Indivirus	Indivirus ILV1
contig_254_7	QKF94253.1	29.7	192	115	5	5	193	312	486	5.89e-15	77.4	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_254_15	QBK85947.1	30.8	78	53	1	42	119	26	102	3.18e-08	52.0	2506602.0	Marseillevirus LCMAC101	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC101
contig_255_7	QBK88329.1	30.7	205	123	8	49	250	87	275	4.68e-16	81.3	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_256_1	WLY67778.1	27.5	233	116	9	19	203	10	237	5.2e-10	62.4	4932.0	Saccharomyces cerevisiae	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
contig_257_2	YP_007676318.1	34.0	100	63	2	41	138	87	185	5.26e-09	59.3	755272.0	Micromonas pusilla virus 12T	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Micromonas pusilla virus 12T
contig_257_6	WBF70777.1	27.0	392	237	17	98	464	11	378	7.36e-30	123.0	3017316.0	Megavirus caiporensis	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	N/A	N/A	N/A	Megavirus caiporensis
contig_257_7	AMZ02849.1	27.6	395	242	13	89	460	12	385	3.3300000000000003e-31	127.0	1835008.0	Mimivirus Bombay	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Mimivirus	Mimivirus bradfordmassiliense
contig_258_7	QDY51830.1	38.7	62	28	2	1	52	23	84	6.91e-06	43.9	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_259_4	QDY52220.1	32.9	228	135	7	4	225	338	553	2.39e-22	100.0	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_259_5	ADX06521.1	27.8	187	111	5	22	196	109	283	2.85e-14	75.1	938083.0	Organic Lake phycodnavirus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	N/A	Organic Lake phycodnavirus
contig_26_10	QBK86945.1	51.1	219	97	3	1	219	80	288	8.43e-60	192.0	2506604.0	Marseillevirus LCMAC103	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC103
contig_260_2	AYV80843.1	28.7	167	116	3	50	213	3	169	8.52e-19	83.6	2487768.0	Harvfovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Harvfovirus sp.
contig_260_3	QKF93917.1	28.4	162	113	3	4	164	11	170	5.51e-14	70.1	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_261_8	QKF94354.1	37.5	317	182	6	77	392	59	360	6.82e-57	194.0	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_262_6	QKU35065.1	44.0	50	28	0	9	58	331	380	2.29e-09	55.8		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_262_7	QBK89597.1	47.0	66	32	1	4	69	103	165	1.74e-14	70.1	2506585.0	Pithovirus LCPAC001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC001
contig_262_9	AYV75783.1	35.0	80	52	0	4	83	196	275	5.02e-13	66.2	2487775.0	Terrestrivirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Terrestrivirus sp.
contig_264_3	YP_004063436.1	35.5	335	168	13	9	331	4	302	2.99e-53	181.0	696472.0	Ostreococcus tauri virus 2	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Ostreococcus tauri virus 2
contig_265_1	AVL94120.1	35.9	337	179	10	24	343	3	319	7.97e-56	195.0	2109586.0	Megavirus sp. 'vitis'	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Megavirus	Megavirus sp. 'vitis'
contig_266_6	UUT40483.1	42.8	187	104	2	29	214	4	188	6.13e-32	118.0	2971331.0	carnivorous sponge associated iridovirus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	N/A	carnivorous sponge associated iridovirus
contig_267_14	QIG59801.1	30.4	460	257	13	72	504	6	429	1.23e-34	138.0	2704074.0	Dishui Lake phycodnavirus 3	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Dishui Lake phycodnavirus 3
contig_267_15	QBK86013.1	25.2	230	149	8	113	325	20	243	8.52e-06	51.6	2506602.0	Marseillevirus LCMAC101	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC101
contig_267_16	QDH89777.1	35.2	108	64	2	8	109	466	573	3.85e-06	53.5	1955172.0	Totiviridae sp.	N/A	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Orthototiviridae	N/A	Totiviridae sp.
contig_267_17	NP_065037.1	42.4	125	62	5	73	190	26	147	2.48e-17	78.6	28321.0	Betaentomopoxvirus amoorei	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Betaentomopoxvirus	Betaentomopoxvirus amoorei
contig_267_18	XDO02183.1	39.7	151	79	5	63	206	54	199	1.05e-24	99.8	3240092.0	Florenciella sp. virus SA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Florenciella sp. virus SA2
contig_267_26	YP_009465934.1	32.9	70	46	1	58	127	42	110	3.49e-06	47.0	2079134.0	Dishui lake phycodnavirus 1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Dishui lake phycodnavirus 1
contig_267_33	QKF93533.1	39.6	285	165	3	10	288	6	289	9.7e-62	201.0	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_267_36	ANZ57016.2	61.1	72	28	0	147	218	35	106	2.19e-19	93.6	575979.0	Pike-perch iridovirus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Ranavirus	Ranavirus alytes1
contig_267_37	QDY52194.1	26.0	258	175	7	50	293	84	339	1.9e-12	72.8	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_267_45	WGU26825.1	34.1	508	312	13	43	534	41	541	6.3299999999999995e-68	232.0	4568.0	Triticum monococcum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum	Triticum monococcum
contig_267_46	UMO79168.1	50.3	175	84	2	18	191	262	434	5.68e-51	173.0	2847767.0	Pandoravirus belohorizontensis	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus belohorizontensis
contig_268_5	QIH04859.1	51.8	284	137	0	13	296	9	292	2.32e-103	307.0	2713452.0	Dasineura jujubifolia toursvirus 2a	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Ascoviridae	Toursvirus	Dasineura jujubifolia toursvirus 2a
contig_269_1	QKU35420.1	27.1	306	200	11	5	300	4	296	7.83e-20	92.0		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_269_4	CAK7596390.1	36.7	240	128	6	96	330	22	242	5.39e-39	144.0	3072188.0	Catovirus sp. 'naegleriensis'	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus sp. 'naegleriensis'
contig_269_8	QKF94107.1	35.2	88	53	2	4	87	53	140	2.3e-10	60.8	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_269_14	QKF93534.1	23.6	288	177	8	7	251	118	405	9.57e-11	65.5	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_269_17	QKF94735.1	28.1	260	168	9	1	247	79	332	8.699999999999999e-23	101.0	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_269_18	AYV76491.1	34.8	253	139	6	17	267	466	694	9.58e-39	147.0	2487775.0	Terrestrivirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Terrestrivirus sp.
contig_27_5	QPI16192.1	37.9	451	266	9	1	447	121	561	6.509999999999999e-90	288.0	2763269.0	Virus NIOZ-UU157	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Virus NIOZ-UU157
contig_270_1	BBI30180.1	57.1	315	135	0	3	317	5	319	1.86e-127	374.0	3114988.0	Acanthamoeba castellanii medusavirus J1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	N/A	Mamonoviridae	Medusavirus	Medusavirus medusae
contig_270_5	ARF08656.1	39.0	228	136	3	2	226	268	495	2.51e-47	166.0	1977631.0	Catovirus CTV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1
contig_270_6	ARF11617.1	39.3	257	141	6	9	256	10	260	5.150000000000001e-43	156.0	1977640.0	Klosneuvirus KNV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1
contig_271_2	QFG74152.1	32.3	217	132	6	12	223	6	212	1.85e-18	87.8	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_273_2	BBI30359.1	27.1	487	300	14	3	472	11	459	1.2999999999999999e-40	155.0	3114988.0	Acanthamoeba castellanii medusavirus J1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	N/A	Mamonoviridae	Medusavirus	Medusavirus medusae
contig_273_9	QKF94757.1	30.2	159	105	3	18	172	132	288	6e-09	58.9	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_274_1	YP_009001498.1	30.9	223	137	6	5	224	464	672	2.4900000000000004e-21	98.2	62099.0	Alphaentomopoxvirus acuprea	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea
contig_274_4	QOI90332.1	28.5	207	142	4	299	505	330	530	1.63e-14	80.5	455367.0	Pyramimonas orientalis virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Heliosvirus	Heliosvirus raunefjordenense
contig_274_7	QFG74502.1	49.0	261	121	6	4	253	3	262	7.33e-82	249.0	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_274_9	AUI39789.1	46.2	199	104	2	85	283	1	196	1.57e-51	171.0	47929.0	macacine betaherpesvirus 3	N/A	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3
contig_276_7	YP_009001498.1	28.1	221	144	4	3	221	466	673	1.47e-22	100.0	62099.0	Alphaentomopoxvirus acuprea	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea
contig_277_1	ABZ80022.1	28.7	348	222	12	35	365	119	457	6.58e-25	115.0	2737033.0	synthetic Vaccinia virus	N/A	N/A	N/A	N/A	N/A	N/A	N/A	synthetic Vaccinia virus
contig_277_4	NP_938271.1	22.6	283	194	5	4	275	5	273	4.21e-11	66.2	38804.0	Yaba monkey tumor virus	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Yatapoxvirus	Yatapoxvirus yabapox
contig_277_5	AYV78380.1	27.6	221	138	7	103	317	18	222	1.39e-09	62.8	2487765.0	Edafosvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Edafosvirus sp.
contig_277_6	YP_009165101.1	32.8	192	111	5	116	292	72	260	2.9e-16	81.6	1678078.0	Mollivirus sibericum	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Mollivirus sibericum
contig_277_11	QTF49150.1	24.7	377	226	15	150	490	172	526	1.71e-11	72.4	2813486.0	Mimivirus sp. 'reunion'	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Mimivirus	Mimivirus sp. 'reunion'
contig_278_2	CAE02704.1	24.5	515	323	12	26	486	28	530	3.46e-25	112.0	4952.0	Yarrowia lipolytica	Eukaryota	Fungi	Ascomycota	Dipodascomycetes	Dipodascales	N/A	Yarrowia	Yarrowia lipolytica
contig_279_3	YP_009448872.1	34.5	328	187	10	8	311	5	328	9.69e-47	171.0	2023057.0	Orpheovirus IHUMI-LCC2	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Orpheoviridae	Alphaorpheovirus	Alphaorpheovirus massiliense
contig_279_4	YP_009430166.1	32.8	204	133	2	68	267	188	391	1.53e-30	121.0	1349409.0	Pandoravirus dulcis	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus dulcis
contig_28_9	UYE94294.1	52.3	44	20	1	13	56	171	213	9.23e-06	45.4	251749.0	Phaeocystis globosa virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prymnesiovirus	Phaeocystis globosa virus
contig_28_12	AYV77759.1	31.7	123	79	2	52	170	28	149	1.71e-13	72.0	2487765.0	Edafosvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Edafosvirus sp.
contig_28_14	YP_007676115.1	32.6	282	176	3	60	341	52	319	1.72e-38	144.0	755272.0	Micromonas pusilla virus 12T	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Micromonas pusilla virus 12T
contig_280_1	QBK88314.1	43.3	60	34	0	36	95	2	61	5.99e-11	57.4	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_282_10	AYV84155.1	33.5	257	154	6	10	249	6	262	3.98e-34	132.0	2487770.0	Hyperionvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Hyperionvirus sp.
contig_283_5	BDT62894.1	27.7	188	110	4	15	178	678	863	2.39e-09	59.7	2984281.0	Trachysalambria curvirostris majanivirus	N/A	N/A	N/A	Naldaviricetes	N/A	Nimaviridae	N/A	Trachysalambria curvirostris majanivirus
contig_285_2	WGU26825.1	24.6	573	371	18	39	577	7	552	2.41e-19	95.9	4568.0	Triticum monococcum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum	Triticum monococcum
contig_287_6	WZO84526.1	27.1	144	98	3	89	225	131	274	3.46e-07	54.3	2809302.0	Chlorovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.
contig_288_2	AYV80590.1	37.7	106	56	2	11	115	21	117	7.53e-10	58.5	2487768.0	Harvfovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Harvfovirus sp.
contig_288_9	QKU35954.1	31.0	158	93	5	4	152	5	155	1.01e-14	72.0		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_288_10	QFG73998.1	27.5	182	105	7	38	219	25	179	2.21e-07	53.5	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_29_3	ARF09753.1	39.3	89	44	3	16	94	429	517	1.39e-09	61.6	1977633.0	Indivirus ILV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Indivirus	Indivirus ILV1
contig_29_4	QBK87586.1	39.7	277	151	11	14	283	139	406	1.33e-51	181.0	2506605.0	Marseillevirus LCMAC201	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC201
contig_291_9	SPN79070.1	42.7	131	70	1	3	128	186	316	4.5999999999999996e-23	101.0	2126980.0	Brazilian cedratvirus IHUMI	N/A	N/A	N/A	N/A	N/A	N/A	Alphacedratvirus	Alphacedratvirus brasiliense
contig_292_4	YP_004061915.1	27.1	240	146	7	19	243	6	231	1.38e-07	56.6	880161.0	Micromonas sp. RCC1109 virus MpV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Micromonas sp. RCC1109 virus MpV1
contig_293_5	AUI39789.1	35.2	182	117	1	39	220	17	197	1.25e-30	115.0	47929.0	macacine betaherpesvirus 3	N/A	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3
contig_294_1	WQM86849.1	31.1	219	143	5	426	638	452	668	5.3800000000000005e-21	102.0	3109969.0	Marseillevirus sp. 'cajuinensis'	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	Marseillevirus	Marseillevirus sp. 'cajuinensis'
