qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	staxids	organism_name	superkingdom	kingdom	phylum	class	order	family	genus	species	contig_id
contig_608_7	QBK85211.1	23.8	433	301	14	36	457	1121	1535	2.17e-18	95.1	2506607.0	Iridovirus LCIVAC01		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae		Iridovirus LCIVAC01	contig_608
contig_1033_9	QDY52220.1	29.6	216	128	5	13	217	350	552	2.4e-18	87.8	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_1033
contig_58_5	AYV78463.1	33.3	192	114	5	177	358	766	953	2.64e-18	91.3	2487765.0	Edafosvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Edafosvirus sp.	contig_58
contig_786_4	ARF11077.1	31.3	259	157	10	22	268	18	267	2.84e-18	87.0	1977638.0	Hokovirus HKV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Hokovirus	Hokovirus HKV1	contig_786
contig_1136_10	WZO76106.1	27.5	273	142	12	5	243	22	272	3.17e-18	88.6	2809302.0	Chlorovirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.	contig_1136
contig_1095_9	QBK88798.1	27.4	270	168	8	1	250	325	586	3.5e-18	94.4	2506608.0	Mimivirus LCMiAC01		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Mimivirus LCMiAC01	contig_1095
contig_1086_5	QBK87088.1	37.9	198	97	8	23	207	366	550	3.63e-18	89.4	2506604.0	Marseillevirus LCMAC103		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC103	contig_1086
contig_893_22	QKF94481.1	41.8	170	86	6	166	332	211	370	4.05e-18	92.8	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_893
contig_143_2	AYV77120.1	26.2	290	190	7	18	292	471	751	4.14e-18	90.5	2487763.0	Barrevirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Barrevirus sp.	contig_143
contig_135_10	QBK87874.1	36.7	139	83	4	1	136	1	137	4.73e-18	83.2	2506606.0	Marseillevirus LCMAC202		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC202	contig_135
contig_752_6	ARF09069.1	27.3	264	158	9	57	297	73	325	5.02e-18	87.0	1977631.0	Catovirus CTV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1	contig_752
contig_190_3	QOI90346.1	25.8	333	213	12	168	477	143	464	5.27e-18	91.7	455367.0	Pyramimonas orientalis virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Heliosvirus	Heliosvirus raunefjordenense	contig_190
contig_595_6	QFG74714.1	42.9	105	42	1	1	87	43	147	5.77e-18	80.9	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_595
contig_1041_7	AYV78120.1	26.9	264	155	8	104	362	65	295	5.88e-18	88.6	2487765.0	Edafosvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Edafosvirus sp.	contig_1041
contig_221_12	AYV77025.1	24.8	492	298	17	21	501	355	785	6.34e-18	91.3	2487763.0	Barrevirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Barrevirus sp.	contig_221
contig_684_13	QKF94253.1	29.6	203	117	6	4	203	314	493	6.69e-18	85.9	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_684
contig_1106_1	WWV86857.1	35.2	108	70	0	1	108	24	131	6.85e-18	78.6	1530251.0	Picornaviridae sp.		Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae		Picornaviridae sp.	contig_1106
contig_52_14	UAW00802.1	34.2	149	95	2	1	149	1	146	7.28e-18	91.7	442302.0	Porcine picobirnavirus		Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	Orthopicobirnavirus	Porcine picobirnavirus	contig_52
contig_1044_10	UXG17821.1	33.2	187	111	6	11	196	16	189	7.54e-18	81.6	137758.0	Cassava brown streak virus		Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Ipomovirus	Ipomovirus brunusmanihotis	contig_1044
contig_523_9	ARF12495.1	25.5	275	196	5	3	271	2	273	7.74e-18	84.7	1977640.0	Klosneuvirus KNV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1	contig_523
contig_247_8	NP_077667.1	28.3	223	130	5	9	221	7	209	8.73e-18	88.6	37665.0	Ectocarpus siliculosus virus 1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Phaeovirus	Phaeovirus unasiliculosus	contig_247
contig_586_6	QKF94251.1	55.2	67	30	0	2	68	515	581	8.87e-18	82.0	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_586
contig_593_25	QBK88329.1	26.4	227	147	6	11	236	72	279	8.93e-18	84.3	2506606.0	Marseillevirus LCMAC202		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC202	contig_593
contig_58_7	AYV77120.1	44.0	84	47	0	4	87	1	84	9.76e-18	79.7	2487763.0	Barrevirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Barrevirus sp.	contig_58
contig_770_5	BFL61212.1	28.1	210	150	1	25	234	2	210	1.17e-17	88.2	3138182.0	Moumouvirus sp. 'lavasanguinem'		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Moumouvirus	Moumouvirus sp. 'lavasanguinem'	contig_770
contig_398_2	YP_009173543.1	41.6	113	66	0	264	376	1334	1446	1.4e-17	89.0	455364.0	Chrysochromulina ericina virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae		Chrysochromulina ericina virus	contig_398
contig_1024_3	AVL94846.1	60.0	60	22	1	4	63	1	58	1.42e-17	78.6	2109587.0	Moumouvirus australiensis		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Moumouvirus	Moumouvirus australiense	contig_1024
contig_375_8	ADX06521.1	28.6	203	126	6	2	196	92	283	1.88e-17	82.8	938083.0	Organic Lake phycodnavirus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae		Organic Lake phycodnavirus	contig_375
contig_1113_9	QDY52265.1	40.6	101	49	1	2	102	24	113	2.17e-17	79.3	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_1113
contig_1132_8	YP_009174709.1	31.9	163	95	3	9	161	2	158	2.27e-17	79.3	1586713.0	Yellowstone lake phycodnavirus 1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Yellowstone lake phycodnavirus 1	contig_1132
contig_1006_6	QFG74153.1	28.5	235	162	3	127	357	23	255	2.51e-17	88.2	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_1006
contig_698_5	AYV80970.1	34.4	125	81	1	26	150	2	125	2.96e-17	77.0	2487768.0	Harvfovirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Harvfovirus sp.	contig_698
contig_359_2	BAD00047.1	27.4	317	179	11	97	410	207	475	4.2e-17	92.8	3052230.0	Hepacivirus hominis		Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Hepacivirus	Hepacivirus hominis	contig_359
contig_15_6	QBK85983.1	36.5	115	72	1	12	126	2	115	5.35e-17	74.7	2506602.0	Marseillevirus LCMAC101		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC101	contig_15
contig_868_22	QFG74701.1	27.6	174	117	4	6	176	194	361	5.42e-17	82.4	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_868
contig_401_5	YP_009001498.1	22.3	215	151	5	7	218	459	660	5.46e-17	83.6	62099.0	Alphaentomopoxvirus acuprea		Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea	contig_401
contig_868_6	AYV84919.1	20.9	807	227	24	197	964	116	550	6.37e-17	91.7	2487771.0	Satyrvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Satyrvirus sp.	contig_868
contig_132_6	AYV84548.1	30.7	192	117	7	2	185	20	203	6.64e-17	80.5	2487770.0	Hyperionvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Hyperionvirus sp.	contig_132
contig_866_4	AYV76548.1	25.5	326	189	13	41	355	161	443	7.01e-17	87.8	2487775.0	Terrestrivirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Terrestrivirus sp.	contig_866
contig_2_1	AUI39789.1	29.1	165	114	2	5	169	39	200	8.95e-17	77.8	47929.0	macacine betaherpesvirus 3		Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3	contig_2
contig_94_1	AII17176.1	34.3	178	103	6	14	185	339	508	9.09e-17	81.6	1474867.0	Aureococcus anophagefferens virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	Kratosvirus	Kratosvirus quantuckense	contig_94
contig_310_1	ADX06521.1	32.5	191	107	5	16	197	106	283	9.44e-17	82.8	938083.0	Organic Lake phycodnavirus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae		Organic Lake phycodnavirus	contig_310
contig_238_5	YP_009448370.1	28.7	181	118	5	8	186	6	177	1.13e-16	78.6	2023057.0	Orpheovirus IHUMI-LCC2		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Orpheoviridae	Alphaorpheovirus	Alphaorpheovirus massiliense	contig_238
contig_313_16	QDY52220.1	30.8	208	127	6	24	223	356	554	1.15e-16	85.1	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_313
contig_762_13	AVL95024.1	40.0	160	74	8	21	166	5	156	1.17e-16	76.3	2109587.0	Moumouvirus australiensis		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Moumouvirus	Moumouvirus australiense	contig_762
contig_67_6	QBK85983.1	35.1	97	63	0	23	119	4	100	1.25e-16	73.9	2506602.0	Marseillevirus LCMAC101		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC101	contig_67
contig_514_2	ARF10911.1	28.4	236	138	6	41	259	222	443	1.27e-16	83.6	1977638.0	Hokovirus HKV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Hokovirus	Hokovirus HKV1	contig_514
contig_236_18	QBK85983.1	35.1	114	73	1	12	125	4	116	1.51e-16	73.6	2506602.0	Marseillevirus LCMAC101		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC101	contig_236
contig_124_7	QKF94254.1	36.8	106	65	1	26	131	41	144	1.56e-16	74.3	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_124
contig_960_4	QDY52327.1	29.7	182	114	4	24	192	103	283	1.81e-16	79.3	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_960
contig_1143_24	AUI40341.1	38.5	117	70	2	18	133	5	120	1.92e-16	78.6	47929.0	macacine betaherpesvirus 3		Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3	contig_1143
contig_90_3	QBK86799.1	51.6	91	42	2	1	91	333	421	2.35e-16	76.6	2506604.0	Marseillevirus LCMAC103		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC103	contig_90
contig_215_3	QBK86799.1	25.6	332	191	10	63	382	487	774	2.45e-16	85.1	2506604.0	Marseillevirus LCMAC103		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC103	contig_215
contig_206_6	AGE50343.1	28.3	410	232	18	6	398	25	389	3.38e-16	84.7	1278270.0	Acanthocystis turfacea Chlorella virus Canal-1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Acanthocystis turfacea Chlorella virus Canal-1	contig_206
contig_253_6	WZH61920.1	35.7	84	54	0	58	141	3	86	3.75e-16	73.9	3131770.0	Sopafab virus		Orthornavirae	Lenarviricota	Amabiliviricetes				Sopafab virus	contig_253
contig_254_5	ARF10066.1	25.7	362	186	7	5	284	79	439	3.82e-16	82.4	1977633.0	Indivirus ILV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Indivirus	Indivirus ILV1	contig_254
contig_481_2	QBK87088.1	33.5	221	106	10	2	196	351	556	3.9e-16	81.3	2506604.0	Marseillevirus LCMAC103		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC103	contig_481
contig_966_1	QRM13579.1	29.7	232	140	7	6	215	7	237	4.11e-16	80.1	10261.0	Fowlpox virus		Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Avipoxvirus	Avipoxvirus fowlpox	contig_966
contig_255_7	QBK88329.1	30.7	205	123	8	49	250	87	275	4.68e-16	81.3	2506606.0	Marseillevirus LCMAC202		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC202	contig_255
contig_1105_22	YP_009001498.1	28.3	240	148	5	5	244	459	674	4.89e-16	82.8	62099.0	Alphaentomopoxvirus acuprea		Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea	contig_1105
contig_416_1	AYV81995.1	33.5	155	90	3	42	194	1707	1850	4.91e-16	79.7	2487769.0	Homavirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Homavirus sp.	contig_416
contig_325_7	QDY52388.1	29.2	216	116	6	22	211	19	223	5.14e-16	80.5	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_325
contig_933_4	YP_009001498.1	28.6	227	135	6	8	234	465	664	6.81e-16	82.8	62099.0	Alphaentomopoxvirus acuprea		Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea	contig_933
contig_1099_8	YP_009001498.1	30.9	178	98	5	2	177	465	619	6.99e-16	78.6	62099.0	Alphaentomopoxvirus acuprea		Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea	contig_1099
contig_878_3	WZO85486.1	29.1	213	125	6	7	206	20	219	7.53e-16	80.9	2809302.0	Chlorovirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.	contig_878
contig_544_3	QBK88182.1	23.7	587	410	16	88	646	253	829	7.62e-16	86.3	2506606.0	Marseillevirus LCMAC202		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC202	contig_544
contig_316_13	QDY51700.1	24.9	402	252	16	5	359	10	408	7.88e-16	82.8	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_316
contig_98_9	ARF10911.1	28.8	240	161	5	160	391	215	452	8.16e-16	83.6	1977638.0	Hokovirus HKV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Hokovirus	Hokovirus HKV1	contig_98
contig_1122_7	ARF11114.1	27.9	240	161	5	10	249	9	236	1.24e-15	82.4	1977638.0	Hokovirus HKV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Hokovirus	Hokovirus HKV1	contig_1122
contig_748_2	QFG75136.1	33.8	216	126	7	18	229	19	221	1.35e-15	80.1	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_748
contig_1022_15	WRJ69891.1	21.0	377	220	13	9	376	3	310	1.52e-15	81.3	3045048.0	Oceanusvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Oceanusvirus	Oceanusvirus sp.	contig_1022
contig_726_15	AYV84625.1	34.0	141	86	2	16	156	39	172	1.54e-15	84.0	2487770.0	Hyperionvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Hyperionvirus sp.	contig_726
contig_674_15	QDY52327.1	28.1	253	167	8	3	243	22	271	1.65e-15	77.8	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_674
contig_237_1	YP_002154763.1	27.8	198	125	4	379	575	232	412	1.75e-15	84.0	39420.0	Feldmannia species virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Phaeovirus	Phaeovirus feldmanniae	contig_237
contig_405_5	YP_009001498.1	26.4	239	141	7	30	252	482	701	1.9e-15	79.7	62099.0	Alphaentomopoxvirus acuprea		Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea	contig_405
contig_12_4	CAK7597329.1	28.3	223	133	6	57	252	482	704	1.96e-15	80.9	3072188.0	Catovirus sp. 'naegleriensis'		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus sp. 'naegleriensis'	contig_12
contig_800_3	CAK7596783.1	45.7	94	51	0	1	94	1063	1156	3.7e-15	80.5	3072188.0	Catovirus sp. 'naegleriensis'		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus sp. 'naegleriensis'	contig_800
contig_358_8	ASQ42948.1	47.6	63	32	1	3	64	16	78	3.88e-15	66.2	575980.0	Rana esculenta virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Ranavirus	Ranavirus alytes1	contig_358
contig_295_3	QFG74154.1	34.1	176	93	7	43	218	39	191	4.7e-15	74.7	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_295
contig_904_8	WZH61920.1	44.0	84	47	0	186	269	2	85	5.43e-15	74.3	3131770.0	Sopafab virus		Orthornavirae	Lenarviricota	Amabiliviricetes				Sopafab virus	contig_904
contig_1105_11	ARF09069.1	24.3	313	212	10	3	294	16	324	5.64e-15	77.8	1977631.0	Catovirus CTV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1	contig_1105
contig_254_7	QKF94253.1	29.7	192	115	5	5	193	312	486	5.89e-15	77.4	3070911.0	Fadolivirus FV1/VV64		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense	contig_254
contig_1146_3	ARF09069.1	28.3	265	169	9	7	255	19	278	6.15e-15	77.8	1977631.0	Catovirus CTV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1	contig_1146
contig_775_8	AGE53061.1	27.8	237	148	10	18	251	10	226	6.51e-15	75.5	1278255.0	Paramecium bursaria Chlorella virus Fr5L		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Paramecium bursaria Chlorella virus Fr5L	contig_775
contig_514_8	QFG74102.1	31.5	200	121	7	24	220	386	572	6.66e-15	78.2	1737588.0	Megaviridae environmental sample		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Megaviridae environmental sample	contig_514
contig_973_16	AUF82708.1	31.3	182	99	7	24	199	48	209	6.97e-15	75.5	2060617.0	Tetraselmis virus 1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Oceanusvirus	Oceanusvirus kaneohense	contig_973
contig_41_5	ARF08262.1	33.9	121	76	2	25	145	29	145	7.34e-15	70.5	1977631.0	Catovirus CTV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1	contig_41
contig_113_7	QDY52346.1	38.0	121	73	1	2	120	9	129	7.58e-15	69.7	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_113
contig_1164_9	QBK86710.1	40.5	111	55	3	145	255	125	224	8.85e-15	75.1	2506604.0	Marseillevirus LCMAC103		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC103	contig_1164
contig_891_5	QDY52114.1	35.4	127	82	0	60	186	277	403	9.08e-15	76.6	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_891
contig_581_20	YP_009001498.1	26.5	223	133	8	35	249	479	678	9.9e-15	79.7	62099.0	Alphaentomopoxvirus acuprea		Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea	contig_581
contig_211_3	ADX06521.1	29.5	224	138	8	19	236	90	299	1e-14	79.0	938083.0	Organic Lake phycodnavirus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae		Organic Lake phycodnavirus	contig_211
contig_655_12	ARF12652.1	35.5	110	71	0	32	141	34	143	1.04e-14	73.2	1977640.0	Klosneuvirus KNV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1	contig_655
contig_572_4	QDY52462.1	31.5	108	70	1	59	166	217	320	1.26e-14	75.5	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_572
contig_1009_2	QBK87874.1	33.7	101	66	1	1	101	164	263	1.28e-14	73.2	2506606.0	Marseillevirus LCMAC202		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae		Marseillevirus LCMAC202	contig_1009
contig_68_16	QDY51970.1	26.3	262	142	9	43	270	198	442	1.47e-14	77.0	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_68
contig_975_2	UCX57094.1	28.2	326	192	15	225	512	239	560	1.48e-14	82.0	1513231.0	Haliotid herpesvirus 1		Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Malacoherpesviridae	Aurivirus	Aurivirus haliotidmalaco1	contig_975
contig_274_4	QOI90332.1	28.5	207	142	4	299	505	330	530	1.63e-14	80.5	455367.0	Pyramimonas orientalis virus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Heliosvirus	Heliosvirus raunefjordenense	contig_274
contig_581_14	AYV82736.1	33.1	172	109	2	29	200	5	170	1.75e-14	75.1	2487770.0	Hyperionvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Hyperionvirus sp.	contig_581
contig_161_7	AYV82238.1	32.9	146	91	2	6	144	4	149	1.8e-14	75.1	2487769.0	Homavirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Homavirus sp.	contig_161
contig_541_5	AYV84625.1	53.8	65	30	0	30	94	98	162	1.98e-14	75.9	2487770.0	Hyperionvirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Hyperionvirus sp.	contig_541
contig_208_5	QBK88419.1	26.6	188	129	4	1	182	1	185	1.99e-14	71.6	2506608.0	Mimivirus LCMiAC01		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Mimivirus LCMiAC01	contig_208
contig_5_14	UAW00802.1	36.3	124	61	4	5	115	2	120	2.04e-14	72.0	442302.0	Porcine picobirnavirus		Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	Orthopicobirnavirus	Porcine picobirnavirus	contig_5
contig_452_4	QDY52392.1	29.2	212	122	4	9	220	35	218	2.77e-14	72.8	2596887.0	Mimiviridae sp. ChoanoV1		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae		Mimiviridae sp. ChoanoV1	contig_452
contig_259_5	ADX06521.1	27.8	187	111	5	22	196	109	283	2.85e-14	75.1	938083.0	Organic Lake phycodnavirus		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae		Organic Lake phycodnavirus	contig_259
contig_416_2	AYV81995.1	35.2	108	69	1	53	160	1539	1645	2.85e-14	74.3	2487769.0	Homavirus sp.		Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae		Homavirus sp.	contig_416
