qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	staxids	organism_name	superkingdom	kingdom	phylum	class	order	family	genus	species
contig_1189_26	ARF10911.1	30.3	379	245	6	60	432	204	569	3.02e-46	179.0	1977638.0	Hokovirus HKV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Hokovirus	Hokovirus HKV1
contig_1189_28	NP_077550.1	29.0	107	74	2	2	107	625	730	9.81e-07	55.1	37665.0	Ectocarpus siliculosus virus 1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Phaeovirus	Phaeovirus unasiliculosus
contig_1189_33	YP_009701767.1	29.5	288	160	7	21	307	36	281	4.94e-20	97.8	42683.0	Paramecium bursaria Chlorella virus CVA-1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus conductrix
contig_1189_37	XDO02062.1	30.4	329	208	11	6	326	8	323	2.97e-38	147.0	3240092.0	Florenciella sp. virus SA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Florenciella sp. virus SA2
contig_1189_41	AYV80983.1	25.1	175	119	4	31	197	2	172	2.97e-06	50.1	2487768.0	Harvfovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Harvfovirus sp.
contig_1189_51	YP_009001498.1	26.7	221	149	6	2	221	464	672	2.79e-14	78.6	62099.0	Alphaentomopoxvirus acuprea	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea
contig_1189_56	AYV80835.1	32.5	243	163	1	2	243	62	304	2.3000000000000003e-31	120.0	2487768.0	Harvfovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Harvfovirus sp.
contig_1189_75	QKU34031.1	47.2	521	236	4	35	518	176	694	2.1700000000000003e-161	484.0		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1189_83	QBK87088.1	35.3	204	100	8	15	205	361	545	9.25e-16	80.1	2506604.0	Marseillevirus LCMAC103	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC103
contig_1189_91	YP_009174707.1	26.9	495	341	9	21	502	14	500	3.57e-35	142.0	1586713.0	Yellowstone lake phycodnavirus 1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Yellowstone lake phycodnavirus 1
contig_1189_95	AYV81322.1	26.1	295	193	9	18	300	9	290	1.65e-16	87.0	2487768.0	Harvfovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Harvfovirus sp.
contig_1189_99	QKU33818.1	23.0	418	254	11	121	501	138	524	1.32e-12	74.3		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1189_103	ARF11365.1	28.9	533	330	12	6	530	4	495	4.03e-50	183.0	1977640.0	Klosneuvirus KNV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1
contig_1189_109	ARF12495.1	29.7	293	185	4	8	298	3	276	1.6099999999999998e-24	103.0	1977640.0	Klosneuvirus KNV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1
contig_1189_114	QDY52327.1	27.7	267	161	7	10	268	24	266	9.34e-19	87.4	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_1189_119	YP_003969898.1	22.9	166	126	1	53	216	262	427	3.72e-06	50.8	693272.0	Cafeteria roenbergensis virus BV-PW1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Rheavirus	Rheavirus sinusmexicani
contig_1189_121	CAK7596865.1	35.5	217	108	8	609	811	19	217	1.94e-24	107.0	3072188.0	Catovirus sp. 'naegleriensis'	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus sp. 'naegleriensis'
contig_1189_131	AUI39626.1	27.0	326	192	8	27	348	9	292	1.02e-19	94.7	47929.0	macacine betaherpesvirus 3	N/A	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3
contig_1189_133	XBQ68779.1	27.0	204	125	7	16	217	2	183	3.26e-12	66.6	3158414.0	Nitrosopumivirus cobalaminus	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Nitrosopumivirus cobalaminus
contig_1189_141	YP_009001498.1	27.7	202	138	3	13	213	464	658	1e-16	83.6	62099.0	Alphaentomopoxvirus acuprea	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea
contig_1189_170	YP_009001225.1	27.9	222	147	4	4	219	62	276	4.94e-18	86.7	1450746.0	Pithovirus sibericum	N/A	N/A	N/A	N/A	N/A	N/A	Alphapithovirus	Alphapithovirus sibericum
contig_1189_176	YP_009001498.1	30.0	207	127	5	3	204	466	659	9.77e-16	80.5	62099.0	Alphaentomopoxvirus acuprea	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Alphaentomopoxvirus	Alphaentomopoxvirus acuprea
contig_1189_181	ARF12495.1	29.3	242	150	5	24	263	23	245	2.3600000000000002e-26	107.0	1977640.0	Klosneuvirus KNV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Klosneuvirus	Klosneuvirus KNV1
contig_1191_5	QOI90377.1	43.7	71	35	2	4	69	36	106	1.7e-13	63.5	455367.0	Pyramimonas orientalis virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Allomimiviridae	Heliosvirus	Heliosvirus raunefjordenense
contig_1191_16	QDY52052.1	25.1	239	137	8	22	225	218	449	6.1e-09	59.7	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_1191_18	QFG74152.1	29.9	278	174	7	6	279	4	264	1.6100000000000002e-27	111.0	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_1191_28	QBK87870.1	36.6	333	186	7	6	333	2	314	4.13e-63	207.0	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_1191_29	QBK87867.1	36.0	200	120	4	2	196	3	199	2.9000000000000004e-26	109.0	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_1191_34	CAK7597329.1	20.2	727	353	20	10	674	10	571	6.95e-25	115.0	3072188.0	Catovirus sp. 'naegleriensis'	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus sp. 'naegleriensis'
contig_1192_1	XHH73002.1	32.0	122	76	1	245	366	149	263	1.2e-07	57.8	3433150.0	Velanvirus brisbanense	N/A	Heunggongvirae	Uroviricota	Caudoviricetes	Magrovirales	Krittikaviridae	Velanvirus	Velanvirus brisbanense
contig_1192_11	QKF94705.1	37.8	135	79	2	43	172	94	228	8.96e-14	72.4	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_1192_21	YP_009174635.1	48.6	140	57	5	6	140	5	134	6.53e-34	119.0	1586714.0	Yellowstone lake phycodnavirus 2	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Yellowstone lake phycodnavirus 2
contig_1194_2	WZO84907.1	30.8	406	229	18	5	385	15	393	2.62e-35	138.0	2809302.0	Chlorovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.
contig_1194_5	QPI16596.1	40.7	108	61	2	2	109	16	120	6.57e-19	81.6	2763270.0	Virus NIOZ-UU159	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Virus NIOZ-UU159
contig_1194_6	AMZ02942.1	24.4	336	222	5	9	333	23	337	9.78e-22	100.0	1835008.0	Mimivirus Bombay	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Mimivirus	Mimivirus bradfordmassiliense
contig_1195_4	ARF10911.1	26.9	323	204	10	738	1034	205	521	9.29e-14	80.5	1977638.0	Hokovirus HKV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Hokovirus	Hokovirus HKV1
contig_1195_7	ARF09529.1	48.9	137	63	4	12	144	142	275	6.41e-33	121.0	1977633.0	Indivirus ILV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Indivirus	Indivirus ILV1
contig_1195_13	WGU26825.1	26.4	537	350	15	84	604	40	547	2.1e-26	117.0	4568.0	Triticum monococcum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum	Triticum monococcum
contig_1195_15	YP_009449055.1	40.5	74	42	1	1	72	125	198	2.38e-09	55.8	2023057.0	Orpheovirus IHUMI-LCC2	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Orpheoviridae	Alphaorpheovirus	Alphaorpheovirus massiliense
contig_1195_19	WIF15735.1	24.7	186	134	2	50	230	2	186	6.94e-09	58.9	205075.0	Candidatus Rickettsia tarasevichiae	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Candidatus Rickettsia tarasevichiae
contig_1195_29	UKZ11061.1	29.6	372	246	9	36	394	79	447	2.23e-40	156.0	2909297.0	Emiliania huxleyi virus M1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus M1
contig_1195_31	ADB85364.1	24.7	373	234	11	6	340	11	374	4.95e-17	85.1	38705.0	Phyllostachys edulis	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Phyllostachys	Phyllostachys edulis
contig_1195_36	YP_007354608.1	24.9	189	132	6	24	210	53	233	1.77e-06	52.4	1269028.0	Acanthamoeba polyphaga moumouvirus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Moumouvirus	Moumouvirus moumou
contig_1195_37	UMO78223.1	36.5	515	227	13	27	445	27	537	1.97e-84	272.0	2847767.0	Pandoravirus belohorizontensis	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus belohorizontensis
contig_1195_46	AYV81913.1	26.3	274	193	3	40	306	37	308	2.23e-14	77.4	2487768.0	Harvfovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Harvfovirus sp.
contig_1195_50	QKU34031.1	49.7	521	219	5	40	520	176	693	4.8900000000000005e-166	496.0		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1195_51	AYV83714.1	29.7	751	478	21	37	777	5	715	3.37e-84	291.0	2487770.0	Hyperionvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Hyperionvirus sp.
contig_1195_53	QFG74471.1	54.0	63	29	0	23	85	613	675	7.45e-18	80.1	1737588.0	Megaviridae environmental sample	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Megaviridae environmental sample
contig_1195_56	AYV81129.1	24.9	457	246	19	316	763	130	498	1.33e-15	85.1	2487768.0	Harvfovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Harvfovirus sp.
contig_1195_61	QDY52220.1	31.6	237	132	7	21	249	338	552	4.55e-22	99.0	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_1195_64	YP_009000988.1	26.8	336	195	13	35	337	28	345	3.32e-18	90.1	1450746.0	Pithovirus sibericum	N/A	N/A	N/A	N/A	N/A	N/A	Alphapithovirus	Alphapithovirus sibericum
contig_1196_4	UPW42252.1	39.5	124	75	0	30	153	568	691	7.33e-17	84.3	2937230.0	Xisha Islands farmland mitovirus 5	N/A	Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	N/A	Xisha Islands farmland mitovirus 5
contig_1196_21	AUI39626.1	26.1	268	171	9	8	250	116	381	3.03e-10	63.9	47929.0	macacine betaherpesvirus 3	N/A	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3
contig_1198_8	QBK88176.1	33.4	589	289	15	10	529	4	558	5.74e-77	256.0	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_1198_9	QBK86799.1	42.8	425	239	4	3	427	4	424	2.8200000000000003e-103	328.0	2506604.0	Marseillevirus LCMAC103	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC103
contig_1198_13	BFT93230.1	38.8	196	103	7	31	212	33	225	2.6400000000000002e-33	123.0	3349365.0	Medusavirus sp. 'euryale'	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	N/A	Mamonoviridae	Medusavirus	Medusavirus sp. 'euryale'
contig_1198_19	ARF09593.1	28.4	169	117	1	3	167	368	536	1.36e-13	73.9	1977633.0	Indivirus ILV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Indivirus	Indivirus ILV1
contig_1198_27	UYE94304.1	24.7	1122	600	31	13	943	8	1075	1.5699999999999998e-52	207.0	251749.0	Phaeocystis globosa virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prymnesiovirus	Phaeocystis globosa virus
contig_1198_28	QBK85357.1	21.9	974	493	29	428	1339	279	1046	3.5500000000000004e-31	137.0	2506607.0	Iridovirus LCIVAC01	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	N/A	Iridovirus LCIVAC01
contig_1200_2	QPI16469.1	37.4	235	139	5	5	232	1	234	1.3199999999999999e-42	149.0	2763269.0	Virus NIOZ-UU157	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Virus NIOZ-UU157
contig_1200_14	WZO75063.1	29.0	245	153	6	804	1034	198	435	6.49e-12	73.9	2809302.0	Chlorovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus sp.
contig_1200_15	BCT22789.1	40.6	128	76	0	6	133	10	137	1.47e-23	92.4	1653087.0	Carp edema virus	N/A	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	N/A	Carp edema virus
contig_1200_22	UYE94193.1	28.4	169	114	3	11	177	22	185	2.25e-16	79.3	251749.0	Phaeocystis globosa virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prymnesiovirus	Phaeocystis globosa virus
contig_1201_48	QBK93463.1	36.0	86	49	1	168	247	123	208	1.04e-08	58.5	2506597.0	Pithovirus LCPAC404	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pithovirus LCPAC404
contig_1201_61	AUI39473.1	50.6	77	36	2	7	81	588	664	1.84e-13	67.4	47929.0	macacine betaherpesvirus 3	N/A	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Cytomegalovirus	Cytomegalovirus macacinebeta3
contig_1201_78	QDH89688.1	41.8	98	56	1	51	147	1	98	5.74e-16	78.2	2587224.0	Mitovirus sp.	N/A	Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Mitovirus	Mitovirus sp.
contig_1202_1	QBK86970.1	36.4	121	62	5	201	309	182	299	9.06e-06	50.8	2506604.0	Marseillevirus LCMAC103	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC103
contig_1202_4	QKF93972.1	24.2	236	140	7	3	221	4	217	1.27e-07	57.4	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_1202_7	QBK88314.1	43.4	83	46	1	35	116	2	84	4.89e-21	83.6	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_1202_18	YP_009120775.1	39.4	226	100	6	3	191	10	235	6.7399999999999994e-40	148.0	1605721.0	Pandoravirus inopinatum	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus inopinatum
contig_1202_19	WBR14220.1	35.7	387	210	12	117	476	391	765	7.57e-44	169.0	3019033.0	Pandoravirus kuranda	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus kuranda
contig_1202_21	QBK86907.1	43.1	188	103	3	27	213	10	194	2.24e-36	130.0	2506604.0	Marseillevirus LCMAC103	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC103
contig_1202_25	QBK88329.1	30.3	218	143	7	13	228	69	279	2.14e-18	88.2	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_1202_31	ARF08972.1	23.2	220	145	7	44	254	8	212	4.58e-09	61.6	1977631.0	Catovirus CTV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus CTV1
contig_1202_37	AYV85186.1	31.7	145	68	4	3	131	30	159	1.69e-10	63.9	2487771.0	Satyrvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Satyrvirus sp.
contig_1202_42	QBK86976.1	34.3	233	107	12	1	209	2	212	3.77e-17	84.0	2506604.0	Marseillevirus LCMAC103	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC103
contig_1202_43	YP_008318601.1	35.4	178	82	10	5	158	21	189	4.42e-12	67.0	1349409.0	Pandoravirus dulcis	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus dulcis
contig_1202_46	UMO80163.1	34.0	332	195	7	3	318	43	366	1.9000000000000002e-43	159.0	2848915.0	Pandoravirus aubagnensis	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus aubagnensis
contig_1202_49	UPW42252.1	46.8	109	58	0	376	484	583	691	1.39e-24	112.0	2937230.0	Xisha Islands farmland mitovirus 5	N/A	Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	N/A	Xisha Islands farmland mitovirus 5
contig_1202_58	YP_001426650.1	29.8	275	159	9	18	260	19	291	3.07e-19	88.6	411359.0	Acanthocystis turfacea chlorella virus 1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Chlorovirus heliozoae
contig_1202_60	QKU33915.1	28.5	253	160	5	12	247	18	266	4.7099999999999995e-25	108.0		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1202_62	XDO02146.1	30.3	119	69	5	19	131	4	114	6.27e-07	53.5	3240092.0	Florenciella sp. virus SA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Florenciella sp. virus SA2
contig_1202_68	QKF94322.1	28.9	159	101	4	229	375	698	856	2.14e-07	57.4	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_1202_71	AYV83507.1	28.3	173	122	2	179	351	253	423	3.58e-07	55.8	2487770.0	Hyperionvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Hyperionvirus sp.
contig_1202_76	QBK89029.1	22.6	341	250	4	25	353	8	346	6.4500000000000005e-21	102.0	2506609.0	Mimivirus LCMiAC02	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Mimivirus LCMiAC02
contig_1202_86	AYV81649.1	32.1	159	86	6	20	169	8	153	1.1e-08	58.9	2487768.0	Harvfovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Harvfovirus sp.
contig_1202_88	QKF93884.1	32.4	475	292	11	13	473	3	462	4.7100000000000003e-63	215.0	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_1202_90	QBK88329.1	32.5	246	151	4	331	571	40	275	1.8099999999999997e-30	124.0	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_1203_3	ATZ80507.1	24.8	1270	707	64	277	1439	204	1332	4.05e-35	150.0	2024608.0	Bodo saltans virus	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Theiavirus	Theiavirus salishense
contig_1203_8	QDY52220.1	31.3	211	122	6	10	210	358	555	9.36e-17	83.6	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_1203_9	QDY52220.1	33.2	226	137	6	5	223	338	556	1.71e-20	94.7	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_1203_17	QKF93917.1	24.3	210	127	6	5	212	11	190	8.64e-13	68.2	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_1203_39	QKU35954.1	32.6	184	112	5	3	181	5	181	8.36e-19	82.8		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
contig_1203_44	AMZ02974.1	32.1	168	77	7	348	478	4	171	3.04e-10	67.4	1835008.0	Mimivirus Bombay	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Mimivirus	Mimivirus bradfordmassiliense
contig_1203_46	UAW00802.1	44.4	144	76	2	6	147	5	146	2.35e-27	120.0	442302.0	Porcine picobirnavirus	N/A	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	Orthopicobirnavirus	Porcine picobirnavirus
contig_1203_48	CAK7596864.1	30.7	114	67	2	60	173	38	139	7.92e-08	53.5	3072188.0	Catovirus sp. 'naegleriensis'	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Catovirus	Catovirus sp. 'naegleriensis'
contig_1203_50	QBK88329.1	26.0	219	147	4	8	226	72	275	7.53e-17	81.6	2506606.0	Marseillevirus LCMAC202	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	N/A	Marseillevirus LCMAC202
contig_1203_51	QDY52220.1	33.0	215	125	6	1	207	330	533	8.19e-22	97.8	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_1204_3	YP_008438720.1	30.2	451	257	10	15	440	43	460	8.97e-47	171.0	1349410.0	Pandoravirus salinus	N/A	N/A	N/A	N/A	N/A	N/A	Pandoravirus	Pandoravirus salinus
contig_1204_5	XKM46455.1	35.3	187	107	1	73	259	54	226	2.14e-31	124.0	3378357.0	Micromonas commoda virus 20T	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prasinovirus	Micromonas commoda virus 20T
contig_1204_11	QDY52425.1	24.2	451	259	13	198	600	391	806	2.33e-20	100.0	2596887.0	Mimiviridae sp. ChoanoV1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Schizomimiviridae	N/A	Mimiviridae sp. ChoanoV1
contig_1204_15	AAR26884.1	29.2	120	83	1	1	118	312	431	1.29e-06	52.8	231992.0	Feldmannia irregularis virus a	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Phaeovirus	Phaeovirus irregularis
contig_1204_16	AYV81789.1	26.3	228	146	7	498	712	305	523	2.32e-10	68.2	2487768.0	Harvfovirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Harvfovirus sp.
contig_1204_23	QKF94073.1	26.0	539	323	17	25	537	13	501	1.64e-25	117.0	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_1204_32	AYV84625.1	36.1	133	79	1	14	146	36	162	5.06e-15	82.4	2487770.0	Hyperionvirus sp.	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	N/A	Hyperionvirus sp.
contig_1204_34	AGE55573.1	25.7	175	122	3	1	172	1	170	5.01e-07	53.5	1278272.0	Acanthocystis turfacea Chlorella virus MN0810.1	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Acanthocystis turfacea Chlorella virus MN0810.1
contig_1204_40	QKF94735.1	27.9	599	389	12	45	612	55	641	4.7500000000000004e-58	209.0	3070911.0	Fadolivirus FV1/VV64	N/A	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae	Fadolivirus	Fadolivirus algeromassiliense
contig_1206_3	WGU26825.1	29.5	522	330	14	11	498	22	539	8.38e-42	160.0	4568.0	Triticum monococcum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum	Triticum monococcum
