seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
k141_177227	1	2	2	2186	0.973	0.973	1	2	2	2186	NA	NA	0	1	2	2	2186	0.973	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_177227||full	0.973	ssDNA
k141_177217	1	5	2	1480	0.88	0.88	1	5	2	1480	NA	NA	0	1	5	2	1480	0.88	0.0	20.0	0.0	60.0	0.0	20.0	1	dsDNAphage	linear	k141_177217||full	0.88	dsDNAphage
k141_177165	1	7	43	3235	0.847	0.847	1	7	43	3235	NA	NA	0	1	7	43	3235	0.847	0.0	0.0	0.0	42.9	0.0	57.1	0	dsDNAphage	linear	k141_177165||full	0.847	dsDNAphage
k141_177085	1	9	3	3205	0.993	0.993	1	9	3	3205	NA	NA	0	1	9	3	3205	0.993	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	k141_177085||full	0.993	dsDNAphage
k141_177080	1	3	3	1430	0.96	0.96	1	3	3	1430	NA	NA	0	1	3	3	1430	0.96	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_177080||full	0.96	ssDNA
k141_177056	1	3	1	1850	0.96	0.96	1	3	1	1850	NA	NA	0	1	3	1	1850	0.96	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_177056||full	0.96	ssDNA
k141_176827	1	7	1	6625	0.66	0.66	1	7	1	6625	NA	NA	0	1	7	1	6625	0.66	0.0	57.1	0.0	42.9	0.0	0.0	2	dsDNAphage	linear	k141_176827||full	0.66	dsDNAphage
k141_176679	1	2	355	1371	0.847	0.847	1	2	355	1371	NA	NA	0	1	2	355	1371	0.847	0.0	0.0	0.0	100.0	0.0	0.0	0	dsDNAphage	linear	k141_176679||full	0.847	dsDNAphage
k141_176636	1	3	1	1034	0.747	0.747	1	3	1	1034	NA	NA	0	1	3	1	1034	0.747	0.0	33.3	0.0	66.7	0.0	0.0	0	dsDNAphage	linear	k141_176636||full	0.747	dsDNAphage
k141_176269	1	3	2	1561	0.927	0.927	1	3	2	1561	NA	NA	0	1	3	2	1561	0.927	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_176269||full	0.927	ssDNA
k141_176208	1	2	303	1162	0.94	0.94	1	2	303	1162	NA	NA	0	1	2	303	1162	0.94	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_176208||full	0.94	ssDNA
k141_175980	1	2	404	1895	0.853	0.853	1	2	404	1895	NA	NA	0	1	2	404	1895	0.853	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_175980||full	0.853	ssDNA
k141_175781	1	4	3	1509	0.833	0.833	1	4	3	1509	NA	NA	0	1	4	3	1509	0.833	0.0	0.0	0.0	25.0	0.0	75.0	1	dsDNAphage	linear	k141_175781||full	0.833	dsDNAphage
k141_175701	1	4	3	1474	0.72	0.72	1	4	3	1474	NA	NA	0	1	4	3	1474	0.72	0.0	25.0	0.0	50.0	0.0	25.0	0	dsDNAphage	linear	k141_175701||full	0.72	dsDNAphage
k141_175655	1	4	2	1236	0.66	0.66	1	4	2	1236	NA	NA	0	1	4	2	1236	0.66	0.0	0.0	0.0	25.0	25.0	50.0	0	dsDNAphage	linear	k141_175655||full	0.66	dsDNAphage
k141_175628	1	3	3	1357	0.6	0.6	1	3	3	1357	NA	NA	0	1	3	3	1357	0.6	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_175628||full	0.6	dsDNAphage
k141_175600	1	2	1	1117	0.993	0.993	1	2	1	1117	NA	NA	0	1	2	1	1117	0.993	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_175600||full	0.993	ssDNA
k141_175521	1	2	78	1666	0.96	0.96	1	2	78	1666	NA	NA	0	1	2	78	1666	0.96	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_175521||full	0.96	ssDNA
k141_175320	1	2	38	1133	0.567	0.567	1	2	38	1133	NA	NA	0	1	2	38	1133	0.567	0.0	0.0	0.0	50.0	50.0	0.0	0	dsDNAphage	linear	k141_175320||full	0.567	dsDNAphage
k141_17532	1	2	3	1017	1.0	1.0	1	2	3	1017	NA	NA	0	1	2	3	1017	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_17532||full	1.0	ssDNA
k141_175263	1	7	1	2302	0.953	0.953	1	7	1	2302	NA	NA	0	1	7	1	2302	0.953	0.0	0.0	0.0	14.3	0.0	85.7	0	dsDNAphage	linear	k141_175263||full	0.953	dsDNAphage
k141_175086	4	124	4729	97055	0.867	0.873	1	124	3	97055	NA	NA	0	1	124	3	97055	0.853	0.0	25.8	0.0	33.9	20.2	20.2	11	dsDNAphage	linear	k141_175086||full	0.867	dsDNAphage
k141_175027	1	2	2	926	0.967	0.967	1	2	2	926	NA	NA	0	1	2	2	926	0.967	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_175027||full	0.967	ssDNA
k141_174624	1	3	3	1268	1.0	1.0	1	3	3	1268	NA	NA	0	1	3	3	1268	1.0	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_174624||full	1.0	ssDNA
k141_174484	1	2	103	1542	0.953	0.953	1	2	103	1542	NA	NA	0	1	2	103	1542	0.953	0.0	0.0	0.0	50.0	0.0	50.0	1	dsDNAphage	linear	k141_174484||full	0.953	dsDNAphage
k141_17446	1	3	2	1233	0.78	0.78	1	3	2	1233	NA	NA	0	1	3	2	1233	0.78	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_17446||full	0.78	ssDNA
k141_174291	1	5	2	1732	0.98	0.98	1	5	2	1732	NA	NA	0	1	5	2	1732	0.98	0.0	0.0	0.0	40.0	0.0	60.0	1	dsDNAphage	linear	k141_174291||full	0.98	dsDNAphage
k141_174189	1	3	1	1059	0.993	0.993	1	3	1	1059	NA	NA	0	1	3	1	1059	0.993	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_174189||full	0.993	ssDNA
k141_174044	1	3	3	1578	0.587	0.587	1	3	3	1578	NA	NA	0	1	3	3	1578	0.587	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_174044||full	0.587	dsDNAphage
k141_174010	1	2	3	1007	0.873	0.873	1	2	3	1007	NA	NA	0	1	2	3	1007	0.873	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_174010||full	0.873	ssDNA
k141_173994	1	4	1	1552	0.72	0.72	1	4	1	1552	NA	NA	0	1	4	1	1552	0.72	0.0	0.0	0.0	25.0	25.0	50.0	0	dsDNAphage	linear	k141_173994||full	0.72	dsDNAphage
k141_173902	1	3	2	2354	0.5	0.5	1	3	2	2354	NA	NA	0	1	3	2	2354	0.5	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_173902||full	0.5	dsDNAphage
k141_173494	1	3	1	2397	0.78	0.78	1	3	1	2397	NA	NA	0	1	3	1	2397	0.78	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_173494||full	0.78	ssDNA
k141_173286	1	9	1	4025	0.947	0.947	1	9	1	4025	NA	NA	0	1	9	1	4025	0.947	0.0	0.0	0.0	33.3	11.1	55.6	1	dsDNAphage	linear	k141_173286||full	0.947	dsDNAphage
k141_173236	1	9	62	6265	0.72	0.72	1	9	62	6265	NA	NA	0	1	9	62	6265	0.72	0.0	11.1	0.0	44.4	0.0	44.4	0	dsDNAphage	linear	k141_173236||full	0.72	dsDNAphage
k141_17220	1	2	281	1192	0.993	0.993	1	2	281	1192	NA	NA	0	1	2	281	1192	0.993	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_17220||full	0.993	ssDNA
k141_172186	1	4	2	1254	0.853	0.853	1	4	2	1254	NA	NA	0	1	4	2	1254	0.853	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	k141_172186||full	0.853	ssDNA
k141_172173	1	2	1	1495	0.62	0.62	1	2	1	1495	NA	NA	0	1	2	1	1495	0.62	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_172173||full	0.62	dsDNAphage
k141_17213	1	3	1	1126	0.72	0.72	1	3	1	1126	NA	NA	0	1	3	1	1126	0.72	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_17213||full	0.72	dsDNAphage
k141_17198	1	3	3	1896	0.973	0.973	1	3	3	1896	NA	NA	0	1	3	3	1896	0.973	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_17198||full	0.973	ssDNA
k141_171950	1	4	60	1154	0.987	0.987	1	4	60	1154	NA	NA	0	1	4	60	1154	0.987	0.0	0.0	0.0	75.0	0.0	25.0	0	dsDNAphage	linear	k141_171950||full	0.987	dsDNAphage
k141_171913	1	3	3	1281	0.58	0.58	1	3	3	1281	NA	NA	0	1	3	3	1281	0.58	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	k141_171913||full	0.58	dsDNAphage
k141_171731	1	3	3	1352	0.587	0.587	1	3	3	1352	NA	NA	0	1	3	3	1352	0.587	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_171731||full	0.587	dsDNAphage
k141_171570	1	5	3	2194	0.527	0.527	1	5	3	2194	NA	NA	0	1	5	3	2194	0.527	0.0	0.0	0.0	20.0	20.0	60.0	0	dsDNAphage	linear	k141_171570||full	0.527	dsDNAphage
k141_171528	1	3	3	1314	0.993	0.993	1	3	3	1314	NA	NA	0	1	3	3	1314	0.993	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_171528||full	0.993	ssDNA
k141_171380	1	3	1	2466	0.593	0.593	1	3	1	2466	NA	NA	0	1	3	1	2466	0.593	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_171380||full	0.593	ssDNA
k141_171242	1	3	1	1165	0.987	0.987	1	3	1	1165	NA	NA	0	1	3	1	1165	0.987	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_171242||full	0.987	ssDNA
k141_17122	1	2	487	1465	0.747	0.747	1	2	487	1465	NA	NA	0	1	2	487	1465	0.747	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_17122||full	0.747	ssDNA
k141_171045	1	3	3	1042	0.62	0.62	1	3	3	1042	NA	NA	0	1	3	3	1042	0.62	0.0	33.3	0.0	66.7	0.0	0.0	0	dsDNAphage	linear	k141_171045||full	0.62	dsDNAphage
k141_17101	1	3	2	1725	0.873	0.873	1	3	2	1725	NA	NA	0	1	3	2	1725	0.873	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_17101||full	0.873	ssDNA
k141_170723	1	3	2	1722	0.56	0.56	1	3	2	1722	NA	NA	0	1	3	2	1722	0.56	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	k141_170723||full	0.56	dsDNAphage
k141_170668	1	3	2	1113	0.973	0.973	1	3	2	1113	NA	NA	0	1	3	2	1113	0.973	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_170668||full	0.973	ssDNA
k141_170628	1	3	3	1817	0.973	0.973	1	3	3	1817	NA	NA	0	1	3	3	1817	0.973	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_170628||full	0.973	ssDNA
k141_170596	1	2	445	1450	0.933	0.933	1	2	445	1450	NA	NA	0	1	2	445	1450	0.933	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_170596||full	0.933	ssDNA
k141_170482	1	3	1	1581	0.993	0.993	1	3	1	1581	NA	NA	0	1	3	1	1581	0.993	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_170482||full	0.993	ssDNA
k141_170149	1	4	1	1506	0.98	0.98	1	4	1	1506	NA	NA	0	1	4	1	1506	0.98	0.0	0.0	0.0	75.0	0.0	25.0	0	ssDNA	linear	k141_170149||full	0.98	ssDNA
k141_170120	1	3	3	1333	0.94	0.94	1	3	3	1333	NA	NA	0	1	3	3	1333	0.94	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_170120||full	0.94	ssDNA
k141_170109	1	3	2	1712	0.887	0.887	1	3	2	1712	NA	NA	0	1	3	2	1712	0.887	0.0	0.0	0.0	33.3	0.0	66.7	1	dsDNAphage	linear	k141_170109||full	0.887	dsDNAphage
k141_170030	1	2	1	845	1.0	1.0	1	2	1	845	NA	NA	0	1	2	1	845	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_170030||full	1.0	ssDNA
k141_170016	1	3	3	1718	1.0	1.0	1	3	3	1718	NA	NA	0	1	3	3	1718	1.0	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_170016||full	1.0	ssDNA
k141_169930	1	3	2	1279	0.847	0.847	1	3	2	1279	NA	NA	0	1	3	2	1279	0.847	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_169930||full	0.847	dsDNAphage
k141_169897	1	3	3	1393	0.873	0.873	1	3	3	1393	NA	NA	0	1	3	3	1393	0.873	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_169897||full	0.873	ssDNA
k141_169676	1	3	191	1096	0.973	0.973	1	3	191	1096	NA	NA	0	1	3	191	1096	0.973	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_169676||full	0.973	ssDNA
k141_169652	1	2	1	1623	0.893	0.893	1	2	1	1623	NA	NA	0	1	2	1	1623	0.893	0.0	0.0	0.0	100.0	0.0	0.0	0	dsDNAphage	linear	k141_169652||full	0.893	dsDNAphage
k141_169384	1	4	3	1614	0.68	0.68	1	4	3	1614	NA	NA	0	1	4	3	1614	0.68	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	k141_169384||full	0.68	dsDNAphage
k141_169370	1	4	1	1717	0.66	0.66	1	4	1	1717	NA	NA	0	1	4	1	1717	0.66	0.0	0.0	0.0	25.0	25.0	50.0	0	dsDNAphage	linear	k141_169370||full	0.66	dsDNAphage
k141_169254	1	5	1	1873	0.92	0.92	1	5	1	1873	NA	NA	0	1	5	1	1873	0.92	0.0	0.0	0.0	80.0	20.0	0.0	0	dsDNAphage	linear	k141_169254||full	0.92	dsDNAphage
k141_169248	1	3	2	1296	0.58	0.58	1	3	2	1296	NA	NA	0	1	3	2	1296	0.58	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_169248||full	0.58	ssDNA
k141_169219	1	3	197	1357	0.92	0.92	1	3	197	1357	NA	NA	0	1	3	197	1357	0.92	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	k141_169219||full	0.92	dsDNAphage
k141_168782	1	4	1	1905	0.64	0.64	1	4	1	1905	NA	NA	0	1	4	1	1905	0.64	0.0	0.0	0.0	25.0	25.0	50.0	0	dsDNAphage	linear	k141_168782||full	0.64	dsDNAphage
k141_168726	1	3	73	1550	0.687	0.687	1	3	73	1550	NA	NA	0	1	3	73	1550	0.687	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_168726||full	0.687	dsDNAphage
k141_168663	1	4	2	1051	0.88	0.88	1	4	2	1051	NA	NA	0	1	4	2	1051	0.88	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	k141_168663||full	0.88	dsDNAphage
k141_168569	1	3	129	1383	0.767	0.767	1	3	129	1383	NA	NA	0	1	3	129	1383	0.767	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_168569||full	0.767	dsDNAphage
k141_168368	1	6	1	2123	0.947	0.947	1	6	1	2123	NA	NA	0	1	6	1	2123	0.947	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_168368||full	0.947	dsDNAphage
k141_168177	1	2	97	2049	1.0	1.0	1	2	97	2049	NA	NA	0	1	2	97	2049	1.0	0.0	0.0	0.0	100.0	0.0	0.0	2	dsDNAphage	linear	k141_168177||full	1.0	dsDNAphage
k141_167988	1	5	1	2437	0.967	0.967	1	5	1	2437	NA	NA	0	1	5	1	2437	0.967	0.0	0.0	0.0	60.0	0.0	40.0	0	ssDNA	linear	k141_167988||full	0.967	ssDNA
k141_167803	1	4	3	3091	0.813	0.813	1	4	3	3091	NA	NA	0	1	4	3	3091	0.813	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_167803||full	0.813	ssDNA
k141_16777	1	7	3	6241	0.633	0.633	1	7	3	6241	NA	NA	0	1	7	3	6241	0.633	0.0	0.0	0.0	14.3	0.0	85.7	0	dsDNAphage	linear	k141_16777||full	0.633	dsDNAphage
k141_167742	1	7	3	3884	0.68	0.68	1	7	3	3884	NA	NA	0	1	7	3	3884	0.68	0.0	14.3	0.0	28.6	0.0	57.1	0	dsDNAphage	linear	k141_167742||full	0.68	dsDNAphage
k141_167469	1	4	3	1593	1.0	1.0	1	4	3	1593	NA	NA	0	1	4	3	1593	1.0	0.0	0.0	0.0	75.0	0.0	25.0	2	dsDNAphage	linear	k141_167469||full	1.0	dsDNAphage
k141_167311	1	3	2	1674	0.793	0.793	1	3	2	1674	NA	NA	0	1	3	2	1674	0.793	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_167311||full	0.793	ssDNA
k141_167038	1	3	3	1102	0.507	0.507	1	3	3	1102	NA	NA	0	1	3	3	1102	0.507	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_167038||full	0.507	dsDNAphage
k141_166986	1	3	2	1729	0.88	0.88	1	3	2	1729	NA	NA	0	1	3	2	1729	0.88	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_166986||full	0.88	ssDNA
k141_16683	1	3	47	1678	0.927	0.927	1	3	47	1678	NA	NA	0	1	3	47	1678	0.927	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_16683||full	0.927	ssDNA
k141_166828	1	3	46	1557	0.96	0.96	1	3	46	1557	NA	NA	0	1	3	46	1557	0.96	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_166828||full	0.96	ssDNA
k141_16662	1	2	159	1142	0.92	0.92	1	2	159	1142	NA	NA	0	1	2	159	1142	0.92	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_16662||full	0.92	ssDNA
k141_166537	1	3	3	1251	1.0	1.0	1	3	3	1251	NA	NA	0	1	3	3	1251	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	k141_166537||full	1.0	ssDNA
k141_166293	1	3	1	1235	0.98	0.98	1	3	1	1235	NA	NA	0	1	3	1	1235	0.98	0.0	0.0	0.0	33.3	0.0	66.7	1	dsDNAphage	linear	k141_166293||full	0.98	dsDNAphage
k141_166247	1	2	22	1856	0.687	0.687	1	2	22	1856	NA	NA	0	1	2	22	1856	0.687	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_166247||full	0.687	dsDNAphage
k141_165937	1	6	68	4180	0.56	0.56	1	6	68	4180	NA	NA	0	1	6	68	4180	0.56	0.0	16.7	0.0	33.3	0.0	50.0	0	dsDNAphage	linear	k141_165937||full	0.56	dsDNAphage
k141_16579	1	2	54	1751	0.9	0.9	1	2	54	1751	NA	NA	0	1	2	54	1751	0.9	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_16579||full	0.9	ssDNA
k141_165752	1	3	3	1846	0.98	0.98	1	3	3	1846	NA	NA	0	1	3	3	1846	0.98	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_165752||full	0.98	ssDNA
k141_165733	1	3	69	1644	0.7	0.7	1	3	69	1644	NA	NA	0	1	3	69	1644	0.7	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	k141_165733||full	0.7	dsDNAphage
k141_165582	1	3	3	1154	0.633	0.633	1	3	3	1154	NA	NA	0	1	3	3	1154	0.633	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	k141_165582||full	0.633	dsDNAphage
k141_165556	1	3	2	1777	0.987	0.987	1	3	2	1777	NA	NA	0	1	3	2	1777	0.987	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_165556||full	0.987	ssDNA
k141_165433	1	2	2	1213	0.913	0.913	1	2	2	1213	NA	NA	0	1	2	2	1213	0.913	0.0	0.0	0.0	50.0	0.0	50.0	1	dsDNAphage	linear	k141_165433||full	0.913	dsDNAphage
k141_165084	1	3	1	1179	0.887	0.887	1	3	1	1179	NA	NA	0	1	3	1	1179	0.887	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_165084||full	0.887	dsDNAphage
k141_16464	1	3	3	1853	0.6	0.6	1	3	3	1853	NA	NA	0	1	3	3	1853	0.6	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	k141_16464||full	0.6	dsDNAphage
k141_164620	1	2	125	1242	1.0	1.0	1	2	125	1242	NA	NA	0	1	2	125	1242	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_164620||full	1.0	ssDNA
k141_164594	1	5	2	2517	0.96	0.96	1	5	2	2517	NA	NA	0	1	5	2	2517	0.96	0.0	0.0	0.0	80.0	0.0	20.0	0	ssDNA	linear	k141_164594||full	0.96	ssDNA
k141_16458	1	3	3	1400	0.913	0.913	1	3	3	1400	NA	NA	0	1	3	3	1400	0.913	0.0	0.0	0.0	66.7	33.3	0.0	1	dsDNAphage	linear	k141_16458||full	0.913	dsDNAphage
k141_164571	1	3	3	1201	0.987	0.987	1	3	3	1201	NA	NA	0	1	3	3	1201	0.987	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_164571||full	0.987	ssDNA
k141_164389	1	2	514	1315	0.847	0.847	1	2	514	1315	NA	NA	0	1	2	514	1315	0.847	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_164389||full	0.847	ssDNA
k141_164388	1	2	2	1517	0.72	0.72	1	2	2	1517	NA	NA	0	1	2	2	1517	0.72	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_164388||full	0.72	ssDNA
k141_164343	1	2	3	1098	0.94	0.94	1	2	3	1098	NA	NA	0	1	2	3	1098	0.94	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_164343||full	0.94	ssDNA
k141_164272	1	3	1	2489	0.887	0.887	1	3	1	2489	NA	NA	0	1	3	1	2489	0.887	0.0	0.0	0.0	33.3	33.3	33.3	1	dsDNAphage	linear	k141_164272||full	0.887	dsDNAphage
k141_164230	1	4	2	1221	0.5	0.5	1	4	2	1221	NA	NA	0	1	4	2	1221	0.5	0.0	25.0	0.0	75.0	0.0	0.0	0	dsDNAphage	linear	k141_164230||full	0.5	dsDNAphage
k141_164043	1	4	3	1971	0.947	0.947	1	4	3	1971	NA	NA	0	1	4	3	1971	0.947	0.0	25.0	0.0	50.0	25.0	0.0	2	dsDNAphage	linear	k141_164043||full	0.947	dsDNAphage
k141_164003	1	3	1	1424	0.96	0.96	1	3	1	1424	NA	NA	0	1	3	1	1424	0.96	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_164003||full	0.96	ssDNA
k141_16385	1	5	2	1459	0.607	0.607	1	5	2	1459	NA	NA	0	1	5	2	1459	0.607	0.0	0.0	0.0	20.0	0.0	80.0	0	ssDNA	linear	k141_16385||full	0.607	ssDNA
k141_163796	1	2	81	1567	0.587	0.587	1	2	81	1567	NA	NA	0	1	2	81	1567	0.587	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	k141_163796||full	0.587	dsDNAphage
k141_163782	1	5	317	2699	0.92	0.92	1	5	317	2699	NA	NA	0	1	5	317	2699	0.92	0.0	0.0	0.0	40.0	0.0	60.0	0	dsDNAphage	linear	k141_163782||full	0.92	dsDNAphage
k141_163516	1	3	2	1460	0.94	0.94	1	3	2	1460	NA	NA	0	1	3	2	1460	0.94	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	k141_163516||full	0.94	dsDNAphage
k141_163482	1	3	3	970	0.967	0.967	1	3	3	970	NA	NA	0	1	3	3	970	0.967	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	k141_163482||full	0.967	ssDNA
k141_163447	1	3	3	1639	0.547	0.547	1	3	3	1639	NA	NA	0	1	3	3	1639	0.547	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	k141_163447||full	0.547	dsDNAphage
k141_163388	1	2	3	1624	0.973	0.973	1	2	3	1624	NA	NA	0	1	2	3	1624	0.973	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_163388||full	0.973	ssDNA
k141_163285	1	3	3	1246	0.993	0.993	1	3	3	1246	NA	NA	0	1	3	3	1246	0.993	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_163285||full	0.993	ssDNA
k141_163144	1	4	1	1964	0.573	0.573	1	4	1	1964	NA	NA	0	1	4	1	1964	0.573	0.0	0.0	0.0	25.0	25.0	50.0	0	dsDNAphage	linear	k141_163144||full	0.573	dsDNAphage
k141_163109	1	2	15	986	0.953	0.953	1	2	15	986	NA	NA	0	1	2	15	986	0.953	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_163109||full	0.953	ssDNA
k141_163047	1	7	1	3285	0.907	0.907	1	7	1	3285	NA	NA	0	1	7	1	3285	0.907	0.0	28.6	0.0	42.9	0.0	28.6	2	dsDNAphage	linear	k141_163047||full	0.907	dsDNAphage
k141_163004	1	6	1	3383	0.56	0.56	1	6	1	3383	NA	NA	0	1	6	1	3383	0.56	0.0	33.3	0.0	50.0	0.0	16.7	0	dsDNAphage	linear	k141_163004||full	0.56	dsDNAphage
k141_162863	1	5	3	3332	0.593	0.593	1	5	3	3332	NA	NA	0	1	5	3	3332	0.593	0.0	0.0	0.0	40.0	40.0	20.0	0	dsDNAphage	linear	k141_162863||full	0.593	dsDNAphage
k141_16283	1	3	109	1467	0.993	0.993	1	3	109	1467	NA	NA	0	1	3	109	1467	0.993	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	k141_16283||full	0.993	ssDNA
k141_162664	1	2	233	1047	0.907	0.907	1	2	233	1047	NA	NA	0	1	2	233	1047	0.907	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_162664||full	0.907	ssDNA
k141_162461	1	8	268	4805	1.0	1.0	1	8	268	4805	NA	NA	0	1	8	268	4805	1.0	0.0	0.0	0.0	87.5	12.5	0.0	1	dsDNAphage	linear	k141_162461||full	1.0	dsDNAphage
k141_162439	1	6	109	3108	1.0	1.0	1	6	109	3108	NA	NA	0	1	6	109	3108	1.0	0.0	0.0	0.0	50.0	0.0	50.0	2	dsDNAphage	linear	k141_162439||full	1.0	dsDNAphage
k141_162332	1	2	55	1050	0.98	0.98	1	2	55	1050	NA	NA	0	1	2	55	1050	0.98	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	k141_162332||full	0.98	ssDNA
