tax_id,rank,name,spades_reads,spades_percent,megahit_reads,megahit_percent,total_reads
2560107,G,Britbratvirus,1.0,0.0,1.0,0.0,2.0
2560121,G,Delepquintavirus,1.0,0.0,1.0,0.0,2.0
2560129,G,Eyrevirus,2.0,0.0,0.0,0.0,2.0
2560134,G,Galaxyvirus,1.0,0.0,1.0,0.0,2.0
2560141,G,Gofduovirus,2.0,0.0,0.0,0.0,2.0
2560152,G,Ionavirus,2.0,0.0,0.0,0.0,2.0
2530023,S1,Pseudomonas phage Psa21,1.0,0.0,1.0,0.0,2.0
2948731,G,Gruunavirus,1.0,0.0,1.0,0.0,2.0
2948732,G,Gualtarvirus,2.0,0.0,0.0,0.0,2.0
2948755,G,Harrisonburgvirus,1.0,0.0,1.0,0.0,2.0
2948770,G,Jiangsuvirus,1.0,0.0,1.0,0.0,2.0
2948781,G,Keshuvirus,1.0,0.0,1.0,0.0,2.0
2681607,S1,Alphaproteobacteria phage PhiJL001,1.0,0.0,1.0,0.0,2.0
2681630,S1,Escherichia phage 186,1.0,0.0,1.0,0.0,2.0
2560192,G,Nyceiraevirus,1.0,0.0,1.0,0.0,2.0
2560210,G,Priunavirus,1.0,0.0,1.0,0.0,2.0
2498616,S1,Escherichia phage Ro45lw,1.0,0.0,1.0,0.0,2.0
2500827,S1,Acinetobacter phage AbTZA1,1.0,0.0,1.0,0.0,2.0
2509728,S1,Rhizobium phage RHph_I1_6,2.0,0.0,0.0,0.0,2.0
2960510,G1,unclassified Julieunavirus,2.0,0.0,0.0,0.0,2.0
2960591,G1,unclassified Kratiovirus,1.0,0.0,1.0,0.0,2.0
2999013,S1,Streptomyces phage Success,1.0,0.0,1.0,0.0,2.0
2732090,K,Loebvirae,2.0,0.0,0.0,0.0,2.0
2732094,O,Tubulavirales,2.0,0.0,0.0,0.0,2.0
2732406,P,Kitrinoviricota,2.0,0.0,0.0,0.0,2.0
2530116,S1,Gordonia phage BrutonGaster,2.0,0.0,0.0,0.0,2.0
2530172,S1,Pseudomonas phage Lana,1.0,0.0,1.0,0.0,2.0
2557554,S1,Serratia phage Parlo,1.0,0.0,1.0,0.0,2.0
2956470,S,Stormageddonvirus Stormageddon,2.0,0.0,0.0,0.0,2.0
2956501,S,Tequatrovirus mlf4,1.0,0.0,1.0,0.0,2.0
2956533,S,Timquatrovirus zoeJ,1.0,0.0,1.0,0.0,2.0
2956637,S,Veracruzvirus MA5,1.0,0.0,1.0,0.0,2.0
2301604,S1,Microbacterium phage OneinaGillian,1.0,0.0,1.0,0.0,2.0
2315619,S1,Streptomyces phage Kromp,2.0,0.0,0.0,0.0,2.0
2315704,S2,Microbacterium phage Efeko,1.0,0.0,1.0,0.0,2.0
2201444,S1,Microbacterium phage Zeta1847,1.0,0.0,1.0,0.0,2.0
2267653,S1,Erwinia phage Wellington,1.0,0.0,1.0,0.0,2.0
2732411,C,Faserviricetes,2.0,0.0,0.0,0.0,2.0
2732505,C,Duplopiviricetes,1.0,0.0,1.0,0.0,2.0
2732549,O,Durnavirales,1.0,0.0,1.0,0.0,2.0
2732017,G,Epseptimavirus,1.0,0.0,1.0,0.0,2.0
2419948,S1,Arthrobacter phage Auxilium,1.0,0.0,1.0,0.0,2.0
2419965,S1,Arthrobacter phage Peas,2.0,0.0,0.0,0.0,2.0
2448909,S1,Escherichia phage MLF4,1.0,0.0,1.0,0.0,2.0
2484206,S1,Microbacterium phage Goodman,1.0,0.0,1.0,0.0,2.0
3044456,F,Allomimiviridae,1.0,0.0,1.0,0.0,2.0
3044638,F1,Aliimimivirinae,1.0,0.0,1.0,0.0,2.0
3044641,C1,Beaumontvirinae,1.0,0.0,1.0,0.0,2.0
2169967,S1,Escherichia virus DE3,2.0,0.0,0.0,0.0,2.0
2182360,S1,Gordonia phage Jace,2.0,0.0,0.0,0.0,2.0
2182395,S1,Gordonia phage Easley,1.0,0.0,1.0,0.0,2.0
3044698,G,Cyvirus,2.0,0.0,0.0,0.0,2.0
3044725,G,Grutrevirus,2.0,0.0,0.0,0.0,2.0
3044733,G,Howevirus,2.0,0.0,0.0,0.0,2.0
2732982,G,Kisquattuordecimvirus,1.0,0.0,1.0,0.0,2.0
2948691,G,Efekovirus,1.0,0.0,1.0,0.0,2.0
2732410,P,Hofneiviricota,2.0,0.0,0.0,0.0,2.0
2283029,S1,Dickeya phage vB_DsoM_AD1,1.0,0.0,1.0,0.0,2.0
2283265,S2,Streptomyces phage StarPlatinum,1.0,0.0,1.0,0.0,2.0
3044649,C1,Sejongvirinae,1.0,0.0,1.0,0.0,2.0
3044668,G,Baileybluvirus,1.0,0.0,1.0,0.0,2.0
3044670,G,Basiliskvirus,1.0,0.0,1.0,0.0,2.0
3044673,G,Beenievirus,1.0,0.0,1.0,0.0,2.0
3044642,C1,Deeyouvirinae,2.0,0.0,0.0,0.0,2.0
2115967,S1,Burkholderia phage vB_BmuP_KL4,2.0,0.0,0.0,0.0,2.0
2126984,S1,Tupanvirus deep ocean,1.0,0.0,1.0,0.0,2.0
2163633,S2,Erwinia phage Cronus,1.0,0.0,1.0,0.0,2.0
3044753,G,Magiavirus,2.0,0.0,0.0,0.0,2.0
3044773,G,Nevillevirus,2.0,0.0,0.0,0.0,2.0
3044778,G,Oceanusvirus,1.0,0.0,1.0,0.0,2.0
2733092,G,Atlauavirus,1.0,0.0,1.0,0.0,2.0
2733097,G,Brigitvirus,2.0,0.0,0.0,0.0,2.0
2733102,G,Derbicusvirus,1.0,0.0,1.0,0.0,2.0
2733111,G,Llyrvirus,1.0,0.0,1.0,0.0,2.0
2733119,G,Nerrivikvirus,1.0,0.0,1.0,0.0,2.0
2732613,C1,Langleyhallvirinae,1.0,0.0,1.0,0.0,2.0
2732686,G,Kayfunavirus,1.0,0.0,1.0,0.0,2.0
2169600,C1,Nclasvirinae,1.0,0.0,1.0,0.0,2.0
2169636,G,Nymphadoravirus,2.0,0.0,0.0,0.0,2.0
2169927,S,Cuauhtlivirus mEpX1,1.0,0.0,1.0,0.0,2.0
3047716,S,Rheavirus sinusmexicani,1.0,0.0,1.0,0.0,2.0
3048334,S,Betabaculovirus spofrugiperdae,1.0,0.0,1.0,0.0,2.0
2733145,G,Kelquatrovirus,2.0,0.0,0.0,0.0,2.0
2733156,G,Getalongvirus,1.0,0.0,1.0,0.0,2.0
2733083,G,Tigrvirus,2.0,0.0,0.0,0.0,2.0
2733088,G,Alexandravirus,1.0,0.0,1.0,0.0,2.0
3044800,G,Rheavirus,1.0,0.0,1.0,0.0,2.0
3044803,G,Richievirus,1.0,0.0,1.0,0.0,2.0
3044824,G,Shenzhenivirus,2.0,0.0,0.0,0.0,2.0
2053702,S1,Raoultella phage Ro1,1.0,0.0,1.0,0.0,2.0
2060617,S1,Tetraselmis virus 1,1.0,0.0,1.0,0.0,2.0
2070028,S1,Klebsiella phage vB_Kpn_F48,1.0,0.0,1.0,0.0,2.0
2070181,S1,Faecalibacterium phage FP_Brigit,2.0,0.0,0.0,0.0,2.0
2044561,S1,Stenotrophomonas phage vB_SmaS_DLP_5,1.0,0.0,1.0,0.0,2.0
2047830,S1,Gordonia phage BENtherdunthat,1.0,0.0,1.0,0.0,2.0
2108121,S1,Mycobacterium phage Adonis,2.0,0.0,0.0,0.0,2.0
3050271,S,Cyvirus cyprinidallo3,2.0,0.0,0.0,0.0,2.0
3050348,S,Simplexvirus saimiriinealpha1,1.0,0.0,1.0,0.0,2.0
2733181,G,Jacevirus,2.0,0.0,0.0,0.0,2.0
2733185,G,Lanavirus,1.0,0.0,1.0,0.0,2.0
2733203,G,Raleighvirus,1.0,0.0,1.0,0.0,2.0
2946789,G,Alisovirus,1.0,0.0,1.0,0.0,2.0
2946794,G,Amginevirus,1.0,0.0,1.0,0.0,2.0
2946805,G,Antsirabevirus,1.0,0.0,1.0,0.0,2.0
2946806,G,Aptresvirus,1.0,0.0,1.0,0.0,2.0
2946813,G,Avocadovirus,2.0,0.0,0.0,0.0,2.0
2946823,G,Betafusarivirus,1.0,0.0,1.0,0.0,2.0
2053672,S1,Streptomyces phage Alsaber,1.0,0.0,1.0,0.0,2.0
3044826,G,Siaravirus,1.0,0.0,1.0,0.0,2.0
3044830,G,Silentrexvirus,2.0,0.0,0.0,0.0,2.0
3044840,G,Tepukevirus,1.0,0.0,1.0,0.0,2.0
3044854,G,Wakandavirus,1.0,0.0,1.0,0.0,2.0
1993862,S,Fromanvirus U2,1.0,0.0,1.0,0.0,2.0
1993867,S,Fromanvirus trixie,1.0,0.0,1.0,0.0,2.0
3052732,S,Respirovirus ratufae,1.0,0.0,1.0,0.0,2.0
3059755,S,Baileybluvirus baileyblu,1.0,0.0,1.0,0.0,2.0
3059766,S,Beenievirus easley,1.0,0.0,1.0,0.0,2.0
2946646,C1,Stephanstirmvirinae,2.0,0.0,0.0,0.0,2.0
2733222,G,Zetavirus,1.0,0.0,1.0,0.0,2.0
2733589,S,Ampunavirus BpAMP1,2.0,0.0,0.0,0.0,2.0
2733643,S,Kayfunavirus Ro45lw,1.0,0.0,1.0,0.0,2.0
2734065,S,Kisquattuordecimvirus KS14,1.0,0.0,1.0,0.0,2.0
2733177,G,Gillianvirus,1.0,0.0,1.0,0.0,2.0
2733179,G,Goodmanvirus,1.0,0.0,1.0,0.0,2.0
2015807,S1,Escherichia phage ECP1,1.0,0.0,1.0,0.0,2.0
2015879,S1,Mycobacterium phage DarthP,1.0,0.0,1.0,0.0,2.0
2024295,S1,Mycobacterium phage Kimona,2.0,0.0,0.0,0.0,2.0
3050259,S,Varicellovirus cervidalpha1,1.0,0.0,1.0,0.0,2.0
3060431,S,Nymphadoravirus thankyoujordi,2.0,0.0,0.0,0.0,2.0
3060432,S,Oceanusvirus kaneohense,1.0,0.0,1.0,0.0,2.0
1982086,G,Laroyevirus,2.0,0.0,0.0,0.0,2.0
2734125,S,Nerrivikvirus srim2,1.0,0.0,1.0,0.0,2.0
2734160,S,Kelquatrovirus KL4,2.0,0.0,0.0,0.0,2.0
2946642,F1,Pelczarvirinae,1.0,0.0,1.0,0.0,2.0
2946644,F1,Rabinowitzvirinae,2.0,0.0,0.0,0.0,2.0
3059912,S,Cyamitesvirus I16,2.0,0.0,0.0,0.0,2.0
3059976,S,Eganvirus BIS20,2.0,0.0,0.0,0.0,2.0
1983556,S1,Pseudomonas phage PspYZU05,1.0,0.0,1.0,0.0,2.0
1983751,S,Reyvirus rey,1.0,0.0,1.0,0.0,2.0
1984776,G,Agricanvirus,1.0,0.0,1.0,0.0,2.0
1982560,S,Oneupvirus oneup,1.0,0.0,1.0,0.0,2.0
1985328,G,Slopekvirus,1.0,0.0,1.0,0.0,2.0
1985733,G,Pradovirus,1.0,0.0,1.0,0.0,2.0
1985735,S,Pradovirus f30,1.0,0.0,1.0,0.0,2.0
3060635,S,Pokkenvirus piffle,1.0,0.0,1.0,0.0,2.0
3060667,S,Richievirus auxilium,1.0,0.0,1.0,0.0,2.0
3060701,S,Shenzhenivirus sszbm1,2.0,0.0,0.0,0.0,2.0
3060703,S,Siaravirus siara,1.0,0.0,1.0,0.0,2.0
2734236,S,Gillianvirus oneinagillian,1.0,0.0,1.0,0.0,2.0
2734238,S,Goodmanvirus goodman,1.0,0.0,1.0,0.0,2.0
2734240,S,Jacevirus jace,2.0,0.0,0.0,0.0,2.0
2734243,S,Lanavirus lana,1.0,0.0,1.0,0.0,2.0
2734080,S,Alexandravirus AD1,1.0,0.0,1.0,0.0,2.0
2734085,S,Atlauavirus tusconc8,1.0,0.0,1.0,0.0,2.0
2734096,S,Brigitvirus brigit,2.0,0.0,0.0,0.0,2.0
2734104,S,Derbicusvirus derbicus,1.0,0.0,1.0,0.0,2.0
2734116,S,Llyrvirus SSKS1,1.0,0.0,1.0,0.0,2.0
3060177,S,Magiavirus magia,2.0,0.0,0.0,0.0,2.0
3060301,S,Megavirus chilense,2.0,0.0,0.0,0.0,2.0
3060302,S,Megavirus powaiense,2.0,0.0,0.0,0.0,2.0
1920860,G,Webervirus,1.0,0.0,1.0,0.0,2.0
1934252,S,Lederbergvirus BTP1,2.0,0.0,0.0,0.0,2.0
3152209,F1,Feraresvirinae,1.0,0.0,1.0,0.0,2.0
2734263,S,Oneupvirus brutongaster,2.0,0.0,0.0,0.0,2.0
2734267,S,Raleighvirus raleigh,1.0,0.0,1.0,0.0,2.0
2734292,S,Zetavirus zeta1847,1.0,0.0,1.0,0.0,2.0
2734387,S1,Cytorhabdovirus betawuhaninsectum,1.0,0.0,1.0,0.0,2.0
2734199,S,Getalongvirus bentherdunthat,1.0,0.0,1.0,0.0,2.0
2734226,S,Bridgettevirus peas,2.0,0.0,0.0,0.0,2.0
3060710,S,Silentrexvirus silentrx,2.0,0.0,0.0,0.0,2.0
3060728,S,Tepukevirus Psa21,1.0,0.0,1.0,0.0,2.0
1962671,S1,Serratia phage BF,2.0,0.0,0.0,0.0,2.0
1980936,G,Marthavirus,1.0,0.0,1.0,0.0,2.0
1980949,S1,Marthavirus jawnski,1.0,0.0,1.0,0.0,2.0
3060757,S,Tupanvirus altamarinense,1.0,0.0,1.0,0.0,2.0
307454,S1,Spodoptera frugiperda granulovirus,1.0,0.0,1.0,0.0,2.0
1883365,S1,Synechococcus phage S-CAM22,1.0,0.0,1.0,0.0,2.0
2942980,G,Kehishuvirus,1.0,0.0,1.0,0.0,2.0
2749430,S1,Pseudomonas phage Persinger,1.0,0.0,1.0,0.0,2.0
2750851,S1,Escherichia phage vB_EcoM_Ozark,1.0,0.0,1.0,0.0,2.0
2759720,S1,Ralstonia phage Cimandef,2.0,0.0,0.0,0.0,2.0
2943007,G,Gediminasvirus,2.0,0.0,0.0,0.0,2.0
2946165,F,Orlajensenviridae,1.0,0.0,1.0,0.0,2.0
3152221,C1,Munstervirinae,1.0,0.0,1.0,0.0,2.0
1913653,G,Gelderlandvirus,1.0,0.0,1.0,0.0,2.0
1914899,S,Certrevirus CR9,1.0,0.0,1.0,0.0,2.0
1918522,G,Lightbulbvirus,2.0,0.0,0.0,0.0,2.0
1920312,S1,Streptomyces phage Raleigh,1.0,0.0,1.0,0.0,2.0
1920762,G,Litunavirus,1.0,0.0,1.0,0.0,2.0
3152629,G,Santhisvirus,0.0,0.0,2.0,0.0,2.0
3080826,F2,unclassified Aliimimivirinae,1.0,0.0,1.0,0.0,2.0
308911,G,Ravinvirus,1.0,0.0,1.0,0.0,2.0
319522,S1,Gordonia phage GTE5,1.0,0.0,1.0,0.0,2.0
1838064,S1,Gordonia phage BritBrat,1.0,0.0,1.0,0.0,2.0
29252,S,Eganvirus ev186,1.0,0.0,1.0,0.0,2.0
2926475,S1,Synechococcus phage S-SZBM1,2.0,0.0,0.0,0.0,2.0
2767577,S1,Burkholderia phage Magia,2.0,0.0,0.0,0.0,2.0
2767578,S1,Burkholderia phage Mana,1.0,0.0,1.0,0.0,2.0
2767579,S1,Burkholderia phage Mica,1.0,0.0,1.0,0.0,2.0
2772072,S1,uncultured phage cr112_1,1.0,0.0,1.0,0.0,2.0
2772516,S1,Ruminococcus phage phiRM10,1.0,0.0,1.0,0.0,2.0
2942676,O,Kirjokansivirales,2.0,0.0,0.0,0.0,2.0
1912318,S1,Klebsiella phage vB_Kpn_IME260,1.0,0.0,1.0,0.0,2.0
1913572,S1,Klebsiella phage KPV15,1.0,0.0,1.0,0.0,2.0
1913652,G,Mosigvirus,2.0,0.0,0.0,0.0,2.0
186765,G,Lambdavirus,2.0,0.0,0.0,0.0,2.0
186938,G,Respirovirus,1.0,0.0,1.0,0.0,2.0
1880590,S1,Tenacibaculum phage pT24,1.0,0.0,1.0,0.0,2.0
179237,S,Sinorhizobium phage PBC5,1.0,0.0,1.0,0.0,2.0
180230,S1,Cyprinid herpesvirus 3,2.0,0.0,0.0,0.0,2.0
181084,G,Prasinovirus,1.0,0.0,1.0,0.0,2.0
2790336,S1,Synechococcus phage ACG-2014f_Syn7803C8,1.0,0.0,1.0,0.0,2.0
279383,S,Keylargovirus JL001,1.0,0.0,1.0,0.0,2.0
2796514,S1,Achromobacter phage vB_AchrS_AchV4,2.0,0.0,0.0,0.0,2.0
280702,S,Mycoplasma phage phiMFV1,1.0,0.0,1.0,0.0,2.0
2909581,S1,Stenotrophomonas phage vB_SmaS-AXL_1,2.0,0.0,0.0,0.0,2.0
2910754,S1,Arthrobacter phage BaileyBlu,1.0,0.0,1.0,0.0,2.0
1887646,S1,Gordonia phage Eyre,2.0,0.0,0.0,0.0,2.0
1887651,S1,Gordonia phage Nyceirae,1.0,0.0,1.0,0.0,2.0
3152967,G,Hafyongvirus,1.0,0.0,1.0,0.0,2.0
3152992,G,Successvirus,1.0,0.0,1.0,0.0,2.0
3152997,G,Krompvirus,2.0,0.0,0.0,0.0,2.0
3153001,G,Aceathervirus,1.0,0.0,1.0,0.0,2.0
3153078,G,Shangdongvirus,1.0,0.0,1.0,0.0,2.0
3424659,F,Lindbergviridae,1.0,0.0,1.0,0.0,2.0
2836091,S1,Arthrobacter phage SilentRX,2.0,0.0,0.0,0.0,2.0
2842408,F1,Betarhabdovirinae,1.0,0.0,1.0,0.0,2.0
2886899,S1,Burkholderia phage BcepMigl,2.0,0.0,0.0,0.0,2.0
2894587,S1,Stenotrophomonas phage vB_SM_ytsc_ply2008005c,1.0,0.0,1.0,0.0,2.0
1772327,S2,Arthrobacter phage Jawnski,1.0,0.0,1.0,0.0,2.0
1647475,S1,Gordonia phage GTE8,1.0,0.0,1.0,0.0,2.0
1661063,F,Fusariviridae,1.0,0.0,1.0,0.0,2.0
1690684,S1,Mycobacterium phage Phlei,1.0,0.0,1.0,0.0,2.0
1815955,S,Lactococcus phage PLgT-1,1.0,0.0,1.0,0.0,2.0
326574,S1,Haloarcula hispanica SH1 virus,1.0,0.0,1.0,0.0,2.0
335797,S,Burkholderia phage KS9,2.0,0.0,0.0,0.0,2.0
1838074,S1,Gordonia phage OneUp,1.0,0.0,1.0,0.0,2.0
1842663,S1,Powai lake megavirus,2.0,0.0,0.0,0.0,2.0
1852628,S1,Morganella phage vB_MmoM_MP1,2.0,0.0,0.0,0.0,2.0
1784981,S1,Xanthomonas phage f30-Xaj,1.0,0.0,1.0,0.0,2.0
3424850,F1,Gujervirinae,1.0,0.0,1.0,0.0,2.0
3424890,G,Alphacytorhabdovirus,1.0,0.0,1.0,0.0,2.0
3424972,G,Risoevirus,1.0,0.0,1.0,0.0,2.0
3425003,G,Jawnskivirus,1.0,0.0,1.0,0.0,2.0
3425976,S,Aceathervirus RM10,1.0,0.0,1.0,0.0,2.0
3426122,S,Alphacytorhabdovirus betawuhaninsectum,1.0,0.0,1.0,0.0,2.0
2842619,G,Cuauhtlivirus,1.0,0.0,1.0,0.0,2.0
2859656,S1,Stenotrophomonas phage Piffle,1.0,0.0,1.0,0.0,2.0
2859658,S1,Stenotrophomonas phage Siara,1.0,0.0,1.0,0.0,2.0
2861008,S1,Salmonella phage BIS20,2.0,0.0,0.0,0.0,2.0
2873352,S,Klebsiella phage BUCT541,1.0,0.0,1.0,0.0,2.0
1623280,G,Charlievirus,1.0,0.0,1.0,0.0,2.0
1623285,G,Corndogvirus,2.0,0.0,0.0,0.0,2.0
1623306,G,Timquatrovirus,1.0,0.0,1.0,0.0,2.0
1555202,S1,Escherichia phage 121Q,1.0,0.0,1.0,0.0,2.0
3424635,F,Autoscriptoviridae,1.0,0.0,1.0,0.0,2.0
3426517,S,Aviadenovirus anatis,1.0,0.0,1.0,0.0,2.0
1486427,S1,Mycobacterium phage ZoeJ,1.0,0.0,1.0,0.0,2.0
1486473,S,Mycobacterium phage OkiRoe,1.0,0.0,1.0,0.0,2.0
1503929,S,Aurantimonas phage AmM-1,1.0,0.0,1.0,0.0,2.0
1513235,S1,Cafeteria roenbergensis virus,1.0,0.0,1.0,0.0,2.0
1520006,S2,Duck adenovirus 2,1.0,0.0,1.0,0.0,2.0
1534553,S1,Duck aviadenovirus B,1.0,0.0,1.0,0.0,2.0
1537091,S1,Edwardsiella phage GF-2,2.0,0.0,0.0,0.0,2.0
3427564,S,Bosavirus Axl1,2.0,0.0,0.0,0.0,2.0
2847092,S1,giant squirrel virus,1.0,0.0,1.0,0.0,2.0
2842888,G,Mydovirus,1.0,0.0,1.0,0.0,2.0
2842908,G,Nochtlivirus,1.0,0.0,1.0,0.0,2.0
2842417,F1,Migulavirinae,1.0,0.0,1.0,0.0,2.0
1604876,S1,Escherichia phage N15,1.0,0.0,1.0,0.0,2.0
1608110,S2,Wuhan Insect virus 5,1.0,0.0,1.0,0.0,2.0
1622116,S1,Pseudomonas phage ZC08,1.0,0.0,1.0,0.0,2.0
3430323,S,Lambdavirus DE3,2.0,0.0,0.0,0.0,2.0
3432166,S,Risoevirus cronus,1.0,0.0,1.0,0.0,2.0
2843159,G,Zedzedvirus,1.0,0.0,1.0,0.0,2.0
2843342,G,Agmunavirus,1.0,0.0,1.0,0.0,2.0
2843352,G,Avanivirus,1.0,0.0,1.0,0.0,2.0
2846404,S1,Streptomyces virus StarPlatinum,1.0,0.0,1.0,0.0,2.0
2846436,S,Kungbxnavirus pT24,1.0,0.0,1.0,0.0,2.0
2846681,S,Tequatrovirus zeen18,1.0,0.0,1.0,0.0,2.0
2847058,S1,Escherichia phage 2H10,2.0,0.0,0.0,0.0,2.0
3427928,S,Chlorovirus conductrix,1.0,0.0,1.0,0.0,2.0
3428447,S,Efekovirus efeko,1.0,0.0,1.0,0.0,2.0
1429794,S1,Pectobacterium bacteriophage PM2,2.0,0.0,0.0,0.0,2.0
1432428,S1,Burkholderia phage Bp-AMP1,2.0,0.0,0.0,0.0,2.0
1463812,S1,Mycobacterium phage Julie1,1.0,0.0,1.0,0.0,2.0
3429141,S,Hafyongvirus yong1,1.0,0.0,1.0,0.0,2.0
3430002,S,Jawnskivirus jawnski,1.0,0.0,1.0,0.0,2.0
3432254,S,Santhisvirus reyja,0.0,0.0,2.0,0.0,2.0
3432383,S,Shangdongvirus ply2008005c,1.0,0.0,1.0,0.0,2.0
3432624,S,Successvirus success,1.0,0.0,1.0,0.0,2.0
12333,R2,unclassified bacterial viruses,1.0,0.0,1.0,0.0,2.0
1269028,S1,Acanthamoeba polyphaga moumouvirus,2.0,0.0,0.0,0.0,2.0
381899,S1,Paramecium bursaria Chlorella virus A1,1.0,0.0,1.0,0.0,2.0
40631,S,Ravinvirus N15,1.0,0.0,1.0,0.0,2.0
2843406,G,Kungbxnavirus,1.0,0.0,1.0,0.0,2.0
2843429,G,Nesevirus,1.0,0.0,1.0,0.0,2.0
2843433,G,Parlovirus,1.0,0.0,1.0,0.0,2.0
2843434,G,Pemunavirus,1.0,0.0,1.0,0.0,2.0
2843126,G,Wanchaivirus,1.0,0.0,1.0,0.0,2.0
2843141,G,Wongtaivirus,1.0,0.0,1.0,0.0,2.0
2843147,G,Yautsimvirus,1.0,0.0,1.0,0.0,2.0
3430114,S,Karimacvirus starplatinum,1.0,0.0,1.0,0.0,2.0
3430283,S,Krompvirus kromp,2.0,0.0,0.0,0.0,2.0
1127516,S,Pectobacterium phage ZF40,1.0,0.0,1.0,0.0,2.0
1128137,S,Moumouvirus moumou,2.0,0.0,0.0,0.0,2.0
1141136,S1,Cronobacter phage vB_CsaM_GAP32,1.0,0.0,1.0,0.0,2.0
1147143,S1,Enterobacteria phage HK140,1.0,0.0,1.0,0.0,2.0
2843640,S,Zedzedvirus zz1,1.0,0.0,1.0,0.0,2.0
2843728,S,Klausavirus lymara,1.0,0.0,1.0,0.0,2.0
2843778,S,Pemunavirus PM1,1.0,0.0,1.0,0.0,2.0
2843882,S,Agmunavirus AGM1,1.0,0.0,1.0,0.0,2.0
2845968,S,Zicotriavirus ZC08,1.0,0.0,1.0,0.0,2.0
2846040,S,Cimandefvirus cimandef,2.0,0.0,0.0,0.0,2.0
2846052,S,Mydovirus Ro1,1.0,0.0,1.0,0.0,2.0
2846185,S,Parlovirus parlo,1.0,0.0,1.0,0.0,2.0
2843387,G,Glaedevirus,2.0,0.0,0.0,0.0,2.0
42683,S2,Paramecium bursaria Chlorella virus CVA-1,1.0,0.0,1.0,0.0,2.0
1198980,G,Pbunavirus,1.0,0.0,1.0,0.0,2.0
482822,S2,Escherichia phage DE3,2.0,0.0,0.0,0.0,2.0
754042,S1,Synechococcus phage S-SKS1,1.0,0.0,1.0,0.0,2.0
2844216,S,Tequatrovirus ozark,1.0,0.0,1.0,0.0,2.0
2845079,S,Marfavirus F48,1.0,0.0,1.0,0.0,2.0
2845089,S,Pylasvirus KpCHEMY26,1.0,0.0,1.0,0.0,2.0
2845092,S,Marfavirus marfa,1.0,0.0,1.0,0.0,2.0
66284,S,Shigella phage SfII,2.0,0.0,0.0,0.0,2.0
665032,S1,Delftia phage PhiW-14,2.0,0.0,0.0,0.0,2.0
1071503,S1,Mycobacterium phage Trixie,1.0,0.0,1.0,0.0,2.0
10860,F,Inoviridae,2.0,0.0,0.0,0.0,2.0
1094892,S1,Megavirus chiliensis,2.0,0.0,0.0,0.0,2.0
11158,F,Paramyxoviridae,1.0,0.0,1.0,0.0,2.0
10486,F,Iridoviridae,1.0,0.0,1.0,0.0,2.0
1049283,S1,Acinetobacter phage ZZ1,1.0,0.0,1.0,0.0,2.0
1147150,S1,Enterobacteria phage mEp235,1.0,0.0,1.0,0.0,2.0
1147153,S1,Escherichia phage mEpX1,1.0,0.0,1.0,0.0,2.0
548682,F,Alloherpesviridae,2.0,0.0,0.0,0.0,2.0
2560782,S,Delepquintavirus DLP5,1.0,0.0,1.0,0.0,2.0
2563525,S1,Pseudomonas phage vB_Pae_BR319a,2.0,0.0,0.0,0.0,2.0
2571250,S1,Gordonia phage Reyja,0.0,0.0,2.0,0.0,2.0
2571252,S1,Gordonia phage ThankyouJordi,2.0,0.0,0.0,0.0,2.0
2572317,S1,Mycobacterium phage Noelle,1.0,0.0,1.0,0.0,2.0
2575610,S1,Mycobacterium phage Antsirabe,1.0,0.0,1.0,0.0,2.0
2955567,S,Caelumvirus issmi,1.0,0.0,1.0,0.0,2.0
2955572,S,Camvirus alsaber,1.0,0.0,1.0,0.0,2.0
1034115,S1,Mycobacterium phage Rey,1.0,0.0,1.0,0.0,2.0
10353,S1,Saimiriine alphaherpesvirus 1,1.0,0.0,1.0,0.0,2.0
79891,S1,Cervid alphaherpesvirus 1,1.0,0.0,1.0,0.0,2.0
869662,S1,Synechococcus phage S-RIM2 R1_1999,1.0,0.0,1.0,0.0,2.0
880158,G1,unclassified Prasinovirus,1.0,0.0,1.0,0.0,2.0
910475,S1,Burkholderia phage KS14,1.0,0.0,1.0,0.0,2.0
10509,G,Mastadenovirus,2.0,0.0,0.0,0.0,2.0
693272,S2,Cafeteria roenbergensis virus BV-PW1,1.0,0.0,1.0,0.0,2.0
10258,S1,Orf virus,1.0,0.0,0.0,0.0,1.0
10298,S1,Human alphaherpesvirus 1,1.0,0.0,0.0,0.0,1.0
1089121,S,Mycobacterium phage Dori,1.0,0.0,0.0,0.0,1.0
1089115,S,Brujitavirus babsiella,1.0,0.0,0.0,0.0,1.0
10861,G,Inovirus,1.0,0.0,0.0,0.0,1.0
1076136,S,Fromanvirus perseus,1.0,0.0,0.0,0.0,1.0
1074309,S1,Mycobacterium phage BigNuz,1.0,0.0,0.0,0.0,1.0
675063,O,Tymovirales,1.0,0.0,0.0,0.0,1.0
56947,S1,Choristoneura fumiferana granulovirus,1.0,0.0,0.0,0.0,1.0
548688,G,Percavirus,1.0,0.0,0.0,0.0,1.0
1147152,S,Enterobacteria phage mEp460,0.0,0.0,1.0,0.0,1.0
1147145,S1,Escherichia phage HK446,1.0,0.0,0.0,0.0,1.0
1136535,S,Lessievirus DC1,1.0,0.0,0.0,0.0,1.0
1125653,S1,Salmonella phage SPN1S,1.0,0.0,0.0,0.0,1.0
