name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Risjevirus RSJ5	2733595	S	37327	0	37327	0.00024
Risjevirus RSJ2	2733594	S	1842	0	1842	0.00001
Ampunavirus RSPI1	2733590	S	3009	0	3009	0.00002
Ampunavirus BpAMP1	2733589	S	1011	0	1011	0.00001
Pokrovskaiavirus fHeYen301	2733374	S	588	142	730	0.00000
Pokrovskaiavirus pv8018	2733375	S	68	16	84	0.00000
Panjvirus Spp16	2733372	S	797	0	797	0.00001
Cronosvirus DevCD23823	2733370	S	370	11	381	0.00000
Cronosvirus GAP227	2733371	S	297	8	305	0.00000
Ahphunavirus CF7	2733369	S	152	127	279	0.00000
Ahphunavirus Ahp1	2733368	S	116	97	213	0.00000
Wanjuvirus PP2	2733377	S	128	104	232	0.00000
Wanjuvirus arno160	2733376	S	66	55	121	0.00000
Aghbyvirus ISAO8	2733367	S	307	0	307	0.00000
Pienvirus R801	2733373	S	181	0	181	0.00000
Pradovirus prado	1985736	S	1034	3	1037	0.00001
Pradovirus pagan	3431882	S	796	21	817	0.00001
Pradovirus XAJ24	2733951	S	365	0	365	0.00000
Pradovirus f30	1985735	S	76	168	244	0.00000
Pradovirus f20	1985734	S	68	155	223	0.00000
Pazvirus paz	3431412	S	773	0	773	0.00000
Kalppathivirus P26059B	2733926	S	3452	0	3452	0.00002
Higashivirus RSB1	2733591	S	1408	0	1408	0.00001
Higashivirus RsoP1IDN	2733592	S	677	0	677	0.00000
Anchaingvirus anchaing	2846038	S	1405	0	1405	0.00001
Pollyceevirus pollyC	2560679	S	1229	0	1229	0.00001
Percyvirus percy	2733946	S	1097	0	1097	0.00001
Aerosvirus av25AhydR2PP	2733364	S	509	0	509	0.00000
Aerosvirus AS7	2733365	S	216	23	239	0.00000
Aerosvirus ZPAH7	2733366	S	205	29	234	0.00000
Aqualcavirus P14	2560297	S	893	0	893	0.00001
Sukuvirus RSPII1	2733596	S	842	0	842	0.00001
Bifseptvirus andromeda	2560655	S	527	34	561	0.00000
Bifseptvirus Bf7	2560657	S	242	15	257	0.00000
Mguuvirus JG068	2733593	S	660	0	660	0.00000
Napahaivirus VSW3	2560686	S	482	0	482	0.00000
Lullwatervirus lullwater	2733932	S	448	0	448	0.00000
Scottvirus scott	2733954	S	392	0	392	0.00000
Ermolevavirus PhiKT	2733904	S	169	87	256	0.00000
Ermolevavirus PGT2	2733903	S	80	41	121	0.00000
Przondovirus KN41	2733673	S	9505	680	10185	0.00006
Przondovirus KN11	2733671	S	1275	60	1335	0.00001
Przondovirus NLZS2	3431981	S	300	38	338	0.00000
Przondovirus KpV767	2733681	S	296	15	311	0.00000
Przondovirus amrap	3431925	S	185	19	204	0.00000
Przondovirus SHKp152410	2733685	S	178	21	199	0.00000
Przondovirus K5	1985723	S	158	15	173	0.00000
Przondovirus K11	1985724	S	158	15	173	0.00000
Przondovirus KN31	2733672	S	149	9	158	0.00000
Przondovirus K52	2733669	S	148	14	162	0.00000
Przondovirus KP32i196	2733677	S	140	12	152	0.00000
Przondovirus KP32	1985726	S	138	17	155	0.00000
Przondovirus K30	1985722	S	128	3	131	0.00000
Przondovirus KP32i194	2733675	S	123	10	133	0.00000
Przondovirus henu1	2733665	S	113	9	122	0.00000
Przondovirus IL33	2733666	S	110	37	147	0.00000
Przondovirus K54	2733670	S	90	9	99	0.00000
Przondovirus KP32i192	2733674	S	80	9	89	0.00000
Przondovirus KP32i195	2733676	S	80	6	86	0.00000
Przondovirus KpV766	2733680	S	77	27	104	0.00000
Przondovirus pharr	2733682	S	76	16	92	0.00000
Przondovirus KpV289	1985727	S	71	21	92	0.00000
Przondovirus IME321	2733668	S	69	5	74	0.00000
Przondovirus KpV763	2733679	S	69	9	78	0.00000
Przondovirus pv066024	3431992	S	66	6	72	0.00000
Przondovirus kpssk3	2733678	S	65	4	69	0.00000
Przondovirus PRA33	2733683	S	59	12	71	0.00000
Przondovirus BIS33	2733664	S	59	18	77	0.00000
Przondovirus 2044307w	2733663	S	45	10	55	0.00000
Przondovirus IME205	2733667	S	45	3	48	0.00000
Teseptimavirus Vi06	2733882	S	1234	0	1234	0.00001
Teseptimavirus N30	2733879	S	868	562	1430	0.00001
Teseptimavirus IME390	2733870	S	836	39	875	0.00001
Teseptimavirus tv64795ec1	2733872	S	727	89	816	0.00001
Teseptimavirus 13a	2733871	S	390	26	416	0.00000
Teseptimavirus NCA	2733880	S	186	8	194	0.00000
Teseptimavirus HZP2	2733878	S	185	9	194	0.00000
Teseptimavirus EG1	2733876	S	92	2	94	0.00000
Teseptimavirus CICC80001	2733874	S	91	7	98	0.00000
Teseptimavirus HZ2R8	2733877	S	83	11	94	0.00000
Teseptimavirus T7	1985738	S	74	33	107	0.00000
Teseptimavirus tv3A8767	2733881	S	73	12	85	0.00000
Teseptimavirus A1122	3432770	S	60	2051	2111	0.00001
Teseptimavirus C5	2733873	S	25	16	41	0.00000
Teseptimavirus YpsPG	2733885	S	9	264	273	0.00000
Kayfunavirus CR44b	2733630	S	340	103	443	0.00000
Kayfunavirus EcoDS1	2733636	S	279	140	419	0.00000
Kayfunavirus SH3	2733631	S	275	149	424	0.00000
Kayfunavirus EcpYZU01	2733635	S	231	0	231	0.00000
Kayfunavirus SFPH2	2733647	S	204	119	323	0.00000
Kayfunavirus ST31	2733644	S	198	166	364	0.00000
Kayfunavirus GA2A	2733638	S	156	43	199	0.00000
Kayfunavirus SH4	2733632	S	114	107	221	0.00000
Kayfunavirus Ro45lw	2733643	S	113	29	142	0.00000
Kayfunavirus IMM002	2733639	S	104	4	108	0.00000
Kayfunavirus GW1	2733634	S	100	30	130	0.00000
Kayfunavirus PE31	2733642	S	92	51	143	0.00000
Kayfunavirus Dev2	2733633	S	92	76	168	0.00000
Kayfunavirus 101118UKE1	3430121	S	85	74	159	0.00000
Kayfunavirus Vec13	2282173	S	70	82	152	0.00000
Kayfunavirus ZG49	2733646	S	67	106	173	0.00000
Kayfunavirus K1F	2733640	S	66	113	179	0.00000
Kayfunavirus YZ1	2733645	S	63	95	158	0.00000
Kayfunavirus F	2733637	S	41	110	151	0.00000
Teetrevirus SH1	2732698	S	207	131	338	0.00000
Teetrevirus tv10164302	2732708	S	185	149	334	0.00000
Teetrevirus KPN3	2732702	S	170	198	368	0.00000
Teetrevirus RPN15	3060726	S	154	73	227	0.00000
Teetrevirus LL2	2732705	S	152	59	211	0.00000
Teetrevirus E3	2732701	S	148	102	250	0.00000
Teetrevirus ECA2	2732704	S	134	92	226	0.00000
Teetrevirus SH2	2732699	S	132	105	237	0.00000
Teetrevirus SALSA	3432693	S	114	84	198	0.00000
Teetrevirus SGJL2	2732709	S	110	74	184	0.00000
Teetrevirus 2050H2	2732710	S	108	84	192	0.00000
Teetrevirus E2	2732700	S	104	103	207	0.00000
Teetrevirus YeO312	2732714	S	100	76	176	0.00000
Teetrevirus AP5	2732712	S	97	52	149	0.00000
Teetrevirus YeF10	2732713	S	92	110	202	0.00000
Teetrevirus CFP1	2732697	S	89	73	162	0.00000
Berlinvirus BP12A	2732783	S	211	91	302	0.00000
Berlinvirus P483	2732779	S	197	176	373	0.00000
Berlinvirus PP74	2732782	S	154	23	177	0.00000
Berlinvirus Yepe2	2732788	S	59	186	245	0.00000
Berlinvirus Yepf	2732789	S	53	248	301	0.00000
Berlinvirus RN5i1	3059771	S	108	61	169	0.00000
Berlinvirus A7	2732785	S	83	30	113	0.00000
Berlinvirus Kvp1	1985739	S	72	45	117	0.00000
Berlinvirus P694	2732780	S	65	38	103	0.00000
Berlinvirus S523	2732781	S	46	67	113	0.00000
Berlinvirus FE44	2732776	S	26	37	63	0.00000
Berlinvirus PYPS50	2732787	S	19	14	33	0.00000
Berlinvirus BA14	2732778	S	18	42	60	0.00000
Berlinvirus BSP161	2732784	S	18	45	63	0.00000
Berlinvirus berlin	2732786	S	14	287	301	0.00000
Berlinvirus 285P	2732777	S	12	22	34	0.00000
Chatterjeevirus VP4	2733614	S	171	161	332	0.00000
Chatterjeevirus N4	2733613	S	141	772	913	0.00001
Chatterjeevirus ICP3	2733612	S	33	196	229	0.00000
Aarhusvirus luksen	2732764	S	141	125	266	0.00000
Aarhusvirus mysterion	2732765	S	89	68	157	0.00000
Aarhusvirus dagda	2732762	S	70	460	530	0.00000
Aarhusvirus katbat	2732763	S	31	214	245	0.00000
Ghunavirus gv17A	3429007	S	225	4	229	0.00000
Ghunavirus Psa17	2733622	S	80	257	337	0.00000
Ghunavirus Pf1ERZ2017	2733620	S	46	95	141	0.00000
Ghunavirus KNP	1981933	S	30	157	187	0.00000
Ghunavirus PSA2	2733621	S	21	108	129	0.00000
Ghunavirus gh1	1985740	S	20	66	86	0.00000
Ghunavirus WRT	1981932	S	2	13	15	0.00000
Apdecimavirus AP10	2732775	S	1053	0	1053	0.00001
Ebriosvirus IME15	3428439	S	651	151	802	0.00001
Ebriosvirus ebrios	3428438	S	143	33	176	0.00000
Minipunavirus MP2	2733649	S	628	9	637	0.00000
Minipunavirus MmP1	2733648	S	317	4	321	0.00000
Warsawvirus wv3MF5	3433337	S	846	0	846	0.00001
Ningirsuvirus JA10	2733650	S	347	120	467	0.00000
Ningirsuvirus ninurta	2733651	S	276	94	370	0.00000
Hennigervirus shl2	3429209	S	272	158	430	0.00000
Hennigervirus henninger	3429205	S	188	0	188	0.00000
Hennigervirus PPPL1	3429208	S	162	42	204	0.00000
Pifdecavirus PhiS1	2733660	S	340	122	462	0.00000
Pifdecavirus BIMBV46	3431669	S	192	66	258	0.00000
Pifdecavirus IBBPF7A	2733657	S	150	18	168	0.00000
Wuhanvirus PHB01	2733969	S	597	104	701	0.00000
Wuhanvirus PHB02	2733970	S	69	11	80	0.00000
Foetvirus P1723	3428803	S	711	0	711	0.00000
Jarilovirus jarilo	2733629	S	637	0	637	0.00000
Troedvirus Phi15	2733886	S	451	0	451	0.00000
Pektosvirus PPWS4	2733654	S	260	23	283	0.00000
Pektosvirus PP47	2733652	S	17	105	122	0.00000
Pektosvirus PP81	2733653	S	3	19	22	0.00000
Elunavirus L1	2733616	S	412	0	412	0.00000
Pijolavirus PspYZU08	2733662	S	357	0	357	0.00000
Unyawovirus DUPPII	2733887	S	357	0	357	0.00000
Helsettvirus fPS9	2733625	S	73	69	142	0.00000
Helsettvirus fPS54ocr	2733628	S	35	109	144	0.00000
Helsettvirus fPS59	2733627	S	30	14	44	0.00000
Eapunavirus Eap1	2733615	S	312	0	312	0.00000
Pfluvirus PFP1	3431611	S	153	85	238	0.00000
Pfluvirus pv22PfluR64PP	3431612	S	79	26	105	0.00000
Unosvirus UNOSLW1	3433075	S	284	0	284	0.00000
Caroctavirus CR8	2733611	S	235	0	235	0.00000
Phutvirus PPpW4	2733655	S	126	0	126	0.00000
Stompelvirus RPSC1	2733958	S	1713	0	1713	0.00001
Piedvirus IMEDE1	2733947	S	757	0	757	0.00000
Kelmasvirus RSB2	2733927	S	289	0	289	0.00000
Serkorvirus ITL1	2733956	S	213	0	213	0.00000
Acadevirus Pm5460	2733577	S	38	387	425	0.00000
Acadevirus PM85	2733574	S	37	553	590	0.00000
Acadevirus PM116	2733576	S	35	293	328	0.00000
Acadevirus PM93	2733575	S	20	233	253	0.00000
Tuodvirus phD2B	2733580	S	682	0	682	0.00000
Vectrevirus VEc3	2053697	S	78	73	151	0.00000
Vectrevirus ACGC91	2733583	S	70	28	98	0.00000
Vectrevirus K15	187764	S	46	102	148	0.00000
Vectrevirus mutPK1A2	2047761	S	37	37	74	0.00000
Vectrevirus AAPEc6	1873778	S	32	50	82	0.00000
Vectrevirus sp. 'cee'	2733585	S	18	101	119	0.00000
Vectrevirus kay	2733586	S	11	66	77	0.00000
Vectrevirus K1E	344022	S	8	18	26	0.00000
Eracentumvirus era103	1985737	S	380	0	380	0.00000
Eracentumvirus S2	2733579	S	138	0	138	0.00000
Axomammavirus PP1	2733578	S	372	0	372	0.00000
Rodentiumvirus LL11	3432179	S	177	162	339	0.00000
Rodentiumvirus CrRp3	3432178	S	123	4	127	0.00000
Zindervirus BP12B	2733588	S	100	83	183	0.00000
Zindervirus SP6	194966	S	61	5	66	0.00000
Zindervirus UAB78	2733587	S	30	19	49	0.00000
Kaohsiungvirus Vp670	2733325	S	293	398	691	0.00000
Nerthusvirus alpheus	3431085	S	242	0	242	0.00000
Nerthusvirus nerthus	3431087	S	231	0	231	0.00000
Nerthusvirus achelous	3431084	S	162	0	162	0.00000
Uliginvirus uligo	2733333	S	457	0	457	0.00000
Trungvirus VEN	2733328	S	439	0	439	0.00000
Murciavirus CB5A	2733326	S	226	99	325	0.00000
Murciavirus CPP1m	2733327	S	60	27	87	0.00000
Njordvirus njord	3431170	S	206	0	206	0.00000
Tangaroavirus NATL2A133	2733963	S	273	36	309	0.00000
Tangaroavirus tv951510a	2733962	S	258	68	326	0.00000
Tangaroavirus PSSP10	2733964	S	40	6	46	0.00000
Qadamvirus SB28	2733953	S	583	0	583	0.00000
Cheungvirus NATL1A7	2733897	S	481	0	481	0.00000
Tiamatvirus PSSP7	268748	S	438	40	478	0.00000
Tritonvirus PSSP2	2733967	S	20	320	340	0.00000
Tritonvirus PSSP3	2733966	S	2	30	32	0.00000
Igirivirus STIP37	2733920	S	289	0	289	0.00000
Angmobvirus SCBP1	3426383	S	225	59	284	0.00000
Poseidonvirus SCBP4	2733949	S	145	1055	1200	0.00001
Atuphduovirus atuph02	2733890	S	283	396	679	0.00000
Atuphduovirus atuph03	2733891	S	67	94	161	0.00000
Cuernavacavirus RHEph02	2733899	S	130	139	269	0.00000
Cuernavacavirus RHEph09	2733901	S	28	210	238	0.00000
Cuernavacavirus RHEph08	2733900	S	17	155	172	0.00000
Foturvirus H44	2733905	S	1244	0	1244	0.00001
Gajwadongvirus ECBP5	2733916	S	953	42	995	0.00001
Gajwadongvirus PP99	2733917	S	134	6	140	0.00000
Paadamvirus RHEph01	2733939	S	1112	0	1112	0.00001
Ayaqvirus S45C18	2733893	S	962	0	962	0.00001
Lauvirus lau218	1465639	S	922	0	922	0.00001
Pairvirus Lo5R7ANS	2733941	S	852	0	852	0.00001
Sednavirus SRIP2	2733955	S	820	0	820	0.00001
Gyeongsanvirus DURPI	2733918	S	167	396	563	0.00000
Gyeongsanvirus RsoP1EGY	2733919	S	70	162	232	0.00000
Chosvirus KM23C739	2733898	S	775	0	775	0.00000
Pelagivirus HTVC019P	2733944	S	350	0	350	0.00000
Pelagivirus S35C6	2733945	S	124	0	124	0.00000
Sieqvirus S42C7	2733957	S	459	0	459	0.00000
Kafavirus SWcelC56	2733923	S	440	0	440	0.00000
Fussvirus S30C28	2733907	S	413	0	413	0.00000
Oinezvirus S37C6	2733938	S	377	0	377	0.00000
Foussvirus S46C10	2733906	S	349	0	349	0.00000
Voetvirus syn5	438482	S	345	0	345	0.00000
Lirvirus SCBP3	2733931	S	336	2511	2847	0.00002
Lingvirus PGSP1	2733930	S	331	0	331	0.00000
Kajamvirus SRIP1	2733924	S	324	0	324	0.00000
Stopavirus HTVC011P	2733960	S	306	0	306	0.00000
Votkovvirus S28C10	2733968	S	293	0	293	0.00000
Banchanvirus SS1201	2733894	S	277	0	277	0.00000
Aegirvirus SCBP42	2733888	S	273	0	273	0.00000
Stopalavirus S38C3	2733959	S	268	0	268	0.00000
Powvirus S08C41	2733950	S	243	0	243	0.00000
Youngvirus G1	3060823	S	216	0	216	0.00000
Cyclitvirus cyclit	2733902	S	210	0	210	0.00000
Kembevirus SCBP2	2733928	S	170	0	170	0.00000
Tiilvirus P60	151528	S	170	0	170	0.00000
Stupnyavirus KM16C193	2733961	S	148	0	148	0.00000
Krakvirus S39C11	2733929	S	145	0	145	0.00000
Pekhitvirus S04C24	2733943	S	141	0	141	0.00000
Nohivirus S31C1	2733937	S	141	0	141	0.00000
Pedosvirus S28C3	2733942	S	125	0	125	0.00000
Ashivirus S45C4	2733889	S	85	0	85	0.00000
Podivirus S05C243	2733948	S	79	0	79	0.00000
Tawavirus JSF7	2733965	S	52	0	52	0.00000
Pagavirus S05C849	2733940	S	33	32	65	0.00000
Jalkavirus S08C159	2733921	S	26	0	26	0.00000
Wadgaonvirus wv5004651	2956672	S	30119	44715	74834	0.00048
Piscesmortuivirus LPM4	3060630	S	13418	0	13418	0.00009
Senquatrovirus SEN4	2734072	S	11313	0	11313	0.00007
Aptresvirus AP3	2955374	S	6967	88	7055	0.00004
Aptresvirus mana	2955375	S	1897	0	1897	0.00001
Quadragintavirus ev129	2956347	S	6785	2523	9308	0.00006
Quadragintavirus ev040	2956346	S	187	172	359	0.00000
Quadragintavirus ev015	2956345	S	22	24	46	0.00000
Bielevirus phiO18P	393598	S	6786	0	6786	0.00004
Citexvirus dobby	2734058	S	1657	752	2409	0.00002
Citexvirus BR319A	2955705	S	808	1127	1935	0.00001
Citexvirus phiCTX	35343	S	694	1106	1800	0.00001
Kayeltresvirus KL3	2956052	S	5964	0	5964	0.00004
Peduovirus P22H4	2844218	S	2530	309	2839	0.00002
Peduovirus P22H1	2844217	S	1505	378	1883	0.00001
Peduovirus AC1	3060526	S	350	103	453	0.00000
Peduovirus pro483	2560459	S	83	9	92	0.00000
Peduovirus P37	3060529	S	62	5	67	0.00000
Peduovirus P24A7b	2844219	S	58	4	62	0.00000
Peduovirus fiAA91ss	2560457	S	52	6	58	0.00000
Peduovirus P24B2	2844220	S	50	10	60	0.00000
Peduovirus P2	10679	S	49	8	57	0.00000
Peduovirus FSLSP004	3431429	S	46	244	290	0.00000
Peduovirus magyaro	2844258	S	25	2	27	0.00000
Peduovirus YPM22	2956278	S	23	7	30	0.00000
Peduovirus HQ103	3060528	S	22	5	27	0.00000
Peduovirus pv12474III	2844168	S	18	2	20	0.00000
Peduovirus STYP1	2939038	S	17	3	20	0.00000
Peduovirus pro147	2560458	S	15	4	19	0.00000
Peduovirus L413C	227940	S	14	1	15	0.00000
Peduovirus R18C	2843959	S	10	1	11	0.00000
Peduovirus YPM50	2956280	S	6	1	7	0.00000
Peduovirus P24C9	2844221	S	4	3	7	0.00000
Peduovirus YPM46	2956279	S	4	0	4	0.00000
Peduovirus Wphi	103216	S	4	0	4	0.00000
Peduovirus 11W	3060525	S	2	12	14	0.00000
Peduovirus P24E6b	2844222	S	2	0	2	0.00000
Hpunavirus HP1	10690	S	33	2005	2038	0.00001
Hpunavirus HP2	157239	S	14	875	889	0.00001
Phitrevirus phi3	2734069	S	2896	0	2896	0.00002
Arsenicumvirus M163	3059738	S	2789	0	2789	0.00002
Aresaunavirus RSA1	406340	S	1341	537	1878	0.00001
Aresaunavirus RsoM1USA	2079257	S	1207	28	1235	0.00001
Eganvirus SW9	2846110	S	575	1833	2408	0.00002
Eganvirus EtG	2734059	S	536	62	598	0.00000
Eganvirus BIS20	3059976	S	208	57	265	0.00000
Eganvirus ev186	29252	S	114	16	130	0.00000
Eganvirus PsP3	12407	S	46	179	225	0.00000
Eganvirus SEN1	2734060	S	40	232	272	0.00000
Reginaelenavirus rv3LV2017	2734071	S	1748	0	1748	0.00001
Simpcentumvirus Smp131	2734074	S	1513	0	1513	0.00001
Evevirus ev239	2955874	S	1406	1139	2545	0.00002
Canoevirus canoe	2734056	S	1384	0	1384	0.00001
Inibicvirus 613R3	3429951	S	1349	991	2340	0.00001
Kisquattuordecimvirus FLC5	2956061	S	355	0	355	0.00000
Kisquattuordecimvirus FLC10	3060069	S	313	315	628	0.00000
Kisquattuordecimvirus KS14	2734065	S	228	127	355	0.00000
Arsyunavirus RSY1	2955380	S	1308	329377	330685	0.00211
Kisquinquevirus KS5	2734067	S	1241	0	1241	0.00001
Vimunumvirus ST147VIM1phi71	2845097	S	1240	2549	3789	0.00002
Tigrvirus E202	431893	S	183	1203	1386	0.00001
Tigrvirus phi52237	332032	S	73	1159	1232	0.00001
Tigrvirus BP822	3060742	S	73	503	576	0.00000
Tigrvirus phiE094	2956530	S	9	169	178	0.00000
Felsduovirus SEN8	2734064	S	445	90	535	0.00000
Felsduovirus RE2010	2734063	S	249	546	795	0.00001
Irrigatiovirus SI7	2846104	S	713	0	713	0.00000
Dagavirus ST13OXA48phi121	2955736	S	700	2001	2701	0.00002
Novemvirus T5282H	2844122	S	604	29	633	0.00000
Duodecimduovirus phiE122	2955841	S	585	10622	11207	0.00007
Yongunavirus yong1	2846608	S	582	0	582	0.00000
Duonihilunusvirus YenM5617	3059975	S	162	110	272	0.00000
Duonihilunusvirus YenM20116	3059974	S	84	71	155	0.00000
Duonihilunusvirus YenM06162	3059973	S	79	35	114	0.00000
Entnonagintavirus ENT90	2734061	S	524	0	524	0.00000
Nampongvirus ST79	2734068	S	517	0	517	0.00000
Irtavirus F108	342564	S	350	14	364	0.00000
Irtavirus CFP3	3429987	S	106	4	110	0.00000
Xuanwuvirus P884B11	2844224	S	306	266	572	0.00000
Xuanwuvirus P88	2734077	S	103	208	311	0.00000
Xuanwuvirus xv520873	2844179	S	15	55	70	0.00000
Xuanwuvirus xv503458	2844178	S	5	29	34	0.00000
Gegevirus ST437OXA245phi41	2955944	S	420	98	518	0.00000
Gegavirus ST15OXA48phi141	2955943	S	376	557	933	0.00001
Gemsvirus gv5004652	2955946	S	367	966	1333	0.00001
Tresduoquattuorvirus YenM324	3060747	S	325	0	325	0.00000
Elveevirus cartapus	3059977	S	173	474	647	0.00000
Elveevirus 4LV2017	2734062	S	95	332	427	0.00000
Bracchivirus U2F1	2955532	S	276	0	276	0.00000
Reipivirus ST16OXA48phi54	2845099	S	271	0	271	0.00000
Maltschvirus maltsch	2956182	S	251	0	251	0.00000
Playavirus SMHB1	2734070	S	209	0	209	0.00000
Vulnificusvirus PV94	2734076	S	200	0	200	0.00000
Firavirus YenM4218	3060000	S	199	0	199	0.00000
Seongnamvirus ESSI2	2734073	S	191	0	191	0.00000
Catalunyavirus C5a	2734057	S	187	0	187	0.00000
Baylorvirus bv1127AP1	2734055	S	39	30	69	0.00000
Baylorvirus PHL101	376820	S	33	73	106	0.00000
Graikaemvirus YenM3117	3429098	S	151	3	154	0.00000
Valbvirus ValB1MD2	2956629	S	88	0	88	0.00000
Kapieceevirus ST512KPC3phi132	2956049	S	26	503	529	0.00000
Jeonjuvirus BSP38	2843756	S	40012	527	40539	0.00026
Wphvirus BPS10C	2560329	S	19937	3457	23394	0.00015
Wphvirus WPh	1922328	S	2291	0	2291	0.00001
Bacillus phage Zuko	1805956	S	509	62	571	0.00000
Bacillus phage Belinda	1852564	S	342	51	393	0.00000
Bacillus phage DIGNKC	1805948	S	303	46	349	0.00000
Bacillus phage Nigalana	1805951	S	61	69	130	0.00000
Bacillus phage Nemo	1805950	S	46	43	89	0.00000
Bacillus phage NotTheCreek	1805952	S	25	37	62	0.00000
Bacillus phage Kida	1873998	S	22	33	55	0.00000
Wphvirus megatron	1987728	S	450	31	481	0.00000
Wphvirus hakuna	1987729	S	269	93	362	0.00000
Wphvirus BPS13	1987727	S	228	35	263	0.00000
Siophivirus SIOphi	2560335	S	14957	17	14974	0.00010
Bequatrovirus avesobmore	1984785	S	255	8800	9055	0.00006
Bequatrovirus B4	1918005	S	183	0	183	0.00000
Bequatrovirus spock	1918008	S	183	121	304	0.00000
Bequatrovirus troll	1918009	S	137	2804	2941	0.00002
Bacillus phage Phrodo	1805953	S	118	958	1076	0.00001
Bequatrovirus bigbertha	1918006	S	67	446	513	0.00000
Bequatrovirus riley	1918007	S	10	272	282	0.00000
Bastillevirus evoli	2560330	S	1777	770	2547	0.00002
Bastillevirus bastille	1918011	S	843	244	1087	0.00001
Bastillevirus hoodyT	2560331	S	97	83	180	0.00000
Bastillevirus CAM003	1918012	S	32	24	56	0.00000
Caeruleovirus deepblue	1985179	S	799	10	809	0.00001
Caeruleovirus Bc431	1985175	S	623	12	635	0.00000
Caeruleovirus Bcp1	1985176	S	434	149	583	0.00000
Caeruleovirus JBP901	1985180	S	354	463	817	0.00001
Caeruleovirus BCP82	1985177	S	336	436	772	0.00000
Caeruleovirus BM15	1985178	S	173	55	228	0.00000
Moonbeamvirus moonbeam	2560334	S	3390	0	3390	0.00002
Agatevirus bobb	1910936	S	1404	253	1657	0.00001
Agatevirus Bp8pC	1910937	S	480	0	480	0.00000
Agatevirus agate	1910935	S	384	1	385	0.00000
Matervirus mater	2560332	S	2469	0	2469	0.00002
Tsarbombavirus tsarbomba	1985183	S	1182	144	1326	0.00001
Tsarbombavirus BCP78	1985182	S	787	184	971	0.00001
Nitunavirus grass	1921017	S	660	325	985	0.00001
Nitunavirus SPG24	1921019	S	106	177	283	0.00000
Nitunavirus NIT1	1921018	S	98	159	257	0.00000
Eldridgevirus eldridge	2843766	S	1227	0	1227	0.00001
Goettingenvirus goe8	2843793	S	1014	0	1014	0.00001
Grisebachstrassevirus goe3	2843794	S	543	0	543	0.00000
Shalavirus Shbh1	2560337	S	337	0	337	0.00000
Bacillus phage SP-10	941058	S	13142	0	13142	0.00008
Siminovitchvirus CP51	1918722	S	914	8	922	0.00001
Siminovitchvirus JL	1918723	S	216	137	353	0.00000
Siminovitchvirus shanette	1918724	S	199	122	321	0.00000
Okubovirus SPO1	10685	S	373	510	883	0.00001
Okubovirus camphawk	1986015	S	126	153	279	0.00000
Kayvirus rodi	1980962	S	210	219	429	0.00000
Kayvirus MCE2014	1924733	S	127	111	238	0.00000
Kayvirus SA12	1924730	S	97	158	255	0.00000
Kayvirus S254	1980964	S	97	478	575	0.00000
Kayvirus JD7	1924729	S	77	175	252	0.00000
Kayvirus G1	292029	S	45	994	1039	0.00001
Kayvirus P108	1924731	S	45	69	114	0.00000
Kayvirus G15	1924732	S	22	64	86	0.00000
Kayvirus S253	1924734	S	6	72	78	0.00000
Silviavirus remus	1857890	S	235	1095	1330	0.00001
Silviavirus stau2	2042206	S	109	962	1071	0.00001
Silviavirus SA11	1204543	S	53	553	606	0.00000
Sepunavirus IPLAC1C	1980931	S	997	814	1811	0.00001
Sepunavirus SEP1	1980930	S	446	122	568	0.00000
Baoshanvirus BS2	2734047	S	80	946	1026	0.00001
Baoshanvirus BS1	2734046	S	32	441	473	0.00000
Twortvirus twort	55510	S	1277	0	1277	0.00001
Sciuriunavirus SscM1	2734053	S	727	0	727	0.00000
Schiekvirus Tje1	3432289	S	1095	59	1154	0.00001
Schiekvirus EFP01	2734044	S	776	6901	7677	0.00005
Schiekvirus sv113	3432288	S	525	283	808	0.00001
Schiekvirus EFDG1	2560422	S	425	192	617	0.00000
Schiekvirus Gvesp1	3432282	S	240	122	362	0.00000
Schiekvirus Shef16	3432287	S	136	65	201	0.00000
Kochikohdavirus ECP3	2560418	S	1075	797	1872	0.00001
Kochikohdavirus EFLK1	2560423	S	131	65	196	0.00000
Kochikohdavirus EF24CP2	3430209	S	129	0	129	0.00000
Pecentumvirus LMSP25	2560554	S	280	2848	3128	0.00002
Pecentumvirus A511	40523	S	130	683	813	0.00001
Pecentumvirus LMTA148	2560555	S	47	1435	1482	0.00001
Pecentumvirus AG20	2560553	S	42	314	356	0.00000
Pecentumvirus list36	2560560	S	31	343	374	0.00000
Pecentumvirus LP048	2560557	S	29	323	352	0.00000
Pecentumvirus WIL1	2560561	S	13	101	114	0.00000
Pecentumvirus P100	330395	S	6	86	92	0.00000
Harbinvirus semele	2734052	S	1001	2159	3160	0.00002
Harbinvirus bacchae	2734048	S	548	3600	4148	0.00003
Harbinvirus Lpa804	2734051	S	427	404	831	0.00001
Harbinvirus bromius	2734049	S	170	1673	1843	0.00001
Harbinvirus iacchus	2734050	S	169	285	454	0.00000
Tybeckvirus SAC12B	2845142	S	1261	564	1825	0.00001
Tybeckvirus tv521B	2845127	S	853	380	1233	0.00001
Hopescreekvirus LfeInf	2845136	S	1345	0	1345	0.00001
Klumppvirus A9	2560358	S	1196	0	1196	0.00001
