Sample	Species	Taxonomy_ID	Assigned_Reads	Fraction	RPM
SRR35987572	Anicalvirus hangzhouense	2955361	191	0.0	1.216430328265124
SRR35987572	Mastadenovirus chlorocebi	3241415	191	0.0	1.216430328265124
SRR35987572	Changchunvirus W011D	2844233	191	0.0	1.216430328265124
SRR35987572	Escherichia phage vB_EcoM-Ro157c2YLVW	2178932	191	0.0	1.216430328265124
SRR35987572	Hubei permutotetra-like virus 10	1923074	191	0.0	1.216430328265124
SRR35987572	Seongnamvirus ESSI2	2734073	191	0.0	1.216430328265124
SRR35987572	Dianlovirus menglaense	3052181	190	0.0	1.2100615830909611
SRR35987572	Schmidvirus sv1961P	1987148	190	0.0	1.2100615830909611
SRR35987572	Ceduovirus cv50102	2845164	190	0.0	1.2100615830909611
SRR35987572	Rockefellervirus PH15	399185	190	0.0	1.2100615830909611
SRR35987572	Wifcevirus FEC19	2734155	190	0.0	1.2100615830909611
SRR35987572	Orthonairovirus australiaense	3052507	190	0.0	1.2100615830909611
SRR35987572	Fromanvirus saintus	1097754	190	0.0	1.2100615830909611
SRR35987572	Bruynoghevirus Ab22	2040656	190	0.0	1.2100615830909611
SRR35987572	Bixzunavirus sebata	2006139	190	0.0	1.2100615830909611
SRR35987572	Betabaculovirus clanachoretae	3047762	189	0.0	1.2036928379167982
SRR35987572	Rosemountvirus yarpen	2846142	189	0.0	1.2036928379167982
SRR35987572	Korravirus wawa	2956077	189	0.0	1.2036928379167982
SRR35987572	Microwolfvirus zetzy	2956194	189	0.0	1.2036928379167982
SRR35987572	Tandoganvirus A403	2843695	188	0.0	1.1973240927426352
SRR35987572	Nevevirus P162	2845433	188	0.0	1.1973240927426352
SRR35987572	Streptococcus phage APCM01	1647391	188	0.0	1.1973240927426352
SRR35987572	Cheoctovirus nitzel	2955664	188	0.0	1.1973240927426352
SRR35987572	Foxborovirus kidneybean	2955916	188	0.0	1.1973240927426352
SRR35987572	Kojivirus koji	2560594	188	0.0	1.1973240927426352
SRR35987572	Epseptimavirus ev23	2846085	188	0.0	1.1973240927426352
SRR35987572	Hennigervirus henninger	3429205	188	0.0	1.1973240927426352
SRR35987572	Jeilongvirus rungweense	2956009	188	0.0	1.1973240927426352
SRR35987572	Epsilonhypovirus agarici	2955863	188	0.0	1.1973240927426352
SRR35987572	Helicobacter phage phiHP33	1069378	188	0.0	1.1973240927426352
SRR35987572	Xaviavirus xavia	2956700	187	0.0	1.1909553475684724
SRR35987572	Ostreococcus lucimarinus virus 7	1663209	187	0.0	1.1909553475684724
SRR35987572	Ghunavirus KNP	1981933	187	0.0	1.1909553475684724
SRR35987572	Streptococcus phage 315.6	198543	187	0.0	1.1909553475684724
SRR35987572	Litunavirus Mag4	3060165	187	0.0	1.1909553475684724
SRR35987572	Alphaglobulovirus sileriense	2843677	187	0.0	1.1909553475684724
SRR35987572	Farahnazvirus ISF9	2560592	187	0.0	1.1909553475684724
SRR35987572	Kenoshavirus untouchable	2844678	187	0.0	1.1909553475684724
SRR35987572	Catalunyavirus C5a	2734057	187	0.0	1.1909553475684724
SRR35987572	Tomato bushy stunt virus satellite RNA	373058	187	0.0	1.1909553475684724
SRR35987572	Pectobacterium phage ZF40	1127516	186	0.0	1.1845866023943095
SRR35987572	Hanrivervirus vojen	2844267	186	0.0	1.1845866023943095
SRR35987572	Tequintavirus SP01	2733990	186	0.0	1.1845866023943095
SRR35987572	Baxterfoxvirus ohgeesy	3059760	186	0.0	1.1845866023943095
SRR35987572	Dhakavirus wg01	2560456	186	0.0	1.1845866023943095
SRR35987572	Thermoanaerobacterium phage THSA-485A	1126885	186	0.0	1.1845866023943095
SRR35987572	Short-finned eel ranavirus	638660	186	0.0	1.1845866023943095
SRR35987572	Sripuvirus sripur	1985697	185	0.0	1.1782178572201465
SRR35987572	Pegunavirus soto	1982928	185	0.0	1.1782178572201465
SRR35987572	Clostridium phage PhiS63	1187894	185	0.0	1.1782178572201465
SRR35987572	Beenievirus beenie	3059761	185	0.0	1.1782178572201465
SRR35987572	Dhillonvirus CHD5UKE2	3428256	185	0.0	1.1782178572201465
SRR35987572	Xipdecavirus Xp10	232237	185	0.0	1.1782178572201465
SRR35987572	Webervirus wv13	2845074	185	0.0	1.1782178572201465
SRR35987572	Homburgvirus P70	1921130	185	0.0	1.1782178572201465
SRR35987572	Dexdertvirus GTE6	2955753	185	0.0	1.1782178572201465
SRR35987572	Rabbit calicivirus Australia 1 MIC-07	576948	185	0.0	1.1782178572201465
SRR35987572	Gihfavirus geohabitans	2844651	185	0.0	1.1782178572201465
SRR35987572	Pahexavirus PAS50	1982272	185	0.0	1.1782178572201465
SRR35987572	Eimeria stiedai RNA virus 1	1898175	184	0.0	1.1718491120459835
SRR35987572	Thalassavirus quinn	2956514	184	0.0	1.1718491120459835
SRR35987572	Spartoivirus spartoi	3432543	184	0.0	1.1718491120459835
SRR35987572	Santafevirus sf40AC	2956398	184	0.0	1.1718491120459835
SRR35987572	Wuhan insect virus 10	1923714	184	0.0	1.1718491120459835
SRR35987572	Fipvunavirus Fpv4	2560476	184	0.0	1.1718491120459835
SRR35987572	Teetrevirus SGJL2	2732709	184	0.0	1.1718491120459835
SRR35987572	Hedwigvirus hedwig	2560502	184	0.0	1.1718491120459835
SRR35987572	Wumpquatrovirus WMP4	400567	184	0.0	1.1718491120459835
SRR35987572	Bequatrovirus B4	1918005	183	0.0	1.1654803668718206
SRR35987572	Gladiatorvirus hammer	1034103	183	0.0	1.1654803668718206
SRR35987572	Tequintavirus H8	352889	183	0.0	1.1654803668718206
SRR35987572	Mycoreovirus alcryphonectriae	3430976	183	0.0	1.1654803668718206
SRR35987572	Kuravirus MN05	3060080	183	0.0	1.1654803668718206
SRR35987572	Deltacoronavirus pycnonoti	3433741	183	0.0	1.1654803668718206
SRR35987572	Ameliavirus viph1008o	3426338	183	0.0	1.1654803668718206
SRR35987572	Enhodamvirus VP5	1922332	183	0.0	1.1654803668718206
SRR35987572	Zindervirus BP12B	2733588	183	0.0	1.1654803668718206
SRR35987572	Tequintavirus BF23	10707	183	0.0	1.1654803668718206
SRR35987572	Skunavirus sv96401	2845185	182	0.0	1.1591116216976576
SRR35987572	Metamorphoovirus jayden	3430819	182	0.0	1.1591116216976576
SRR35987572	Hubei tombus-like virus 26	1923273	182	0.0	1.1591116216976576
SRR35987572	Mooglevirus mordin	1985305	182	0.0	1.1591116216976576
SRR35987572	Huhbevirus chthonohabitans	2844973	182	0.0	1.1591116216976576
SRR35987572	Atraxavirus atraxa	3059741	182	0.0	1.1591116216976576
SRR35987572	Simiispumavirus macfus	3432456	182	0.0	1.1591116216976576
SRR35987572	Tobamovirus passiflorae	3432884	182	0.0	1.1591116216976576
SRR35987572	Phietavirus pv88	320848	182	0.0	1.1591116216976576
SRR35987572	Ignaciovirus vondra	3429912	182	0.0	1.1591116216976576
SRR35987572	Suseptimavirus 101114UKE3	3060720	181	0.0	1.1527428765234946
SRR35987572	Pienvirus R801	2733373	181	0.0	1.1527428765234946
SRR35987572	Triavirus st5	2846379	181	0.0	1.1527428765234946
SRR35987572	Eclunavirus EcL1	2560414	181	0.0	1.1527428765234946
SRR35987572	Betaricinrhavirus chimay	2843938	181	0.0	1.1527428765234946
SRR35987572	Blackcurrant leafroll-associated virus 1	2292426	181	0.0	1.1527428765234946
SRR35987572	Betabaculovirus adoranae	3047349	181	0.0	1.1527428765234946
SRR35987572	Lucerne transient streak virus satellite RNA	193118	181	0.0	1.1527428765234946
SRR35987572	Nylescharonvirus LE3	2845502	180	0.0	1.1463741313493316
SRR35987572	Tieomvirus BT1011	3060741	180	0.0	1.1463741313493316
SRR35987572	Korravirus sergei	2956075	180	0.0	1.1463741313493316
SRR35987572	Orthonairovirus sakhalinense	3052534	180	0.0	1.1463741313493316
SRR35987572	Circovirus-like genome RW-B	642252	180	0.0	1.1463741313493316
SRR35987572	Streptococcus phage SM1	157924	180	0.0	1.1463741313493316
SRR35987572	Lambovirus sadboi	2844674	180	0.0	1.1463741313493316
SRR35987572	Emalynvirus troje	2560511	180	0.0	1.1463741313493316
SRR35987572	Bastillevirus hoodyT	2560331	180	0.0	1.1463741313493316
SRR35987572	Soupsvirus wait	2560513	180	0.0	1.1463741313493316
SRR35987572	Veracruzvirus heldan	1032892	180	0.0	1.1463741313493316
SRR35987572	Cequinquevirus c5	508419	180	0.0	1.1463741313493316
SRR35987572	Gredihovirus sp. 'geoadaptatum'	2844720	179	0.0	1.1400053861751687
SRR35987572	Hanrivervirus aaroes	2844240	179	0.0	1.1400053861751687
SRR35987572	Kayfunavirus K1F	2733640	179	0.0	1.1400053861751687
SRR35987572	Mycobacterium phage Cheetobro	1506716	179	0.0	1.1400053861751687
SRR35987572	Cyanophage KBS-S-2A	889953	179	0.0	1.1400053861751687
SRR35987572	Trichovirus armeniacae	307677	179	0.0	1.1400053861751687
SRR35987572	Infratovirus hubeiense	3433816	179	0.0	1.1400053861751687
SRR35987572	Vhmlvirus mar	1922211	178	0.0	1.1336366410010057
SRR35987572	Tigrvirus phiE094	2956530	178	0.0	1.1336366410010057
SRR35987572	Skunavirus sv51701	2845167	178	0.0	1.1336366410010057
SRR35987572	Barbavirus barba19A	2734091	178	0.0	1.1336366410010057
SRR35987572	Dhillonvirus karlbarth	3428267	178	0.0	1.1336366410010057
SRR35987572	Wongtaivirus HK542	2169922	178	0.0	1.1336366410010057
SRR35987572	Saundersvirus Tp84	2170234	178	0.0	1.1336366410010057
SRR35987572	Badnavirus venatheobromae	3047715	178	0.0	1.1336366410010057
SRR35987572	Agricanvirus desertfox	2560433	178	0.0	1.1336366410010057
SRR35987572	Mannheimia phage vB_MhS_587AP2	1572745	178	0.0	1.1336366410010057
SRR35987572	Tobamovirus odontoglossi	3432881	177	0.0	1.1272678958268427
SRR35987572	Cheoctovirus filuzino	2955636	177	0.0	1.1272678958268427
SRR35987572	Rhadinovirus muridgamma4	3050327	177	0.0	1.1272678958268427
SRR35987572	Betacoronavirus cameli	3433633	177	0.0	1.1272678958268427
SRR35987572	Pelagibacter phage HTVC010P	1283077	177	0.0	1.1272678958268427
SRR35987572	Biseptimavirus StauST3984	2846295	177	0.0	1.1272678958268427
SRR35987572	Cebaduodecimvirus phi12auna	3427835	177	0.0	1.1272678958268427
SRR35987572	Mudcatvirus mudcat	1982090	177	0.0	1.1272678958268427
SRR35987572	Berlinvirus PP74	2732782	177	0.0	1.1272678958268427
SRR35987572	Mycobacterium phage First	1245814	177	0.0	1.1272678958268427
SRR35987572	Gregsiragusavirus CPD2	2843985	177	0.0	1.1272678958268427
SRR35987572	Wenzhou picorna-like virus 43	1923630	177	0.0	1.1272678958268427
SRR35987572	Hoswirudivirus saccharolobi	3429806	177	0.0	1.1272678958268427
SRR35987572	Athenavirus athena	3426488	176	0.0	1.1208991506526798
SRR35987572	Grutrevirus GRU3	3060026	176	0.0	1.1208991506526798
SRR35987572	Carlavirus sigmascalonici	3427795	176	0.0	1.1208991506526798
SRR35987572	Phlebovirus kiborgochense	3052658	176	0.0	1.1208991506526798
SRR35987572	Ebriosvirus ebrios	3428438	176	0.0	1.1208991506526798
SRR35987572	Hodnevirus pedenecus	3429633	176	0.0	1.1208991506526798
SRR35987572	Teetrevirus YeO312	2732714	176	0.0	1.1208991506526798
SRR35987572	Kostyavirus toto	1993871	176	0.0	1.1208991506526798
SRR35987572	Getalongvirus asapag	2734198	176	0.0	1.1208991506526798
SRR35987572	Clostridium phage vB_CpeS-CP51	1305708	175	0.0	1.1145304054785168
SRR35987572	Ollusvirus scaldisense	2845711	175	0.0	1.1145304054785168
SRR35987572	Varicellovirus equidalpha1	3050276	175	0.0	1.1145304054785168
SRR35987572	Lambovirus yikes	2844679	175	0.0	1.1145304054785168
SRR35987572	Keshuvirus pixie	1034114	175	0.0	1.1145304054785168
SRR35987572	Yangvirus elezi	3060811	175	0.0	1.1145304054785168
SRR35987572	Naesvirus bcep781	209052	175	0.0	1.1145304054785168
SRR35987572	Shuimuvirus IME207	2956444	175	0.0	1.1145304054785168
SRR35987572	Microbacterium phage Stromboli	2713263	175	0.0	1.1145304054785168
SRR35987572	Gordonvirus nightmare	3429079	175	0.0	1.1145304054785168
SRR35987572	Alphachrysovirus penicillii	2955246	175	0.0	1.1145304054785168
SRR35987572	Tequatrovirus fps90	2956499	175	0.0	1.1145304054785168
SRR35987572	Aviadenovirus columbae	3426522	175	0.0	1.1145304054785168
SRR35987572	Denisevirus denise	3059965	175	0.0	1.1145304054785168
SRR35987572	Waikavirus camelliae	3060800	175	0.0	1.1145304054785168
SRR35987572	Coopervirus heath	2955719	174	0.0	1.1081616603043538
SRR35987572	Bixzunavirus mangeria	2955504	174	0.0	1.1081616603043538
SRR35987572	Allexivirus ecsascalonicum	3433713	174	0.0	1.1081616603043538
SRR35987572	Justusliebigvirus VEcB	2956038	174	0.0	1.1081616603043538
SRR35987572	Alphahypovirus botrytidis	2955283	174	0.0	1.1081616603043538
SRR35987572	Friunavirus SWHAb3	2733320	174	0.0	1.1081616603043538
SRR35987572	Streptococcus phage T12	35344	173	0.0	1.1017929151301908
SRR35987572	Przondovirus K11	1985724	173	0.0	1.1017929151301908
SRR35987572	Przondovirus K5	1985723	173	0.0	1.1017929151301908
SRR35987572	Inhavirus P12024S	1982248	173	0.0	1.1017929151301908
SRR35987572	Webervirus KpCol1	2734034	173	0.0	1.1017929151301908
SRR35987572	Amginevirus darthP	2955326	173	0.0	1.1017929151301908
SRR35987572	Crinivirus lactucachlorosi	3428115	173	0.0	1.1017929151301908
SRR35987572	Kayfunavirus ZG49	2733646	173	0.0	1.1017929151301908
SRR35987572	Herbevirus herberti	3052241	173	0.0	1.1017929151301908
SRR35987572	Medicago sativa alphapartitivirus 1	2043550	173	0.0	1.1017929151301908
SRR35987572	Alphapartitivirus carotae	3426226	173	0.0	1.1017929151301908
SRR35987572	Webervirus TSK1	2734043	172	0.0	1.095424169956028
SRR35987572	Litunavirus Vl1	3060169	172	0.0	1.095424169956028
SRR35987572	Cuernavacavirus RHEph08	2733900	172	0.0	1.095424169956028
SRR35987572	Cypovirus inachidis	3428172	172	0.0	1.095424169956028
SRR35987572	Skunavirus P680	2845438	172	0.0	1.095424169956028
SRR35987572	Kuravirus MN03	3060079	172	0.0	1.095424169956028
SRR35987572	Carlavirus betagapanthi	3427742	172	0.0	1.095424169956028
SRR35987572	Omarvirus amethyst	2956235	172	0.0	1.095424169956028
SRR35987572	Limnipivirus becarpi	3430402	171	0.0	1.0890554247818651
SRR35987572	Helicoverpa armigera iflavirus	1936269	171	0.0	1.0890554247818651
SRR35987572	Baxterfoxvirus yeezy	3426656	171	0.0	1.0890554247818651
SRR35987572	Quhwahvirus paschalis	2182400	171	0.0	1.0890554247818651
SRR35987572	Webervirus mezzogao	2734038	171	0.0	1.0890554247818651
SRR35987572	Potexvirus babaci	3158379	171	0.0	1.0890554247818651
SRR35987572	Narmovirus mossmanense	3052351	170	0.0	1.0826866796077022
SRR35987572	Orthoreovirus mammalis	3422298	170	0.0	1.0826866796077022
SRR35987572	Santhisvirus jojo24	3432253	170	0.0	1.0826866796077022
SRR35987572	Gihfavirus arvadaptatum	2843698	170	0.0	1.0826866796077022
SRR35987572	Kembevirus SCBP2	2733928	170	0.0	1.0826866796077022
SRR35987572	Quang Binh virus	643132	170	0.0	1.0826866796077022
SRR35987572	Tiilvirus P60	151528	170	0.0	1.0826866796077022
SRR35987572	Porprismacovirus sheas2	2845934	169	0.0	1.0763179344335392
SRR35987572	Dhillonvirus gluttonyev152	3428263	169	0.0	1.0763179344335392
SRR35987572	Aquingentivirus A500	3426432	169	0.0	1.0763179344335392
SRR35987572	Santeuil nodavirus	977913	169	0.0	1.0763179344335392
SRR35987572	Andromedavirus andromeda	1273739	169	0.0	1.0763179344335392
SRR35987572	Tantvirus tant	2844300	169	0.0	1.0763179344335392
SRR35987572	Berlinvirus RN5i1	3059771	169	0.0	1.0763179344335392
SRR35987572	Kudohovirus pelocola	2845118	169	0.0	1.0763179344335392
SRR35987572	Ceduovirus bIBBA3	2845465	168	0.0	1.0699491892593762
SRR35987572	Mastadenovirus otariidae	3241435	168	0.0	1.0699491892593762
SRR35987572	Dhillonvirus jat	3428264	168	0.0	1.0699491892593762
SRR35987572	Guangxi orbivirus	2306813	168	0.0	1.0699491892593762
SRR35987572	Amginevirus amgine	2955324	168	0.0	1.0699491892593762
SRR35987572	Mastadenovirus bostertium	3241409	168	0.0	1.0699491892593762
SRR35987572	Orthohantavirus sp. 'necocliense'	3052488	168	0.0	1.0699491892593762
SRR35987572	Pifdecavirus IBBPF7A	2733657	168	0.0	1.0699491892593762
SRR35987572	Wenzhou shrimp virus 8	1923655	168	0.0	1.0699491892593762
SRR35987572	Cequinquevirus Ld25A	1981024	168	0.0	1.0699491892593762
SRR35987572	Moineauvirus CHPC1091	3060325	168	0.0	1.0699491892593762
SRR35987572	Hodnevirus neotellurihabitans	3429622	168	0.0	1.0699491892593762
SRR35987572	Metamorphoovirus fireman	2734253	168	0.0	1.0699491892593762
SRR35987572	Sozzivirus S11	2845704	168	0.0	1.0699491892593762
SRR35987572	Kayfunavirus Dev2	2733633	168	0.0	1.0699491892593762
SRR35987572	Octobienvirus sephiroth	3060435	167	0.0	1.0635804440852132
SRR35987572	Mastadenovirus sciuri	3241446	167	0.0	1.0635804440852132
SRR35987572	Sanxia picorna-like virus 5	1923374	167	0.0	1.0635804440852132
SRR35987572	Sigmavirus sturtevanti	2846411	167	0.0	1.0635804440852132
SRR35987572	Hodnevirus mononeochorovicinum	3429540	167	0.0	1.0635804440852132
SRR35987572	Coventryvirus SP441	2846374	167	0.0	1.0635804440852132
SRR35987572	Fishburnevirus firstplacepfu	2955898	167	0.0	1.0635804440852132
SRR35987572	Dhillonvirus UAEM101	3428287	167	0.0	1.0635804440852132
SRR35987572	Korravirus preamble	1982083	167	0.0	1.0635804440852132
SRR35987572	Attoomivirus attoomi	2734218	167	0.0	1.0635804440852132
SRR35987572	Torontovirus Fc02	3432927	167	0.0	1.0635804440852132
SRR35987572	Krylovvirus tf	2560692	166	0.0	1.0572116989110503
SRR35987572	Webervirus sweeny	2845110	166	0.0	1.0572116989110503
SRR35987572	Tigunavirus TG1	374422	166	0.0	1.0572116989110503
SRR35987572	Carlavirus latensnerinis	3427773	165	0.0	1.0508429537368873
SRR35987572	Mammarenavirus xapuriense	3052332	165	0.0	1.0508429537368873
SRR35987572	Warwickvirus wv95	2734015	165	0.0	1.0508429537368873
SRR35987572	Plotvirus plot	2170099	165	0.0	1.0508429537368873
SRR35987572	Alphapapillomavirus 1	337048	165	0.0	1.0508429537368873
SRR35987572	Retbasiphovirus hantatum	3432154	165	0.0	1.0508429537368873
SRR35987572	Copernicusvirus Efmus4	2844147	165	0.0	1.0508429537368873
SRR35987572	Epseptimavirus bombadil	2846129	165	0.0	1.0508429537368873
SRR35987572	Tombusvirus cynarae	3047380	165	0.0	1.0508429537368873
SRR35987572	Spissistilus festinus reovirus	1004049	165	0.0	1.0508429537368873
SRR35987572	Korravirus korra	1982082	165	0.0	1.0508429537368873
SRR35987572	Beejeyvirus bagaejinnorense	3426661	165	0.0	1.0508429537368873
SRR35987572	Hubei picorna-like virus 46	1923127	165	0.0	1.0508429537368873
SRR35987572	Bymovirus tritici	3427667	165	0.0	1.0508429537368873
SRR35987572	Gammacystovirus phi13	3428905	165	0.0	1.0508429537368873
SRR35987572	Ceduovirus cv50504	2845165	164	0.0	1.0444742085627243
SRR35987572	Anelloviridae sp.	2055263	164	0.0	1.0444742085627243
SRR35987572	Felixounavirus HY02	1985308	164	0.0	1.0444742085627243
SRR35987572	Fletchervirus CP81	990550	164	0.0	1.0444742085627243
SRR35987572	Varicellovirus equidalpha9	3050280	164	0.0	1.0444742085627243
SRR35987572	Alphaendornavirus rhizosolani	3426188	164	0.0	1.0444742085627243
SRR35987572	Velarivirus nanoavii	3433155	164	0.0	1.0444742085627243
SRR35987572	Varicellovirus cervidalpha3	3050261	164	0.0	1.0444742085627243
SRR35987572	Hubei tombus-like virus 6	1923293	164	0.0	1.0444742085627243
SRR35987572	Beihai picorna-like virus 64	1922610	164	0.0	1.0444742085627243
SRR35987572	Orthopneumovirus muris	3050329	164	0.0	1.0444742085627243
SRR35987572	Salvia divinorum RNA virus 1	2419804	164	0.0	1.0444742085627243
SRR35987572	Veracruzvirus veracruz	2956641	163	0.0	1.0381054633885614
SRR35987572	Austintatiousvirus papayasalad	2734221	163	0.0	1.0381054633885614
SRR35987572	Chivirus cv118970sal1	2846084	163	0.0	1.0381054633885614
SRR35987572	Nepovirus betae	3050242	163	0.0	1.0381054633885614
SRR35987572	Sadwavirus citri	3048313	163	0.0	1.0381054633885614
SRR35987572	Brussowvirus P7952	3059810	163	0.0	1.0381054633885614
SRR35987572	Przondovirus K52	2733669	162	0.0	1.0317367182143984
SRR35987572	Ampelovirus unananas	3426350	162	0.0	1.0317367182143984
SRR35987572	Teetrevirus CFP1	2732697	162	0.0	1.0317367182143984
SRR35987572	Nerthusvirus achelous	3431084	162	0.0	1.0317367182143984
SRR35987572	Sclerotimonavirus botrytidis	2846157	162	0.0	1.0317367182143984
SRR35987572	Haloferacalesvirus salis	3429158	162	0.0	1.0317367182143984
SRR35987572	Salisharnavirus mirandaeae	3432238	162	0.0	1.0317367182143984
SRR35987572	Atuphduovirus atuph03	2733891	161	0.0	1.0253679730402354
SRR35987572	Wenzhou tombus-like virus 5	1923675	161	0.0	1.0253679730402354
SRR35987572	Phimunavirus peat1	2560633	161	0.0	1.0253679730402354
SRR35987572	Santhisvirus reyja	3432254	161	0.0	1.0253679730402354
SRR35987572	Epseptimavirus OSYSTA	2846095	161	0.0	1.0253679730402354
SRR35987572	Mastadenovirus muris	3241433	161	0.0	1.0253679730402354
SRR35987572	Corndogvirus ryadel	2955724	161	0.0	1.0253679730402354
SRR35987572	Fernvirus Hb10c2	1921563	161	0.0	1.0253679730402354
SRR35987572	Brujitavirus babsiella	1089115	161	0.0	1.0253679730402354
SRR35987572	Anatolevirus anatole	2169704	161	0.0	1.0253679730402354
SRR35987572	Webervirus GHK3	2734032	161	0.0	1.0253679730402354
SRR35987572	Wbetavirus negev	3433354	161	0.0	1.0253679730402354
SRR35987572	Microwolfvirus purplehaze	2956192	161	0.0	1.0253679730402354
SRR35987572	Potyvirus hardenbergiae	3240536	161	0.0	1.0253679730402354
SRR35987572	Phapecoctavirus ukendt	2956308	161	0.0	1.0253679730402354
SRR35987572	Pahexavirus ATCC29399BC	1982252	160	0.0	1.0189992278660724
SRR35987572	Korravirus mamapearl	2956072	160	0.0	1.0189992278660724
SRR35987572	Gesputvirus gsput1	2560500	160	0.0	1.0189992278660724
SRR35987572	Hubei astro-like virus	1922837	160	0.0	1.0189992278660724
SRR35987572	Mycoreovirus roselliniae	3430978	160	0.0	1.0189992278660724
SRR35987572	Casadabanvirus JD024	3059844	160	0.0	1.0189992278660724
SRR35987572	Elesarvirus elesar	3428462	160	0.0	1.0189992278660724
SRR35987572	Begomovirus solanumflavusmarginis	3427014	160	0.0	1.0189992278660724
SRR35987572	Ceduovirus CHPC1170	2845389	160	0.0	1.0189992278660724
SRR35987572	Mastadenovirus canidae	3241412	160	0.0	1.0189992278660724
SRR35987572	Yingchengvirus boliviaense	3433567	160	0.0	1.0189992278660724
SRR35987572	Tequatrovirus oe5505	2844215	159	0.0	1.0126304826919095
SRR35987572	Alphabaculovirus adhonmai	3047348	159	0.0	1.0126304826919095
SRR35987572	Tequatrovirus sf24	2560761	159	0.0	1.0126304826919095
SRR35987572	Halovirus HCTV-5	1273748	159	0.0	1.0126304826919095
SRR35987572	Beenievirus sekhmet	3059769	159	0.0	1.0126304826919095
SRR35987572	Lidtloavirus humihabitans	3430379	159	0.0	1.0126304826919095
SRR35987572	Streptococcus phage phiNIH1.1	173707	159	0.0	1.0126304826919095
SRR35987572	Sexopuavirus agricola	2846190	159	0.0	1.0126304826919095
SRR35987572	Metamorphoovirus metamorphoo	2734254	159	0.0	1.0126304826919095
SRR35987572	Pippivirus pippi	2844295	159	0.0	1.0126304826919095
SRR35987572	Kayfunavirus 101118UKE1	3430121	159	0.0	1.0126304826919095
SRR35987572	Alphanemrhavirus sodak	3059718	159	0.0	1.0126304826919095
SRR35987572	Gladiatorvirus blinn1	2955949	159	0.0	1.0126304826919095
SRR35987572	Uukuvirus rukutamaense	3052805	159	0.0	1.0126304826919095
SRR35987572	Dubowvirus SAP26	872294	159	0.0	1.0126304826919095
SRR35987572	Alphamesonivirus daknongense	1945561	159	0.0	1.0126304826919095
SRR35987572	Yangvirus phives	3060814	159	0.0	1.0126304826919095
SRR35987572	Naesvirus bcepNY3	446807	159	0.0	1.0126304826919095
SRR35987572	Pahexavirus PHL132N00	1982291	158	0.0	1.0062617375177465
SRR35987572	Przondovirus KN31	2733672	158	0.0	1.0062617375177465
SRR35987572	Homochaacvirus pescaderoense	3060036	158	0.0	1.0062617375177465
SRR35987572	Kayfunavirus YZ1	2733645	158	0.0	1.0062617375177465
SRR35987572	Sulfolobus islandicus rudivirus 3	1895333	158	0.0	1.0062617375177465
SRR35987572	Siadenovirus viridis	3241313	158	0.0	1.0062617375177465
SRR35987572	Carlavirus latensaconiti	101764	158	0.0	1.0062617375177465
SRR35987572	Taupapillomavirus 2	1513274	158	0.0	1.0062617375177465
SRR35987572	Ceduovirus cv05802	2845149	158	0.0	1.0062617375177465
SRR35987572	Lughthovirus pedohabitans	3430527	158	0.0	1.0062617375177465
SRR35987572	Aviadenovirus hepatitidis	3426530	158	0.0	1.0062617375177465
SRR35987572	Dhillonvirus WF5505	3428290	158	0.0	1.0062617375177465
SRR35987572	Felixounavirus wV8	1965385	157	0.0	0.9998929923435839
SRR35987572	Aarhusvirus mysterion	2732765	157	0.0	0.9998929923435839
SRR35987572	Dependoparvovirus primate1	1511891	157	0.0	0.9998929923435839
SRR35987572	Mastadenovirus pteropodidae	3241442	157	0.0	0.9998929923435839
SRR35987572	Ustilaginoidea virens RNA virus L	1561171	157	0.0	0.9998929923435839
SRR35987572	Tombusvirus petuniae	3048263	157	0.0	0.9998929923435839
SRR35987572	Bdellovibrio phage phi1422	1127515	157	0.0	0.9998929923435839
SRR35987572	Victorivirus jyuroku	3433220	157	0.0	0.9998929923435839
SRR35987572	Cellulophaga phage phi39:1	1327993	157	0.0	0.9998929923435839
SRR35987572	Mincapvirus eilatense	3430881	157	0.0	0.9998929923435839
SRR35987572	Dhakavirus anyang	2955756	157	0.0	0.9998929923435839
SRR35987572	Orthonairovirus avalonense	2843745	157	0.0	0.9998929923435839
SRR35987572	Cacao swollen shoot Ghana J virus	2056880	156	0.0	0.9935242471694209
SRR35987572	Veracruzvirus rockstar	2003502	156	0.0	0.9935242471694209
SRR35987572	Korravirus kittykat	2956070	156	0.0	0.9935242471694209
SRR35987572	Mosigvirus 25307	2956201	156	0.0	0.9935242471694209
SRR35987572	Foxborovirus foxboro	2955915	156	0.0	0.9935242471694209
SRR35987572	Tymovirus plantagonis	3048273	156	0.0	0.9935242471694209
SRR35987572	Gammaflexivirus unientoleucae	3428925	156	0.0	0.9935242471694209
SRR35987572	Vhmlvirus VHML	1922212	156	0.0	0.9935242471694209
SRR35987572	Likavirus hydra	1982887	156	0.0	0.9935242471694209
SRR35987572	Tequatrovirus gee4507	2844199	156	0.0	0.9935242471694209
SRR35987572	Pestivirus S	3060548	156	0.0	0.9935242471694209
SRR35987572	Orthophasmavirus gandaense	3052547	156	0.0	0.9935242471694209
SRR35987572	Caudoviricetes sp. vir080	3068353	156	0.0	0.9935242471694209
SRR35987572	Thalassomonas phage BA3	469660	155	0.0	0.9871555019952579
SRR35987572	Potyvirus yituberosi	3240642	155	0.0	0.9871555019952579
