contig_id,length_bp,length_kb,mapped_reads,RPM,RPKM,best_hit,identity,evalue,bitscore,taxid
k141_17138,4760,4.76,183,40.35,8.48,WGU26824.1,32.6,2.96e-28,114.0,4568.0
k141_103272,1378,1.378,53,11.69,8.48,QBK90338.1,36.8,1.93e-10,62.0,2506588.0
k141_41074,2704,2.704,104,22.93,8.48,QKF93884.1,44.9,4.35e-07,47.8,3070911.0
k141_53935,2159,2.159,83,18.3,8.48,AAP88020.1,26.5,8.73e-07,53.1,8469.0
k141_56381,2054,2.054,79,17.42,8.48,XDO01843.1,29.3,1.75e-14,74.3,3240092.0
k141_98297,1352,1.352,52,11.47,8.48,XKM49652.1,36.9,2.5599999999999997e-48,164.0,3378370.0
k141_14861,3408,3.408,131,28.89,8.48,QOR60244.1,29.1,8.4700000000000005e-47,171.0,2530038.0
k141_30357,2495,2.495,96,21.17,8.48,QKF94144.1,29.8,1.84e-65,222.0,3070911.0
k141_177666,1222,1.222,47,10.36,8.48,YP_009254835.1,52.6,1.17e-12,62.8,1826170.0
k141_59981,2549,2.549,98,21.61,8.48,QPI16166.1,22.6,6.54e-06,50.4,2763269.0
k141_31764,1066,1.066,41,9.04,8.48,QFG74153.1,27.3,4.79e-11,67.4,1737588.0
k141_176967,1586,1.586,61,13.45,8.48,YP_009449055.1,63.6,2.54e-08,50.8,2023057.0
k141_10503,2003,2.003,77,16.98,8.48,QBK89188.1,52.8,1.71e-51,176.0,2506609.0
k141_102247,4108,4.108,158,34.84,8.48,WBR14998.1,43.6,1.42e-94,290.0,3019033.0
k141_15587,1846,1.846,71,15.66,8.48,AUI39624.1,30.9,3.07e-06,45.4,47929.0
k141_106259,2263,2.263,87,19.18,8.48,QKF94322.1,24.0,2.86e-08,57.4,3070911.0
k141_23171,2237,2.237,86,18.96,8.48,BDT62002.1,37.7,5.930000000000001e-21,86.7,2984272.0
k141_18970,1067,1.067,41,9.04,8.47,AYV87100.1,29.0,2.2e-11,69.3,2487774.0
k141_135962,1067,1.067,41,9.04,8.47,QPI16813.1,32.0,1.6999999999999997e-23,103.0,2763270.0
k141_71392,1771,1.771,68,14.99,8.47,AYV76446.1,32.0,2.39e-09,62.4,2487775.0
k141_27825,1093,1.093,42,9.26,8.47,AYV83899.1,23.4,2.67e-08,56.2,2487770.0
k141_172892,3907,3.907,150,33.07,8.47,YP_009001498.1,31.1,4.96e-17,86.3,62099.0
k141_44681,1120,1.12,43,9.48,8.47,QKF94107.1,38.5,7.81e-13,73.9,3070911.0
k141_107235,1458,1.458,56,12.35,8.47,QOI90522.1,44.6,3.47e-36,140.0,455367.0
k141_95558,2603,2.603,100,22.05,8.47,QKU34766.1,37.0,2.91e-15,75.1,
k141_88366,1015,1.015,39,8.6,8.47,AYV85511.1,34.3,4.020000000000001e-27,110.0,2487771.0
k141_150657,1041,1.041,40,8.82,8.47,UUT40455.1,61.5,3.35e-18,79.7,2971331.0
k141_37911,1379,1.379,53,11.69,8.47,WIF15735.1,55.0,3.69e-58,186.0,205075.0
k141_133284,1015,1.015,39,8.6,8.47,QBK92234.1,59.1,1.34e-18,81.3,2506594.0
k141_144105,1119,1.119,43,9.48,8.47,QYA18718.1,35.8,2.18e-13,68.2,2831644.0
k141_171813,1353,1.353,52,11.47,8.47,QBK88093.1,34.7,2.16e-63,207.0,2506606.0
k141_179657,1303,1.303,50,11.02,8.46,YP_009507576.1,31.3,1.98e-18,84.7,97195.0
k141_181017,2709,2.709,104,22.93,8.46,CCQ71393.1,71.1,8.46e-12,62.8,51543.0
k141_68629,1955,1.955,75,16.54,8.46,BCT22562.1,34.7,4.81e-30,120.0,1653087.0
k141_137450,1330,1.33,51,11.25,8.46,YP_009174619.1,37.8,1.31e-12,68.9,1586714.0
k141_56511,1668,1.668,64,14.11,8.46,YP_009001498.1,26.8,2.92e-15,79.3,62099.0
k141_39870,1016,1.016,39,8.6,8.46,YP_009001498.1,27.0,4.31e-08,58.5,62099.0
k141_139294,1277,1.277,49,10.8,8.46,ABY48138.1,33.3,1.84e-11,66.2,3880.0
k141_112394,3101,3.101,119,26.24,8.46,QBK86221.1,27.0,1.53e-10,68.6,2506603.0
k141_4102,1043,1.043,40,8.82,8.46,AYV76580.1,34.6,7.600000000000001e-36,131.0,2487775.0
k141_45126,1773,1.773,68,14.99,8.46,QKU33472.1,32.9,5.09e-44,157.0,
k141_92202,2762,2.762,106,23.37,8.46,WYL18991.1,77.6,5.22e-186,518.0,3040692.0
k141_77225,1303,1.303,50,11.02,8.46,YP_009174382.1,43.5,1.03e-08,59.7,1586715.0
k141_125139,1277,1.277,49,10.8,8.46,QBK89352.1,46.8,2.45e-46,154.0,2506609.0
k141_79704,1095,1.095,42,9.26,8.46,YP_004061477.1,41.8,3.48e-17,81.3,880159.0
k141_25031,1381,1.381,53,11.69,8.46,ADX06657.1,29.1,6.81e-08,55.8,938083.0
k141_178991,1016,1.016,39,8.6,8.46,QFG73957.1,37.2,2.48e-46,165.0,1737588.0
k141_61082,1382,1.382,53,11.69,8.46,QKF93461.1,33.0,2.9100000000000002e-37,145.0,3070911.0
k141_27844,1122,1.122,43,9.48,8.45,QBK87243.1,28.8,2.01e-15,81.6,2506605.0
k141_32267,4985,4.985,191,42.11,8.45,ATZ80261.1,26.7,1.55e-08,58.2,2024608.0
k141_47786,2087,2.087,80,17.64,8.45,ARF09675.1,37.0,5.47e-41,154.0,1977633.0
k141_146028,1617,1.617,62,13.67,8.45,ABY48138.1,30.4,3.04e-13,72.8,3880.0
k141_33997,3652,3.652,140,30.87,8.45,QKF94324.1,28.6,1.3e-16,81.6,3070911.0
k141_38350,1383,1.383,53,11.69,8.45,UKZ11061.1,27.7,8.62e-33,132.0,2909297.0
k141_68657,1174,1.174,45,9.92,8.45,QYA18662.1,29.5,6.88e-14,73.9,2831644.0
k141_85300,1878,1.878,72,15.88,8.45,AYV76247.1,23.4,2.31e-10,63.9,2487775.0
k141_58998,2062,2.062,79,17.42,8.45,AYV83427.1,37.9,3.09e-45,165.0,2487770.0
k141_1791,1775,1.775,68,14.99,8.45,QFG74701.1,33.0,4.5e-22,95.9,1737588.0
k141_88848,1070,1.07,41,9.04,8.45,ARF09969.1,32.3,1.27e-34,138.0,1977633.0
k141_39470,1904,1.904,73,16.1,8.45,UMO78400.1,28.1,7.39e-07,52.4,2847767.0
k141_71722,2608,2.608,100,22.05,8.45,AYV81929.1,26.1,7.080000000000001e-21,100.0,2487768.0
k141_105338,2062,2.062,79,17.42,8.45,WIF15735.1,25.1,6.55e-11,63.2,205075.0
k141_10610,1018,1.018,39,8.6,8.45,QKF94625.1,36.0,1.25e-07,53.5,3070911.0
k141_97250,3706,3.706,142,31.31,8.45,BFL61212.1,27.3,3.9e-13,76.6,3138182.0
k141_42709,2635,2.635,101,22.27,8.45,WBF70777.1,27.7,6.31e-14,76.3,3017316.0
k141_14361,2061,2.061,79,17.42,8.45,SPN79811.1,27.6,1.72e-15,79.3,2126980.0
k141_35860,3417,3.417,131,28.89,8.45,QBK86013.1,34.8,1.11e-06,50.1,2506602.0
k141_117731,1096,1.096,42,9.26,8.45,QBK86148.1,34.1,6.29e-25,104.0,2506602.0
k141_34822,2610,2.61,100,22.05,8.45,QFG73957.1,30.6,2.1e-20,95.1,1737588.0
k141_43516,1853,1.853,71,15.66,8.45,AYV80835.1,28.5,2.9e-16,80.5,2487768.0
k141_119676,1643,1.643,63,13.89,8.45,WZH59205.1,56.8,1.88e-09,56.2,3130069.0
k141_143348,2426,2.426,93,20.51,8.45,BBI30359.1,32.6,3.77e-12,65.9,3114988.0
k141_108977,2426,2.426,93,20.51,8.45,QKU33701.1,28.6,6.35e-43,173.0,
k141_144797,1252,1.252,48,10.58,8.45,QBK87088.1,33.8,1.07e-12,72.8,2506604.0
k141_179593,1044,1.044,40,8.82,8.45,BDC16595.1,43.3,2.67e-36,130.0,2801461.0
k141_60218,1697,1.697,65,14.33,8.45,QFG74502.1,28.8,5.63e-22,95.1,1737588.0
k141_133819,1593,1.593,61,13.45,8.44,AYV85454.1,27.7,3.75e-33,135.0,2487771.0
k141_125403,1175,1.175,45,9.92,8.44,ULY68490.1,27.0,9.44e-14,74.7,2922419.0
k141_86247,2431,2.431,93,20.51,8.44,BCU03992.1,36.5,5.91e-07,55.1,2823154.0
k141_85025,1490,1.49,57,12.57,8.44,WGU26825.1,26.6,4.08e-11,67.0,4568.0
k141_120537,1150,1.15,44,9.7,8.44,QDY52327.1,27.9,1.4800000000000002e-21,94.7,2596887.0
k141_100259,1541,1.541,59,13.01,8.44,QKF93592.1,47.1,1.25e-51,180.0,3070911.0
k141_37431,1175,1.175,45,9.92,8.44,QFG74149.1,29.1,1.0099999999999999e-23,103.0,1737588.0
k141_151711,1672,1.672,64,14.11,8.44,AYV77848.1,51.4,2.82e-46,152.0,2487765.0
k141_52193,1202,1.202,46,10.14,8.44,QDY52400.1,28.1,5.42e-09,62.0,2596887.0
k141_88662,1123,1.123,43,9.48,8.44,YP_009001225.1,39.7,2.25e-08,53.5,1450746.0
k141_140959,1334,1.334,51,11.25,8.43,AYV82542.1,29.2,2.3e-16,80.5,2487770.0
k141_156164,1387,1.387,53,11.69,8.43,ARF11360.1,40.2,4.94e-12,63.2,1977640.0
k141_112263,2719,2.719,104,22.93,8.43,AII17153.1,27.1,3.21e-07,53.9,1474867.0
k141_64698,3320,3.32,127,28.0,8.43,AYV79137.1,30.0,2.75e-26,115.0,2487766.0
k141_69550,1988,1.988,76,16.76,8.43,WIL03492.1,31.5,5.27e-17,82.8,3032485.0
k141_11577,1805,1.805,69,15.21,8.43,QIG59698.1,28.3,3.16e-15,75.9,2704074.0
k141_163276,2146,2.146,82,18.08,8.43,NP_077550.1,28.9,9.03e-11,62.0,37665.0
k141_28680,2170,2.17,83,18.3,8.43,QDY52194.1,26.5,3.24e-06,53.1,2596887.0
k141_163643,1099,1.099,42,9.26,8.43,ARR74933.1,34.2,9.55e-16,78.2,1988039.0
k141_181086,2355,2.355,90,19.84,8.43,CAE02706.1,29.6,2.64e-07,56.6,4952.0
k141_3654,1674,1.674,64,14.11,8.43,QOR60244.1,37.8,8.599999999999999e-23,95.9,2530038.0
k141_104922,1700,1.7,65,14.33,8.43,QKU35116.1,27.2,1.12e-17,85.5,
k141_104469,1805,1.805,69,15.21,8.43,WIL04310.1,26.5,9.36e-10,63.2,3032484.0
k141_125225,1098,1.098,42,9.26,8.43,CAC43855.1,62.9,4.45e-09,52.4,154974.0
k141_52257,4134,4.134,158,34.84,8.43,AUF82241.1,37.8,2.5e-49,174.0,2060617.0
k141_19716,3529,3.529,135,29.77,8.43,YP_009449055.1,27.8,1.49e-15,79.0,2023057.0
k141_175804,2039,2.039,78,17.2,8.43,ARF10911.1,27.5,5.53e-18,87.8,1977638.0
k141_72809,2463,2.463,94,20.73,8.42,QCO93535.1,28.4,2.62e-09,62.4,2576451.0
k141_83344,2960,2.96,113,24.92,8.42,AYV75783.1,28.8,2.47e-47,176.0,2487775.0
k141_90152,1047,1.047,40,8.82,8.42,UKS51800.1,35.8,3.91e-12,68.6,4679.0
k141_109269,1179,1.179,45,9.92,8.42,QIG60138.1,56.0,2.83e-96,305.0,2704073.0
k141_2411,2696,2.696,103,22.71,8.42,QKF94253.1,23.3,3.35e-28,121.0,3070911.0
k141_131892,1781,1.781,68,14.99,8.42,ABY48138.1,29.5,6.27e-15,79.0,3880.0
k141_178508,4554,4.554,174,38.37,8.42,AQN68312.1,28.2,7.97e-30,124.0,1956188.0
k141_35466,1179,1.179,45,9.92,8.42,QBK87088.1,34.1,3.77e-18,87.8,2506604.0
k141_58277,1074,1.074,41,9.04,8.42,CAK7597017.1,30.3,4.27e-07,52.0,3072188.0
k141_138668,1310,1.31,50,11.02,8.42,AII17176.1,25.1,4.72e-11,65.9,1474867.0
k141_100910,1571,1.571,60,13.23,8.42,QBZ81601.1,34.6,1.59e-34,139.0,2568002.0
k141_59964,2096,2.096,80,17.64,8.42,BAE72463.1,54.4,2.69e-18,75.5,145856.0
k141_181055,3406,3.406,130,28.66,8.42,AYV81995.1,35.7,3.74e-22,95.5,2487769.0
k141_173536,1676,1.676,64,14.11,8.42,AYV81995.1,32.7,9.64e-41,157.0,2487769.0
k141_173881,2332,2.332,89,19.62,8.42,QKF94206.1,34.4,6.06e-40,145.0,3070911.0
k141_147938,1048,1.048,40,8.82,8.42,QKF94107.1,38.8,8.64e-17,79.3,3070911.0
k141_158233,1571,1.571,60,13.23,8.42,QBK91514.1,27.3,7.58e-06,47.0,2506593.0
k141_67319,3272,3.272,125,27.56,8.42,QKU33570.1,26.6,3.9e-20,93.6,
k141_136359,3221,3.221,123,27.12,8.42,QKU34342.1,27.4,3.78e-09,62.0,
k141_39965,3147,3.147,120,26.46,8.41,ADX06244.1,43.0,1.66e-25,107.0,938082.0
k141_159452,1915,1.915,73,16.1,8.41,WGU26825.1,26.5,2.7e-25,112.0,4568.0
k141_94481,1888,1.888,72,15.88,8.41,YP_009001225.1,32.0,9.37e-17,82.8,1450746.0
k141_101508,3987,3.987,152,33.52,8.41,QDY52462.1,27.5,2.49e-31,127.0,2596887.0
k141_168825,2018,2.018,77,16.98,8.41,WRJ70043.1,39.1,1.98e-17,81.3,3045048.0
k141_125311,3460,3.46,132,29.11,8.41,AYV75900.1,27.8,1.34e-11,68.9,2487775.0
k141_33865,3856,3.856,147,32.41,8.41,QPI16218.1,33.7,3.49e-06,53.1,2763269.0
k141_7367,1913,1.913,73,16.1,8.41,QBK87088.1,31.1,3.68e-13,72.0,2506604.0
k141_178329,1625,1.625,62,13.67,8.41,AYV78741.1,33.7,6.62e-08,52.4,2487765.0
k141_174440,1206,1.206,46,10.14,8.41,AFC35023.1,39.8,2.02e-37,139.0,1120767.0
k141_58309,1022,1.022,39,8.6,8.41,AYV81322.1,27.3,1.61e-11,68.9,2487768.0
k141_119468,2649,2.649,101,22.27,8.41,WRJ70002.1,31.5,2e-12,70.5,3045048.0
k141_125531,1520,1.52,58,12.79,8.41,YP_008438720.1,35.9,5.67e-37,139.0,1349410.0
k141_95080,1101,1.101,42,9.26,8.41,ACD54816.1,24.5,9.99e-11,63.9,104782.0
k141_42298,1206,1.206,46,10.14,8.41,QFG73671.1,34.0,3.5999999999999995e-48,169.0,1737588.0
k141_81791,1731,1.731,66,14.55,8.41,AYV79929.1,26.9,2.56e-18,91.3,2487767.0
k141_27800,1520,1.52,58,12.79,8.41,YP_002154639.1,32.7,1.2e-10,67.4,39420.0
k141_77835,1024,1.024,39,8.6,8.4,QBK87503.1,35.3,2.82e-29,119.0,2506605.0
k141_43261,1050,1.05,40,8.82,8.4,QPI16652.1,26.9,3.51e-12,70.9,2763270.0
k141_115666,2888,2.888,110,24.25,8.4,QKU33818.1,39.7,6.21e-09,57.0,
k141_73852,3071,3.071,117,25.8,8.4,APU89108.1,30.0,3.04e-08,57.8,1924551.0
k141_131174,2887,2.887,110,24.25,8.4,AYV82542.1,28.3,1.17e-18,86.7,2487770.0
k141_20371,1103,1.103,42,9.26,8.4,YP_007676140.1,52.5,1.93e-41,138.0,755272.0
k141_54207,1443,1.443,55,12.13,8.4,QPI16261.1,28.4,6.22e-22,97.1,2763269.0
k141_177625,2337,2.337,89,19.62,8.4,AYV84917.1,29.7,1.07e-07,53.5,2487771.0
k141_19169,1785,1.785,68,14.99,8.4,AAR26884.1,26.0,2.34e-06,51.6,231992.0
k141_35330,3175,3.175,121,26.68,8.4,AYV87251.1,31.8,2.64e-18,84.7,2487774.0
k141_135307,1050,1.05,40,8.82,8.4,YP_009173244.1,37.0,4.51e-19,79.0,1663209.0
k141_59997,3283,3.283,125,27.56,8.4,AYV84288.1,41.8,4.66e-65,209.0,2487770.0
k141_148461,1392,1.392,53,11.69,8.4,AYV75646.1,34.5,1.8e-13,76.3,2487775.0
k141_52295,2047,2.047,78,17.2,8.4,UUT40455.1,44.7,1.11e-38,139.0,2971331.0
k141_5177,2101,2.101,80,17.64,8.4,XIF71293.1,39.2,1.4e-11,62.0,3057169.0
k141_77094,2703,2.703,103,22.71,8.4,ARF08270.1,25.5,8.26e-17,88.2,1977631.0
k141_16178,1471,1.471,56,12.35,8.39,QKU35065.1,37.7,2.32e-39,148.0,
k141_176861,1813,1.813,69,15.21,8.39,ADX06521.1,31.4,1.6e-15,75.9,938083.0
k141_11508,1893,1.893,72,15.88,8.39,AYV86642.1,24.3,2.02e-11,70.1,2487774.0
k141_30176,3602,3.602,137,30.21,8.39,ARF12194.1,28.3,4.03e-20,88.6,1977640.0
k141_131626,1656,1.656,63,13.89,8.39,XKM46455.1,33.7,1.99e-24,104.0,3378357.0
k141_28225,1446,1.446,55,12.13,8.39,NP_064912.1,40.0,7.23e-08,50.4,28321.0
k141_26741,1261,1.261,48,10.58,8.39,ARF12492.1,20.9,2.73e-13,73.6,1977640.0
k141_41911,1367,1.367,52,11.47,8.39,XKM46480.1,40.8,2.42e-20,90.5,3378357.0
k141_82276,1709,1.709,65,14.33,8.39,AII17176.1,30.5,9.05e-13,69.3,1474867.0
k141_17203,1471,1.471,56,12.35,8.39,QDY52400.1,27.6,2.87e-16,84.3,2596887.0
k141_19877,2627,2.627,100,22.05,8.39,QKF94735.1,27.0,2.85e-30,128.0,3070911.0
k141_71377,1157,1.157,44,9.7,8.39,QKU34940.1,42.7,3.85e-29,117.0,
k141_4680,1944,1.944,74,16.32,8.39,YP_009001498.1,31.8,8.37e-15,75.5,62099.0
k141_39581,1051,1.051,40,8.82,8.39,AAD26531.1,36.6,1.53e-66,231.0,10090.0
k141_39516,2343,2.343,89,19.62,8.38,QDY52400.1,22.8,2.03e-09,63.9,2596887.0
k141_85030,1500,1.5,57,12.57,8.38,QDY52327.1,26.5,2.18e-15,76.3,2596887.0
k141_8564,1683,1.683,64,14.11,8.38,QKF94253.1,38.4,3.2499999999999998e-28,116.0,3070911.0
k141_72128,1342,1.342,51,11.25,8.38,SPN79811.1,32.1,2.13e-07,52.0,2126980.0
k141_171368,1184,1.184,45,9.92,8.38,QKF94253.1,53.3,2.78e-07,51.6,3070911.0
k141_176982,2131,2.131,81,17.86,8.38,QDY52425.1,28.2,3.73e-15,79.7,2596887.0
k141_163636,1290,1.29,49,10.8,8.38,AYV78741.1,26.7,4.69e-13,74.3,2487765.0
k141_36352,1052,1.052,40,8.82,8.38,YP_009173659.1,27.2,7.8e-13,68.6,455364.0
k141_79485,1421,1.421,54,11.91,8.38,QBK88329.1,27.6,9.88e-19,87.0,2506606.0
k141_32970,5344,5.344,203,44.76,8.38,XDO02146.1,24.0,6.05e-10,62.4,3240092.0
k141_85207,1316,1.316,50,11.02,8.38,CCQ71393.1,36.1,3.93e-71,238.0,51543.0
k141_49234,2079,2.079,79,17.42,8.38,AWA44806.1,27.7,5.6e-11,65.9,4547.0
k141_147894,1184,1.184,45,9.92,8.38,QOR60352.1,34.2,3.22e-06,48.1,2530039.0
k141_132286,1763,1.763,67,14.77,8.38,AYV81995.1,36.1,1.03e-19,87.4,2487769.0
k141_176460,2579,2.579,98,21.61,8.38,WIL03556.1,48.0,7.76e-60,193.0,3032485.0
k141_179066,1263,1.263,48,10.58,8.38,ARF11060.1,32.6,3.25e-13,70.1,1977638.0
k141_175221,1605,1.605,61,13.45,8.38,QKF94144.1,43.8,6.37e-38,144.0,3070911.0
k141_145928,1920,1.92,73,16.1,8.38,QIG59801.1,30.7,1.8799999999999998e-38,148.0,2704074.0
k141_136455,2209,2.209,84,18.52,8.38,WBR14744.1,32.0,1.73e-23,102.0,3019033.0
k141_135987,1554,1.554,59,13.01,8.37,WZO75345.1,40.4,1.93e-26,100.0,2809302.0
k141_12179,1397,1.397,53,11.69,8.37,AII17161.1,24.1,1.04e-10,63.5,1474867.0
k141_175974,2029,2.029,77,16.98,8.37,QBK88723.1,26.2,4.33e-17,85.5,2506608.0
k141_116959,1265,1.265,48,10.58,8.37,QFG75136.1,35.4,1.44e-10,63.2,1737588.0
k141_40244,1001,1.001,38,8.38,8.37,YP_003970003.1,47.4,1.02e-14,78.2,693272.0
k141_19552,3055,3.055,116,25.58,8.37,ARF11365.1,31.5,1.57e-33,133.0,1977640.0
k141_26157,1685,1.685,64,14.11,8.37,YP_009001498.1,31.5,2.56e-10,60.8,62099.0
k141_94885,1817,1.817,69,15.21,8.37,AYV81995.1,31.5,1.39e-32,134.0,2487769.0
k141_88138,1212,1.212,46,10.14,8.37,AYV86324.1,32.1,1.5e-16,84.0,2487773.0
k141_5286,1975,1.975,75,16.54,8.37,YP_008438887.1,31.3,1.05e-21,97.8,1349410.0
k141_61496,1738,1.738,66,14.55,8.37,QBK89986.1,32.7,2.73e-25,98.6,2506586.0
k141_35137,1476,1.476,56,12.35,8.37,ARF08384.1,29.2,2.51e-32,130.0,1977631.0
k141_89451,1080,1.08,41,9.04,8.37,ADX06521.1,28.6,1.23e-17,85.5,938083.0
k141_161080,1265,1.265,48,10.58,8.37,YP_009001225.1,34.9,7.21e-07,49.3,1450746.0
k141_56687,1896,1.896,72,15.88,8.37,QFG75136.1,46.2,5.4799999999999996e-45,159.0,1737588.0
k141_39749,2238,2.238,85,18.74,8.37,WGU26824.1,32.0,1.0300000000000001e-26,111.0,4568.0
k141_160460,3584,3.584,136,29.99,8.37,ARF08972.1,26.8,4.04e-08,58.9,1977631.0
k141_39660,3242,3.242,123,27.12,8.37,QKF93533.1,39.2,1.1199999999999999e-60,198.0,3070911.0
k141_93277,2265,2.265,86,18.96,8.37,YP_009165053.1,35.1,7.350000000000001e-31,119.0,1678078.0
k141_1950,1952,1.952,74,16.32,8.36,QBK89597.1,22.2,1.85e-07,57.4,2506585.0
k141_129007,4088,4.088,155,34.18,8.36,AWA44806.1,24.6,1.75e-13,73.9,4547.0
k141_87537,1794,1.794,68,14.99,8.36,AAN04366.1,44.0,3.73e-58,192.0,3116536.0
k141_172408,1873,1.873,71,15.66,8.36,YP_009001225.1,25.1,4.99e-06,52.0,1450746.0
k141_180196,2374,2.374,90,19.84,8.36,NP_077550.1,39.8,5.69e-18,90.1,37665.0
k141_3114,1160,1.16,44,9.7,8.36,QBK84530.1,32.7,2.82e-16,74.7,2506600.0
k141_11325,2850,2.85,108,23.81,8.36,ARF09888.1,28.6,4.17e-14,75.1,1977633.0
k141_143962,1768,1.768,67,14.77,8.36,AUI40168.1,53.3,1.66e-22,94.4,47929.0
k141_12613,1239,1.239,47,10.36,8.36,BCS83209.1,38.5,4.68e-17,79.7,2811091.0
k141_57589,1689,1.689,64,14.11,8.36,AYV80843.1,31.6,1.39e-06,47.0,2487768.0
k141_103325,1029,1.029,39,8.6,8.36,QBK89095.1,33.6,9.42e-13,68.9,2506609.0
k141_139297,1029,1.029,39,8.6,8.36,YP_004063552.1,32.7,6.0000000000000006e-21,97.4,696472.0
k141_89283,1161,1.161,44,9.7,8.36,QBK88698.1,32.3,7.35e-07,55.5,2506608.0
k141_145914,2452,2.452,93,20.51,8.36,QFG74471.1,41.2,1.2000000000000002e-167,508.0,1737588.0
k141_29461,1239,1.239,47,10.36,8.36,AHA54345.1,30.1,3.7e-12,62.8,1421424.0
k141_16025,2269,2.269,86,18.96,8.36,SOB73998.1,32.0,9.12e-12,65.1,2023205.0
k141_100762,1108,1.108,42,9.26,8.36,AYV78433.1,26.6,9.89e-07,53.1,2487765.0
k141_150344,2004,2.004,76,16.76,8.36,AYV86757.1,42.4,2.24e-50,175.0,2487774.0
k141_95737,1715,1.715,65,14.33,8.36,CAE02702.1,28.9,2.3699999999999998e-40,153.0,4952.0
k141_75794,2140,2.14,81,17.86,8.35,UIB20846.1,34.3,4.62e-12,63.2,2905229.0
k141_53361,1637,1.637,62,13.67,8.35,AGE55605.1,24.2,1.2e-18,93.6,1278272.0
k141_156738,1823,1.823,69,15.21,8.35,QBK87243.1,27.2,4.13e-06,53.5,2506605.0
k141_94220,1770,1.77,67,14.77,8.35,AHA55176.1,24.7,1.39e-28,121.0,1421422.0
k141_92040,1003,1.003,38,8.38,8.35,AQN68324.1,60.1,3.35e-67,207.0,1956188.0
k141_48677,1346,1.346,51,11.25,8.35,YP_009448535.1,28.7,9.99e-34,137.0,2023057.0
k141_174174,1506,1.506,57,12.57,8.35,YP_009465817.1,32.7,3.71e-15,76.6,2079134.0
k141_160750,2112,2.112,80,17.64,8.35,AEJ34643.1,35.7,1.46e-25,103.0,212035.0
k141_43535,2139,2.139,81,17.86,8.35,QIG59714.1,25.7,3.6e-16,82.8,2704074.0
k141_45303,1004,1.004,38,8.38,8.35,YP_001426659.1,27.8,3.68e-15,80.1,411359.0
k141_57468,1162,1.162,44,9.7,8.35,QIZ31161.1,36.7,7.39e-58,196.0,2726183.0
k141_106324,3538,3.538,134,29.55,8.35,ARF09735.1,35.6,1.1e-37,135.0,1977633.0
k141_138415,1426,1.426,54,11.91,8.35,QKF93746.1,30.3,4.77e-20,92.8,3070911.0
k141_173363,2006,2.006,76,16.76,8.35,ADX06079.1,41.8,8.75e-08,53.5,938081.0
k141_154736,1401,1.401,53,11.69,8.34,CCQ71112.1,23.1,7.09e-16,83.6,51543.0
k141_95579,1031,1.031,39,8.6,8.34,QBK87503.1,36.0,1.72e-06,52.8,2506605.0
k141_138500,1481,1.481,56,12.35,8.34,APU88859.1,23.9,4.52e-17,88.6,1924548.0
k141_31496,4786,4.786,181,39.91,8.34,AGE55605.1,29.8,1.98e-62,230.0,1278272.0
k141_152693,1216,1.216,46,10.14,8.34,QFG74489.1,33.9,6.37e-41,147.0,1737588.0
k141_72680,1559,1.559,59,13.01,8.34,AHA55176.1,30.5,2.57e-21,95.5,1421422.0
k141_136068,1348,1.348,51,11.25,8.34,BBI30359.1,37.0,9.27e-75,244.0,3114988.0
k141_149883,1111,1.111,42,9.26,8.34,YP_009448636.1,25.6,1.7e-19,93.2,2023057.0
k141_110162,1031,1.031,39,8.6,8.34,ARF10911.1,30.2,1.24e-31,128.0,1977638.0
k141_15892,1612,1.612,61,13.45,8.34,QKF94609.1,23.5,4.04e-06,51.6,3070911.0
k141_71829,1693,1.693,64,14.11,8.34,QKF93884.1,40.3,2.95e-10,58.5,3070911.0
k141_50633,7560,7.56,286,63.06,8.34,WRJ69478.1,36.8,6.24e-49,169.0,3045048.0
k141_121226,1851,1.851,70,15.43,8.34,YP_004061556.1,38.7,9.93e-29,120.0,880159.0
k141_129141,1903,1.903,72,15.88,8.34,YP_009448872.1,37.2,1.56e-44,163.0,2023057.0
k141_152457,1374,1.374,52,11.47,8.34,QDY52194.1,36.4,1.4200000000000001e-66,227.0,2596887.0
k141_14218,4608,4.608,174,38.37,8.33,QDY52462.1,23.5,3.39e-27,116.0,2596887.0
k141_82518,1508,1.508,57,12.57,8.33,QIG60207.1,25.9,8.47e-10,64.7,2704073.0
k141_100230,1985,1.985,75,16.54,8.33,YP_009001498.1,29.8,3.18e-13,73.2,62099.0
k141_125145,2805,2.805,106,23.37,8.33,QIH04852.1,25.0,3.06e-09,60.5,2713452.0
k141_17693,2753,2.753,104,22.93,8.33,ADX06602.1,33.5,1.1e-25,107.0,938083.0
k141_109527,1297,1.297,49,10.8,8.33,AUL79841.2,29.8,8.29e-12,65.9,
k141_140835,1165,1.165,44,9.7,8.33,ABY48142.1,44.2,4.32e-70,228.0,3880.0
k141_73312,3734,3.734,141,31.09,8.33,YP_008437732.1,33.6,2.89e-26,109.0,1349410.0
k141_123918,1059,1.059,40,8.82,8.33,ARF11617.1,38.0,8.53e-47,168.0,1977640.0
k141_14966,1906,1.906,72,15.88,8.33,WRJ69478.1,36.2,5.8999999999999995e-52,176.0,3045048.0
k141_72081,4365,4.365,165,36.38,8.33,ARF10911.1,43.1,1.6e-15,75.9,1977638.0
k141_93569,2356,2.356,89,19.62,8.33,AYV77951.1,42.5,1.08e-48,172.0,2487765.0
